post_id,influencer_id,platform,external_post_id,post_text,posted_at,likes_count,shares_count,comments_count,views_count,sentiment_score,virality_score,detected_products,momentum_flag
239,29,tiktok,GOLD-SIGNAL-239-239,Gold supplier feed shows active demand for Aerostride Hiking Boot 239 in Footwear with current retail price $66.78. Product 239 remains part of the PeakGear gold-data catalog.,2026-05-06T12:27:36,1298,249,118,44034,0.5,95,239,mega_viral
240,30,twitter,GOLD-SIGNAL-240-240,Gold supplier feed shows active demand for Velocityworks Pickleball Paddle 240 in Racquet Sports with current retail price $331.12.,2026-05-06T08:00:00,892,107,49,33312,0.15,61,240,normal
241,1,threads,GOLD-SIGNAL-241-241,Gold supplier feed shows active demand for Summitpulse Trekking Poles 241 in Outdoor with current retail price $557.86. Product 241 remains part of the PeakGear gold-data catalog.,2026-05-06T02:49:12,1251,172,83,49989,0.2,73,241,rising
242,2,youtube,GOLD-SIGNAL-242-242,Gold supplier feed shows active demand for Hydrawave Pickleball Paddle 242 in Racquet Sports with current retail price $116.99.,2026-05-05T21:38:24,1411,220,111,60462,0.25,81,242,rising
243,3,instagram,GOLD-SIGNAL-243-243,Gold supplier feed shows active demand for Hydrawave Pickleball Paddle 243 in Racquet Sports with current retail price $410.05.,2026-05-05T16:27:36,1359,236,123,25662,0.3,85,243,viral
244,4,tiktok,GOLD-SIGNAL-244-244,Gold supplier feed shows active demand for Velocityworks     Outdoor     Jacket     244 in Outdoor with current retail price $132.69.,2026-05-05T12:00:00,1435,275,78,31335,0.35,92,244,viral
245,5,twitter,GOLD-SIGNAL-245-245,Gold supplier feed shows active demand for Trailforge Sleeping Bag 245 in Uncategorized with current retail price $308.01.,2026-05-05T06:49:12,1733,207,116,42792,0.4,71,245,rising
246,6,threads,GOLD-SIGNAL-246-246,Gold supplier feed shows active demand for Aerostride Base Layer Top 246 in Activewear with current retail price $130.88.,2026-05-05T01:38:24,359,49,28,10893,0.45,78,246,rising
247,7,youtube,GOLD-SIGNAL-247-247,Gold supplier feed shows active demand for Aerostride Climbing Harness 247 in Climbing with current retail price $21.06.,2026-05-04T20:27:36,1676,261,152,51480,0.5,99,247,mega_viral
248,8,instagram,GOLD-SIGNAL-248-248,Gold supplier feed shows active demand for Canyonridge Sleeping Bag 248 in Camping Hiking with current retail price $548.79.,2026-05-04T16:00:00,393,68,21,14169,0.15,85,248,viral
249,9,tiktok,GOLD-SIGNAL-249-249,Gold supplier feed shows active demand for Hydrawave Hiking Boot 249 in Footwear with current retail price $125.59. Product 249 remains part of the PeakGear gold-data catalog.,2026-05-04T10:49:12,583,111,39,22188,0.2,65,249,rising
250,10,twitter,GOLD-SIGNAL-250-250,Gold supplier feed shows active demand for Summitpulse Resistance Band Set 250 in Strength Training with current retail price $347.36.,2026-05-04T05:38:24,938,112,74,37782,0.25,79,250,rising
251,11,threads,GOLD-SIGNAL-251-251,Gold supplier feed shows active demand for Trailforge Sleeping Bag 251 in Camping Hiking with current retail price $558.01.,2026-05-04T00:27:36,2093,288,190,89106,0.3,99,251,mega_viral
252,12,youtube,GOLD-SIGNAL-252-252,Gold supplier feed shows active demand for Hydrawave Hydration Belt 252 in Running with current retail price $449.04. Product 252 remains part of the PeakGear gold-data catalog.,2026-05-03T20:00:00,959,149,52,18462,0.35,88,252,viral
253,13,instagram,GOLD-SIGNAL-253-253,Gold supplier feed shows active demand for Velocityworks Resistance Band Set 253 in Strength Training with current retail price $189.07.,2026-05-03T14:49:12,718,124,48,16278,0.4,59,253,normal
254,14,tiktok,GOLD-SIGNAL-254-254,Gold supplier feed shows active demand for Peakgear Running Socks 254 in Running with current retail price $12.49. Product 254 remains part of the PeakGear gold-data catalog.,2026-05-03T09:38:24,872,167,68,22128,0.45,67,254,rising
255,15,twitter,GOLD-SIGNAL-255-255,Gold supplier feed shows active demand for Trailforge Headlamp 255 in Outdoor with current retail price $50.21. Product 255 remains part of the PeakGear gold-data catalog.,2026-05-03T04:27:36,1393,167,126,38811,0.5,81,255,rising
256,16,threads,GOLD-SIGNAL-256-256,Gold supplier feed shows active demand for Nordcrest Outdoor Jacket 256 in Outdoor with current retail price $225.05. Product 256 remains part of the PeakGear gold-data catalog.,2026-05-03T00:00:00,2887,398,158,87810,0.15,99,256,mega_viral
257,17,youtube,GOLD-SIGNAL-257-257,Gold supplier feed shows active demand for Summitpulse  Performance Tee 257 in Activewear with current retail price $73.53.,2026-05-02T18:49:12,1644,256,110,55452,0.2,95,257,mega_viral
258,18,instagram,GOLD-SIGNAL-258-258,Gold supplier feed shows active demand for Nordcrest Chalk Bag 258 in Climbing with current retail price $120.18. Product 258 remains part of the PeakGear gold-data catalog.,2026-05-02T13:38:24,2066,359,163,75576,0.25,76,258,rising
259,19,tiktok,GOLD-SIGNAL-259-259,Gold supplier feed shows active demand for Summitpulse Weightlifting Gloves 259 in Strength Training with current retail price $280.8.,2026-05-02T08:27:36,302,57,27,12978,0.3,75,259,rising
260,20,twitter,GOLD-SIGNAL-260-260,Gold supplier feed shows active demand for Nordcrest Helmet 260 in Cycling with current retail price $431.64. Product 260 remains part of the PeakGear gold-data catalog.,2026-05-02T04:00:00,452,54,24,20184,0.35,85,260,viral
261,21,threads,GOLD-SIGNAL-261-261,Gold supplier feed shows active demand for Trailforge Adjustable Dumbbells 261 in Uncategorized with current retail price $222.43.,2026-05-01T22:49:12,551,76,36,11118,0.4,91,261,viral
262,22,youtube,GOLD-SIGNAL-262-262,Gold supplier feed shows active demand for Velocityworks Camping Stove 262 in Camping Hiking with current retail price $628.61.,2026-05-01T17:38:24,576,89,45,13296,0.45,66,262,rising
263,23,instagram,GOLD-SIGNAL-263-263,Gold supplier feed shows active demand for Peakgear Soccer Ball 263 in Team Sports with current retail price $264.81. Product 263 remains part of the PeakGear gold-data catalog.,2026-05-01T12:27:36,1292,224,117,32208,0.5,89,263,viral
264,24,tiktok,GOLD-SIGNAL-264-264,Gold supplier feed shows active demand for Velocityworks Headlamp 264 in Outdoor with current retail price $337.41. Product 264 remains part of the PeakGear gold-data catalog.,2026-05-01T08:00:00,996,191,54,28092,0.15,85,264,viral
265,25,twitter,GOLD-SIGNAL-265-265,Gold supplier feed shows active demand for Trailforge Training Hoodie 265 in Activewear with current retail price $59.21.,2026-05-01T02:49:12,1220,146,81,37800,0.2,94,265,mega_viral
266,26,threads,GOLD-SIGNAL-266-266,Gold supplier feed shows active demand for Ironkinetic Bike Light Set 266 in Cycling with current retail price $78.47. Product 266 remains part of the PeakGear gold-data catalog.,2026-04-30T21:38:24,1098,151,86,37434,0.25,67,266,rising
267,27,youtube,GOLD-SIGNAL-267-267,Gold supplier feed shows active demand for Hydrawave Reflective Vest 267 in Running with current retail price $354.98. Product 267 remains part of the PeakGear gold-data catalog.,2026-04-30T16:27:36,822,128,74,30792,0.3,67,267,rising
268,28,instagram,GOLD-SIGNAL-268-268,Gold supplier feed shows active demand for Hydrawave Running Shoe 268 in Footwear with current retail price $139.52. Product 268 remains part of the PeakGear gold-data catalog.,2026-04-30T12:00:00,918,159,50,37002,0.35,75,268,rising
269,29,tiktok,GOLD-SIGNAL-269-269,Gold supplier feed shows active demand for Hydrawave Heart Rate Strap 269 in Fitness Devices with current retail price $51.88.,2026-05-07T06:49:12,1505,288,100,64410,0.4,89,269,viral
270,30,twitter,GOLD-SIGNAL-270-270,Gold supplier feed shows active demand for Peakgear Daypack 270 in Outdoor with current retail price $526.9. Product 270 remains part of the PeakGear gold-data catalog.,2026-05-07T01:38:24,2016,241,159,37488,0.45,71,270,rising
271,1,threads,GOLD-SIGNAL-271-271,Gold supplier feed shows active demand for Hydrawave Running Shoe 271 in Footwear with current retail price $197.16. Product 271 remains part of the PeakGear gold-data catalog.,2026-05-06T20:27:36,1911,263,173,41331,0.5,75,271,rising
272,2,youtube,GOLD-SIGNAL-272-272,Gold supplier feed shows active demand for Hydrawave Volleyball 272 in Team Sports with current retail price $92.8. Product 272 remains part of the PeakGear gold-data catalog.,2026-05-06T16:00:00,871,135,47,22104,0.15,99,272,mega_viral
273,3,instagram,GOLD-SIGNAL-273-273,Gold supplier feed shows active demand for Trailforge Running Shoe 273 in Footwear with current retail price $182.46. Product 273 remains part of the PeakGear gold-data catalog.,2026-05-06T10:49:12,333,57,22,10191,0.2,80,273,rising
274,4,tiktok,GOLD-SIGNAL-274-274,Gold supplier feed shows active demand for Nordcrest Outdoor Jacket 274 in Outdoor with current retail price $229.96. Product 274 remains part of the PeakGear gold-data catalog.,2026-05-06T05:38:24,523,100,41,16890,0.25,91,274,viral
275,5,twitter,GOLD-SIGNAL-275-275,Gold supplier feed shows active demand for Aerostride Daypack 275 in Outdoor with current retail price $20.02. Product 275 remains part of the PeakGear gold-data catalog.,2026-05-06T00:27:36,1371,164,124,46443,0.3,91,275,viral
276,6,threads,GOLD-SIGNAL-276-276,Gold supplier feed shows active demand for Hydrawave Running Shoe 276 in Footwear with current retail price $37.0. Product 276 remains part of the PeakGear gold-data catalog.,2026-05-05T20:00:00,818,112,44,30648,0.35,78,276,rising
277,7,youtube,GOLD-SIGNAL-277-277,Gold supplier feed shows active demand for Trailforge    Performance  Tee  277 in Activewear with current retail price $126.86.,2026-05-05T14:49:12,835,130,55,33765,0.4,82,277,viral
278,8,instagram,GOLD-SIGNAL-278-278,Gold supplier feed shows active demand for Aerostride Running Socks 278 in Running with current retail price $184.2. Product 278 remains part of the PeakGear gold-data catalog.,2026-05-05T09:38:24,990,172,78,42780,0.45,91,278,viral
279,9,tiktok,GOLD-SIGNAL-279-279,Gold supplier feed shows active demand for Summitpulse Wetsuit 279 in Water Sports with current retail price $104.59. Product 279 remains part of the PeakGear gold-data catalog.,2026-05-05T04:27:36,1219,234,110,23142,0.5,70,279,rising
280,10,twitter,GOLD-SIGNAL-280-280,Gold supplier feed shows active demand for Velocityworks Volleyball 280 in Team Sports with current retail price $145.57.,2026-05-05T00:00:00,2037,244,112,43977,0.15,88,280,viral
281,11,threads,GOLD-SIGNAL-281-281,Gold supplier feed shows active demand for Velocityworks Chalk Bag 281 in Climbing with current retail price $76.32. Product 281 remains part of the PeakGear gold-data catalog.,2026-05-04T18:49:12,1036,142,69,26064,0.2,77,281,rising
282,12,youtube,GOLD-SIGNAL-282-282,Gold supplier feed shows active demand for Hydrawave Hiking Boot 282 in Footwear with current retail price $265.94. Product 282 remains part of the PeakGear gold-data catalog.,2026-05-04T13:38:24,1542,240,121,42834,0.25,90,282,viral
283,13,instagram,GOLD-SIGNAL-283-283,Gold supplier feed shows active demand for Hydrawave Volleyball 283 in Team Sports with current retail price $264.19. Product 283 remains part of the PeakGear gold-data catalog.,2026-05-04T08:27:36,1581,275,143,48630,0.3,66,283,rising
284,14,tiktok,GOLD-SIGNAL-284-284,Gold supplier feed shows active demand for Canyonridge Carabiner Set 284 in Climbing with current retail price $32.58. Product 284 remains part of the PeakGear gold-data catalog.,2026-05-04T04:00:00,2151,412,118,72183,0.35,79,284,rising
285,15,twitter,GOLD-SIGNAL-285-285,Gold supplier feed shows active demand for Ironkinetic Outdoor Jacket 285 in Outdoor with current retail price $305.99. Product 285 remains part of the PeakGear gold-data catalog.,2026-05-03T22:49:12,432,51,28,16752,0.4,84,285,viral
286,16,threads,GOLD-SIGNAL-286-286,Gold supplier feed shows active demand for Peakgear Cycling Computer 286 in Fitness Devices with current retail price $280.07.,2026-05-03T17:38:24,384,52,30,16176,0.45,83,286,viral
287,17,youtube,GOLD-SIGNAL-287-287,Gold supplier feed shows active demand for Aerostride Cycling Jersey 287 in Cycling with current retail price $395.96. Product 287 remains part of the PeakGear gold-data catalog.,2026-05-03T12:27:36,675,105,61,29550,0.5,97,287,mega_viral
288,18,instagram,GOLD-SIGNAL-288-288,Gold supplier feed shows active demand for Velocityworks Volleyball 288 in Team Sports with current retail price $22.71.,2026-05-03T08:00:00,585,101,32,11730,0.15,68,288,rising
289,19,tiktok,GOLD-SIGNAL-289-289,Gold supplier feed shows active demand for Peakgear Camping Stove 289 in Camping Hiking with current retail price $459.03.,2026-05-03T02:49:12,932,178,62,20772,0.2,81,289,rising
290,20,twitter,GOLD-SIGNAL-290-290,Gold supplier feed shows active demand for Peakgear Smart Scale 290 in Fitness Devices with current retail price $229.2.,2026-05-02T21:38:24,1085,130,85,27240,0.25,89,290,viral
291,21,threads,GOLD-SIGNAL-291-291,Gold supplier feed shows active demand for Peakgear Trekking Poles 291 in Outdoor with current retail price $370.4. Product 291 remains part of the PeakGear gold-data catalog.,2026-05-02T16:27:36,4311,594,392,117597,0.3,99,291,mega_viral
292,22,youtube,GOLD-SIGNAL-292-292,Gold supplier feed shows active demand for Summitpulse Pickleball Paddle 292 in Racquet Sports with current retail price $276.36.,2026-05-02T12:00:00,949,148,52,29670,0.35,66,292,rising
293,23,instagram,GOLD-SIGNAL-293-293,Gold supplier feed shows active demand for Nordcrest Adjustable Dumbbells 293 in Strength Training with current retail price $18.75.,2026-05-02T06:49:12,1147,199,76,39051,0.4,74,293,rising
294,24,tiktok,GOLD-SIGNAL-294-294,Gold supplier feed shows active demand for Hydrawave Badminton Set 294 in Racquet Sports with current retail price $115.89.,2026-05-02T01:38:24,1361,261,107,50196,0.45,83,294,viral
295,25,twitter,GOLD-SIGNAL-295-295,Gold supplier feed shows active demand for Canyonridge Climbing Harness 295 in Climbing with current retail price $183.68.,2026-05-01T20:27:36,1349,161,122,53811,0.5,88,295,viral
296,26,threads,GOLD-SIGNAL-296-296,Gold supplier feed shows active demand for Peakgear Trail Runner 296 in Footwear with current retail price $148.93. Product 296 remains part of the PeakGear gold-data catalog.,2026-05-01T16:00:00,1316,181,72,56472,0.15,64,296,rising
297,27,youtube,GOLD-SIGNAL-297-297,Gold supplier feed shows active demand for Aerostride Adjustable Dumbbells 297 in Strength Training with current retail price $255.96.,2026-05-01T10:49:12,1628,253,109,30504,0.2,73,297,rising
298,28,instagram,GOLD-SIGNAL-298-298,Gold supplier feed shows active demand for Nordcrest Tennis Racket 298 in Racquet Sports with current retail price $305.51.,2026-05-01T05:38:24,1735,301,137,37635,0.25,99,298,mega_viral
299,29,tiktok,GOLD-SIGNAL-299-299,Gold supplier feed shows active demand for Trailforge Foam Roller 299 in Running with current retail price $17.88. Product 299 remains part of the PeakGear gold-data catalog.,2026-05-01T00:27:36,1038,199,94,26112,0.3,99,299,mega_viral
300,30,twitter,GOLD-SIGNAL-300-300,Gold supplier feed shows active demand for Hydrawave Cycling Jersey 300 in Cycling with current retail price $135.27. Product 300 remains part of the PeakGear gold-data catalog.,2026-04-30T20:00:00,500,60,27,14700,0.35,62,300,normal
301,1,threads,GOLD-SIGNAL-301-301,Gold supplier feed shows active demand for Ironkinetic Baseball Glove 301 in Team Sports with current retail price $199.92.,2026-04-30T14:49:12,439,60,29,14370,0.4,64,301,rising
302,2,youtube,GOLD-SIGNAL-302-302,Gold supplier feed shows active demand for Canyonridge Daypack 302 in Outdoor with current retail price $325.71. Product 302 remains part of the PeakGear gold-data catalog.,2026-04-30T09:38:24,657,102,51,22881,0.45,75,302,rising
303,3,instagram,GOLD-SIGNAL-303-303,Gold supplier feed shows active demand for Ironkinetic Outdoor Jacket 303 in Outdoor with current retail price $189.65. Product 303 remains part of the PeakGear gold-data catalog.,2026-05-07T04:27:36,1092,190,99,40512,0.5,90,303,viral
304,4,tiktok,GOLD-SIGNAL-304-304,Gold supplier feed shows active demand for Hydrawave Compression Shorts 304 in Activewear with current retail price $36.33.,2026-05-07T00:00:00,2191,420,120,86649,0.15,99,304,mega_viral
305,5,twitter,GOLD-SIGNAL-305-305,Gold supplier feed shows active demand for Summitpulse Thermal Gloves 305 in Winter Sports with current retail price $11.71.,2026-05-06T18:49:12,1155,138,77,49710,0.2,70,305,rising
306,6,threads,GOLD-SIGNAL-306-306,Gold supplier feed shows active demand for Peakgear Daypack 306 in Outdoor with current retail price $34.12. Product 306 remains part of the PeakGear gold-data catalog.,2026-05-06T13:38:24,1328,183,104,25104,0.25,78,306,rising
307,7,youtube,GOLD-SIGNAL-307-307,Gold supplier feed shows active demand for Peakgear Kettlebell 307 in Strength Training with current retail price $218.14.,2026-05-06T08:27:36,1050,163,95,23250,0.3,79,307,rising
308,8,instagram,GOLD-SIGNAL-308-308,Gold supplier feed shows active demand for Hydrawave Smart Scale 308 in Fitness Devices with current retail price $491.89.,2026-05-06T04:00:00,1472,256,80,36528,0.35,91,308,viral
309,9,tiktok,GOLD-SIGNAL-309-309,Gold supplier feed shows active demand for Peakgear Adjustable Dumbbells 309 in Strength Training with current retail price $415.47.,2026-05-05T22:49:12,1715,329,114,47505,0.4,70,309,rising
310,10,twitter,GOLD-SIGNAL-310-310,Gold supplier feed shows active demand for Nordcrest Base Layer Top 310 in Uncategorized with current retail price $30.04.,2026-05-05T17:38:24,267,32,21,9210,0.45,75,310,rising
311,11,threads,GOLD-SIGNAL-311-311,Gold supplier feed shows active demand for Summitpulse Bike Light Set 311 in Cycling with current retail price $76.76. Product 311 remains part of the PeakGear gold-data catalog.,2026-05-05T12:27:36,655,90,59,22815,0.5,97,311,mega_viral
312,12,youtube,GOLD-SIGNAL-312-312,Gold supplier feed shows active demand for Summitpulse Climbing Harness 312 in Uncategorized with current retail price $191.81.,2026-05-05T08:00:00,508,79,27,19488,0.15,90,312,viral
313,13,instagram,GOLD-SIGNAL-313-313,Gold supplier feed shows active demand for Canyonridge Compression Shorts 313 in Activewear with current retail price $49.84.,2026-05-05T02:49:12,652,113,43,26628,0.2,68,313,rising
314,14,tiktok,GOLD-SIGNAL-314-314,Gold supplier feed shows active demand for Peakgear Swim Goggles 314 in Water Sports with current retail price $104.9. Product 314 remains part of the PeakGear gold-data catalog.,2026-05-04T21:38:24,2529,485,199,107418,0.25,99,314,mega_viral
315,15,twitter,GOLD-SIGNAL-315-315,Gold supplier feed shows active demand for Summitpulse Tennis    Racket   315 in Racquet Sports with current retail price $94.67.,2026-05-04T16:27:36,588,70,53,11784,0.3,74,315,rising
316,16,threads,GOLD-SIGNAL-316-316,Gold supplier feed shows active demand for Aerostride Training Hoodie 316 in Activewear with current retail price $114.66.,2026-05-04T12:00:00,759,104,41,17139,0.35,83,316,viral
317,17,youtube,GOLD-SIGNAL-317-317,Gold supplier feed shows active demand for Peakgear Camping Stove 317 in Camping Hiking with current retail price $394.12.,2026-05-04T06:49:12,1197,186,80,29928,0.4,97,317,mega_viral
318,18,instagram,GOLD-SIGNAL-318-318,Gold supplier feed shows active demand for Velocityworks Weightlifting Gloves 318 in Strength Training with current retail price $49.93.,2026-05-04T01:38:24,1494,259,118,41538,0.45,77,318,rising
319,19,tiktok,GOLD-SIGNAL-319-319,Gold supplier feed shows active demand for Canyonridge Camping Stove 319 in Camping Hiking with current retail price $525.0.,2026-05-03T20:27:36,1314,252,119,40620,0.5,79,319,rising
320,20,twitter,GOLD-SIGNAL-320-320,Gold supplier feed shows active demand for Summitpulse Base Layer Top 320 in Activewear with current retail price $139.5.,2026-05-03T16:00:00,943,113,51,32319,0.15,79,320,rising
321,21,threads,GOLD-SIGNAL-321-321,Gold supplier feed shows active demand for Nordcrest Chalk Bag 321 in Climbing with current retail price $80.04. Product 321 remains part of the PeakGear gold-data catalog.,2026-05-03T10:49:12,994,137,66,36984,0.2,85,321,viral
322,22,youtube,GOLD-SIGNAL-322-322,Gold supplier feed shows active demand for Canyonridge Gps Fitness Watch 322 in Fitness Devices with current retail price $227.78.,2026-05-03T05:38:24,1566,244,123,62274,0.25,69,322,rising
323,23,instagram,GOLD-SIGNAL-323-323,Gold supplier feed shows active demand for Trailforge Heart Rate Strap 323 in Fitness Devices with current retail price $129.22.,2026-05-03T00:27:36,636,110,57,27912,0.3,99,323,mega_viral
324,24,tiktok,GOLD-SIGNAL-324-324,Gold supplier feed shows active demand for Trailforge Performance Tee 324 in Activewear with current retail price $113.49.,2026-05-02T20:00:00,437,83,24,9066,0.35,85,324,viral
325,25,twitter,GOLD-SIGNAL-325-325,Gold supplier feed shows active demand for Nordcrest Adjustable Dumbbells 325 in Strength Training with current retail price $111.94.,2026-05-02T14:49:12,1541,184,103,33561,0.4,99,325,mega_viral
326,26,threads,GOLD-SIGNAL-326-326,Gold supplier feed shows active demand for Trailforge Training Hoodie 326 in Activewear with current retail price $162.85.,2026-05-02T09:38:24,522,72,41,13728,0.45,64,326,rising
327,27,youtube,GOLD-SIGNAL-327-327,Gold supplier feed shows active demand for Nordcrest Tent 327 in Camping Hiking with current retail price $378.42. Product 327 remains part of the PeakGear gold-data catalog.,2026-05-02T04:27:36,702,109,63,20154,0.5,73,327,rising
328,28,instagram,GOLD-SIGNAL-328-328,Gold supplier feed shows active demand for Peakgear Compression Shorts 328 in Activewear with current retail price $114.92.,2026-05-02T00:00:00,1359,236,74,41970,0.15,94,328,mega_viral
329,29,tiktok,GOLD-SIGNAL-329-329,Gold supplier feed shows active demand for Nordcrest Resistance Band Set 329 in Strength Training with current retail price $113.12.,2026-05-01T18:49:12,821,157,55,28293,0.2,85,329,viral
330,30,twitter,GOLD-SIGNAL-330-330,Gold supplier feed shows active demand for Peakgear Dry Bag 330 in Water Sports with current retail price $199.0. Product 330 remains part of the PeakGear gold-data catalog.,2026-05-01T13:38:24,1312,157,103,48432,0.25,70,330,rising
331,1,threads,GOLD-SIGNAL-331-331,Gold supplier feed shows active demand for Peakgear Trekking Poles 331 in Outdoor with current retail price $426.41. Product 331 remains part of the PeakGear gold-data catalog.,2026-05-01T08:27:36,1236,170,112,49404,0.3,73,331,rising
332,2,youtube,GOLD-SIGNAL-332-332,Gold supplier feed shows active demand for Aerostride Baseball Glove 332 in Team Sports with current retail price $264.3.,2026-05-01T04:00:00,1549,241,85,66258,0.35,84,332,viral
333,3,instagram,GOLD-SIGNAL-333-333,Gold supplier feed shows active demand for Peakgear Heart Rate Strap 333 in Fitness Devices with current retail price $74.38.,2026-04-30T22:49:12,1451,252,97,27318,0.4,87,333,viral
334,4,tiktok,GOLD-SIGNAL-334-334,Gold supplier feed shows active demand for Ironkinetic Adjustable Dumbbells 334 in Strength Training with current retail price $55.25.,2026-04-30T17:38:24,1069,205,84,23649,0.45,87,334,viral
335,5,twitter,GOLD-SIGNAL-335-335,Gold supplier feed shows active demand for Hydrawave Volleyball 335 in Team Sports with current retail price $328.06. Product 335 remains part of the PeakGear gold-data catalog.,2026-04-30T12:27:36,1921,230,174,47304,0.5,74,335,rising
336,6,threads,GOLD-SIGNAL-336-336,Gold supplier feed shows active demand for Trailforge Repair Kit 336 in Cycling with current retail price $94.0. Product 336 remains part of the PeakGear gold-data catalog.,2026-05-07T08:00:00,281,38,15,8787,0.15,76,336,rising
337,7,youtube,GOLD-SIGNAL-337-337,Gold supplier feed shows active demand for Aerostride Heart Rate Strap 337 in Fitness Devices with current retail price $95.51.,2026-05-07T02:49:12,513,80,34,16590,0.2,90,337,viral
338,8,instagram,GOLD-SIGNAL-338-338,Gold supplier feed shows active demand for Nordcrest Trail Runner 338 in Footwear with current retail price $39.67. Product 338 remains part of the PeakGear gold-data catalog.,2026-05-06T21:38:24,618,107,48,21594,0.25,95,338,mega_viral
339,9,tiktok,GOLD-SIGNAL-339-339,Gold supplier feed shows active demand for Aerostride Soccer Ball 339 in Uncategorized with current retail price $189.44.,2026-05-06T16:27:36,2363,453,215,86268,0.3,99,339,mega_viral
340,10,twitter,GOLD-SIGNAL-340-340,Gold supplier feed shows active demand for Trailforge Soccer Ball 340 in Team Sports with current retail price $107.42. Product 340 remains part of the PeakGear gold-data catalog.,2026-05-06T12:00:00,516,61,28,21324,0.35,69,340,rising
341,11,threads,GOLD-SIGNAL-341-341,Gold supplier feed shows active demand for Peakgear Repair Kit 341 in Cycling with current retail price $184.46. Product 341 remains part of the PeakGear gold-data catalog.,2026-05-06T06:49:12,723,99,48,31566,0.4,79,341,rising
342,12,youtube,GOLD-SIGNAL-342-342,Gold supplier feed shows active demand for Hydrawave Reflective Vest 342 in Running with current retail price $316.09. Product 342 remains part of the PeakGear gold-data catalog.,2026-05-06T01:38:24,1011,157,79,19398,0.45,90,342,viral
343,13,instagram,GOLD-SIGNAL-343-343,Gold supplier feed shows active demand for Ironkinetic Badminton Set 343 in Racquet Sports with current retail price $360.65.,2026-05-05T20:27:36,1116,194,101,24636,0.5,67,343,rising
344,14,tiktok,GOLD-SIGNAL-344-344,Gold supplier feed shows active demand for Velocityworks Hydration Belt 344 in Running with current retail price $132.89.,2026-05-05T16:00:00,1093,209,60,27432,0.15,72,344,rising
345,15,twitter,GOLD-SIGNAL-345-345,Gold supplier feed shows active demand for Nordcrest Soccer Ball 345 in Team Sports with current retail price $462.19. Product 345 remains part of the PeakGear gold-data catalog.,2026-05-05T10:49:12,1219,146,81,34113,0.2,79,345,rising
346,16,threads,GOLD-SIGNAL-346-346,Gold supplier feed shows active demand for Ironkinetic Cross-Training    Shoe 346 in Footwear with current retail price $256.37.,2026-05-05T05:38:24,1490,205,117,45900,0.25,89,346,viral
347,17,youtube,GOLD-SIGNAL-347-347,Gold supplier feed shows active demand for Peakgear Reflective Vest 347 in Running with current retail price $62.4. Product 347 remains part of the PeakGear gold-data catalog.,2026-05-05T00:27:36,2875,448,261,96075,0.3,99,347,mega_viral
348,18,instagram,GOLD-SIGNAL-348-348,Gold supplier feed shows active demand for Velocityworks Compression Shorts 348 in Activewear with current retail price $57.74.,2026-05-04T20:00:00,1308,227,71,48288,0.35,67,348,rising
349,19,tiktok,GOLD-SIGNAL-349-349,Gold supplier feed shows active demand for Canyonridge Badminton Set 349 in Racquet Sports with current retail price $260.62.,2026-05-04T14:49:12,214,41,14,9546,0.4,72,349,rising
350,20,twitter,GOLD-SIGNAL-350-350,Gold supplier feed shows active demand for Nordcrest Gps Fitness Watch 350 in Fitness Devices with current retail price $259.16.,2026-05-04T09:38:24,387,46,30,17454,0.45,84,350,viral
351,21,threads,GOLD-SIGNAL-351-351,Gold supplier feed shows active demand for Aerostride Volleyball 351 in Team Sports with current retail price $319.42. Product 351 remains part of the PeakGear gold-data catalog.,2026-05-04T04:27:36,653,90,59,12954,0.5,97,351,mega_viral
352,22,youtube,GOLD-SIGNAL-352-352,Gold supplier feed shows active demand for Aerostride Hydration Belt 352 in Running with current retail price $252.44. Product 352 remains part of the PeakGear gold-data catalog.,2026-05-04T00:00:00,1287,200,70,28227,0.15,90,352,viral
353,23,instagram,GOLD-SIGNAL-353-353,Gold supplier feed shows active demand for Peakgear Outdoor Jacket 353 in Outdoor with current retail price $345.94. Product 353 remains part of the PeakGear gold-data catalog.,2026-05-03T18:49:12,653,113,43,16872,0.2,74,353,rising
354,24,tiktok,GOLD-SIGNAL-354-354,Gold supplier feed shows active demand for Trailforge Carabiner Set 354 in Climbing with current retail price $78.72. Product 354 remains part of the PeakGear gold-data catalog.,2026-05-03T13:38:24,773,148,61,22071,0.25,81,354,rising
355,25,twitter,GOLD-SIGNAL-355-355,Gold supplier feed shows active demand for Canyonridge Trekking Poles 355 in Outdoor with current retail price $314.84. Product 355 remains part of the PeakGear gold-data catalog.,2026-05-03T08:27:36,745,89,67,23550,0.3,85,355,viral
356,26,threads,GOLD-SIGNAL-356-356,Gold supplier feed shows active demand for Nordcrest Camping Stove 356 in Camping Hiking with current retail price $267.65.,2026-05-03T04:00:00,1187,163,65,40371,0.35,69,356,rising
357,27,youtube,GOLD-SIGNAL-357-357,Gold supplier feed shows active demand for Ironkinetic Tennis Racket 357 in Racquet Sports with current retail price $207.92.,2026-05-02T22:49:12,1427,222,95,52572,0.4,78,357,rising
358,28,instagram,GOLD-SIGNAL-358-358,Gold supplier feed shows active demand for Trailforge Hiking Boot 358 in Footwear with current retail price $188.26. Product 358 remains part of the PeakGear gold-data catalog.,2026-05-02T17:38:24,1309,227,103,52251,0.45,81,358,rising
