product_id,gold_product_id,product_sk,source_product_id,brand_id,sku,product_name,description,category,subcategory,unit_price,unit_cost,weight_kg,launch_date,tags
251,251,67,251,2,SKU-100251,Trailforge Sleeping Bag 251,Gold catalog product 251 sourced from NetSuite in the Camping Hiking category.,Camping Hiking,NetSuite,558.01,300.0,0.9,2026-03-29,"gold-data,camping-hiking,NetSuite"
252,252,68,252,3,SKU-100252,Hydrawave Hydration Belt 252,Gold catalog product 252 sourced from NetSuite in the Running category.,Running,NetSuite,449.04,217.96,0.95,2026-03-29,"gold-data,running,NetSuite"
253,253,69,253,1,SKU-100253,Velocityworks Resistance Band Set 253,Gold catalog product 253 sourced from NetSuite in the Strength Training category.,Strength Training,NetSuite,189.07,89.19,1.0,2026-03-29,"gold-data,strength-training,NetSuite"
254,254,70,254,7,SKU-100254,Peakgear Running Socks 254,Gold catalog product 254 sourced from NetSuite in the Running category.,Running,NetSuite,12.49,7.76,1.05,2026-03-29,"gold-data,running,NetSuite"
255,255,71,255,2,SKU-100255,Trailforge Headlamp 255,Gold catalog product 255 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,50.21,30.53,1.1,2026-03-29,"gold-data,outdoor,NetSuite"
256,256,72,256,8,SKU-100256,Nordcrest Outdoor Jacket 256,Gold catalog product 256 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,225.05,141.73,1.15,2026-03-29,"gold-data,outdoor,NetSuite"
257,257,73,257,6,SKU-100257,Summitpulse  Performance Tee 257,Gold catalog product 257 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,73.53,45.59,1.2,2026-03-29,"gold-data,activewear,NetSuite"
258,258,74,258,8,SKU-100258,Nordcrest Chalk Bag 258,Gold catalog product 258 sourced from NetSuite in the Climbing category.,Climbing,NetSuite,120.18,90.53,1.25,2026-03-29,"gold-data,climbing,NetSuite"
259,259,75,259,6,SKU-100259,Summitpulse Weightlifting Gloves 259,Gold catalog product 259 sourced from NetSuite in the Strength Training category.,Strength Training,NetSuite,280.8,197.58,1.3,2026-03-29,"gold-data,strength-training,NetSuite"
260,260,76,260,8,SKU-100260,Nordcrest Helmet 260,Gold catalog product 260 sourced from NetSuite in the Cycling category.,Cycling,NetSuite,431.64,203.28,1.35,2026-03-29,"gold-data,cycling,NetSuite"
261,261,77,261,2,SKU-100261,Trailforge Adjustable Dumbbells 261,Gold catalog product 261 sourced from NetSuite in the Uncategorized category.,Uncategorized,NetSuite,222.43,131.35,1.4,2026-03-29,"gold-data,uncategorized,NetSuite"
262,262,78,262,1,SKU-100262,Velocityworks Camping Stove 262,Gold catalog product 262 sourced from NetSuite in the Camping Hiking category.,Camping Hiking,NetSuite,628.61,348.51,1.45,2026-03-29,"gold-data,camping-hiking,NetSuite"
263,263,79,263,7,SKU-100263,Peakgear Soccer Ball 263,Gold catalog product 263 sourced from NetSuite in the Team Sports category.,Team Sports,NetSuite,264.81,169.79,1.5,2026-03-29,"gold-data,team-sports,NetSuite"
264,264,80,264,1,SKU-100264,Velocityworks Headlamp 264,Gold catalog product 264 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,337.41,204.23,1.55,2026-03-29,"gold-data,outdoor,NetSuite"
265,265,81,265,2,SKU-100265,Trailforge Training Hoodie 265,Gold catalog product 265 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,59.21,34.55,1.6,2026-03-29,"gold-data,activewear,NetSuite"
266,266,82,266,4,SKU-100266,Ironkinetic Bike Light Set 266,Gold catalog product 266 sourced from NetSuite in the Cycling category.,Cycling,NetSuite,78.47,49.49,1.65,2026-03-29,"gold-data,cycling,NetSuite"
267,267,83,267,3,SKU-100267,Hydrawave Reflective Vest 267,Gold catalog product 267 sourced from NetSuite in the Running category.,Running,NetSuite,354.98,174.08,1.7,2026-03-29,"gold-data,running,NetSuite"
268,268,84,268,3,SKU-100268,Hydrawave Running Shoe 268,Gold catalog product 268 sourced from NetSuite in the Footwear category.,Footwear,NetSuite,139.52,85.19,1.75,2026-03-29,"gold-data,footwear,NetSuite"
269,269,85,269,3,SKU-100269,Hydrawave Heart Rate Strap 269,Gold catalog product 269 sourced from NetSuite in the Fitness Devices category.,Fitness Devices,NetSuite,51.88,35.16,1.8,2026-03-29,"gold-data,fitness-devices,NetSuite"
270,270,86,270,7,SKU-100270,Peakgear Daypack 270,Gold catalog product 270 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,526.9,346.33,1.85,2026-03-29,"gold-data,outdoor,NetSuite"
271,271,87,271,3,SKU-100271,Hydrawave Running Shoe 271,Gold catalog product 271 sourced from NetSuite in the Footwear category.,Footwear,NetSuite,197.16,104.24,1.9,2026-03-29,"gold-data,footwear,NetSuite"
272,272,88,272,3,SKU-100272,Hydrawave Volleyball 272,Gold catalog product 272 sourced from NetSuite in the Team Sports category.,Team Sports,NetSuite,92.8,43.82,1.95,2026-03-29,"gold-data,team-sports,NetSuite"
273,273,89,273,2,SKU-100273,Trailforge Running Shoe 273,Gold catalog product 273 sourced from NetSuite in the Footwear category.,Footwear,NetSuite,182.46,106.03,2.0,2026-03-29,"gold-data,footwear,NetSuite"
274,274,90,274,8,SKU-100274,Nordcrest Outdoor Jacket 274,Gold catalog product 274 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,229.96,122.54,2.05,2026-03-29,"gold-data,outdoor,NetSuite"
275,275,91,275,9,SKU-100275,Aerostride Daypack 275,Gold catalog product 275 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,20.02,12.77,2.1,2026-03-29,"gold-data,outdoor,NetSuite"
276,276,92,276,3,SKU-100276,Hydrawave Running Shoe 276,Gold catalog product 276 sourced from NetSuite in the Footwear category.,Footwear,NetSuite,37.0,19.12,2.15,2026-03-29,"gold-data,footwear,NetSuite"
277,277,93,277,2,SKU-100277,Trailforge    Performance  Tee  277,Gold catalog product 277 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,126.86,71.26,2.2,2026-03-29,"gold-data,activewear,NetSuite"
278,278,94,278,9,SKU-100278,Aerostride Running Socks 278,Gold catalog product 278 sourced from NetSuite in the Running category.,Running,NetSuite,184.2,113.27,2.25,2026-03-29,"gold-data,running,NetSuite"
279,279,95,279,6,SKU-100279,Summitpulse Wetsuit 279,Gold catalog product 279 sourced from NetSuite in the Water Sports category.,Water Sports,NetSuite,104.59,72.13,2.3,2026-03-29,"gold-data,water-sports,NetSuite"
280,280,96,280,1,SKU-100280,Velocityworks Volleyball 280,Gold catalog product 280 sourced from NetSuite in the Team Sports category.,Team Sports,NetSuite,145.57,82.51,2.35,2026-03-29,"gold-data,team-sports,NetSuite"
281,281,97,281,1,SKU-100281,Velocityworks Chalk Bag 281,Gold catalog product 281 sourced from NetSuite in the Climbing category.,Climbing,NetSuite,76.32,41.99,2.4,2026-03-29,"gold-data,climbing,NetSuite"
282,282,98,282,3,SKU-100282,Hydrawave Hiking Boot 282,Gold catalog product 282 sourced from NetSuite in the Footwear category.,Footwear,NetSuite,265.94,134.14,2.45,2026-03-29,"gold-data,footwear,NetSuite"
283,283,99,283,3,SKU-100283,Hydrawave Volleyball 283,Gold catalog product 283 sourced from NetSuite in the Team Sports category.,Team Sports,NetSuite,264.19,133.59,2.5,2026-03-29,"gold-data,team-sports,NetSuite"
284,284,100,284,5,SKU-100284,Canyonridge Carabiner Set 284,Gold catalog product 284 sourced from NetSuite in the Climbing category.,Climbing,NetSuite,32.58,21.51,2.55,2026-03-29,"gold-data,climbing,NetSuite"
285,285,101,285,4,SKU-100285,Ironkinetic Outdoor Jacket 285,Gold catalog product 285 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,305.99,215.72,2.6,2026-03-29,"gold-data,outdoor,NetSuite"
286,286,102,286,7,SKU-100286,Peakgear Cycling Computer 286,Gold catalog product 286 sourced from NetSuite in the Fitness Devices category.,Fitness Devices,NetSuite,280.07,216.74,2.65,2026-03-29,"gold-data,fitness-devices,NetSuite"
287,287,103,287,9,SKU-100287,Aerostride Cycling Jersey 287,Gold catalog product 287 sourced from NetSuite in the Cycling category.,Cycling,NetSuite,395.96,203.91,2.7,2026-03-29,"gold-data,cycling,NetSuite"
288,288,104,288,1,SKU-100288,Velocityworks Volleyball 288,Gold catalog product 288 sourced from NetSuite in the Team Sports category.,Team Sports,NetSuite,22.71,15.72,2.75,2026-03-29,"gold-data,team-sports,NetSuite"
289,289,105,289,7,SKU-100289,Peakgear Camping Stove 289,Gold catalog product 289 sourced from NetSuite in the Camping Hiking category.,Camping Hiking,NetSuite,459.03,264.98,2.8,2026-03-29,"gold-data,camping-hiking,NetSuite"
290,290,106,290,7,SKU-100290,Peakgear Smart Scale 290,Gold catalog product 290 sourced from NetSuite in the Fitness Devices category.,Fitness Devices,NetSuite,229.2,165.41,2.85,2026-03-29,"gold-data,fitness-devices,NetSuite"
291,291,107,291,7,SKU-100291,Peakgear Trekking Poles 291,Gold catalog product 291 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,370.4,253.07,2.9,2026-03-29,"gold-data,outdoor,NetSuite"
292,292,108,292,6,SKU-100292,Summitpulse Pickleball Paddle 292,Gold catalog product 292 sourced from NetSuite in the Racquet Sports category.,Racquet Sports,NetSuite,276.36,172.71,2.95,2026-03-29,"gold-data,racquet-sports,NetSuite"
293,293,109,293,8,SKU-100293,Nordcrest Adjustable Dumbbells 293,Gold catalog product 293 sourced from NetSuite in the Strength Training category.,Strength Training,NetSuite,18.75,9.88,3.0,2026-03-29,"gold-data,strength-training,NetSuite"
294,294,110,294,3,SKU-100294,Hydrawave Badminton Set 294,Gold catalog product 294 sourced from NetSuite in the Racquet Sports category.,Racquet Sports,NetSuite,115.89,69.34,3.05,2026-03-29,"gold-data,racquet-sports,NetSuite"
295,295,111,295,5,SKU-100295,Canyonridge Climbing Harness 295,Gold catalog product 295 sourced from NetSuite in the Climbing category.,Climbing,NetSuite,183.68,112.95,3.1,2026-03-29,"gold-data,climbing,NetSuite"
296,296,112,296,7,SKU-100296,Peakgear Trail Runner 296,Gold catalog product 296 sourced from NetSuite in the Footwear category.,Footwear,NetSuite,148.93,94.83,3.15,2026-03-29,"gold-data,footwear,NetSuite"
297,297,113,297,9,SKU-100297,Aerostride Adjustable Dumbbells 297,Gold catalog product 297 sourced from NetSuite in the Strength Training category.,Strength Training,NetSuite,255.96,159.54,3.2,2026-03-29,"gold-data,strength-training,NetSuite"
298,298,114,298,8,SKU-100298,Nordcrest Tennis Racket 298,Gold catalog product 298 sourced from NetSuite in the Racquet Sports category.,Racquet Sports,NetSuite,305.51,157.94,3.25,2026-03-29,"gold-data,racquet-sports,NetSuite"
299,299,115,299,2,SKU-100299,Trailforge Foam Roller 299,Gold catalog product 299 sourced from NetSuite in the Running category.,Running,NetSuite,17.88,10.74,3.3,2026-03-29,"gold-data,running,NetSuite"
300,300,116,300,3,SKU-100300,Hydrawave Cycling Jersey 300,Gold catalog product 300 sourced from NetSuite in the Cycling category.,Cycling,NetSuite,135.27,72.6,3.35,2026-03-29,"gold-data,cycling,NetSuite"
301,301,117,301,4,SKU-100301,Ironkinetic Baseball Glove 301,Gold catalog product 301 sourced from NetSuite in the Team Sports category.,Team Sports,NetSuite,199.92,96.78,3.4,2026-03-29,"gold-data,team-sports,NetSuite"
302,302,118,302,5,SKU-100302,Canyonridge Daypack 302,Gold catalog product 302 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,325.71,179.39,3.45,2026-03-29,"gold-data,outdoor,NetSuite"
303,303,119,303,4,SKU-100303,Ironkinetic Outdoor Jacket 303,Gold catalog product 303 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,189.65,135.48,3.5,2026-03-29,"gold-data,outdoor,NetSuite"
304,304,120,304,3,SKU-100304,Hydrawave Compression Shorts 304,Gold catalog product 304 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,36.33,14.95,3.55,2026-03-29,"gold-data,activewear,NetSuite"
305,305,121,305,6,SKU-100305,Summitpulse Thermal Gloves 305,Gold catalog product 305 sourced from NetSuite in the Winter Sports category.,Winter Sports,NetSuite,11.71,9.08,3.6,2026-03-29,"gold-data,winter-sports,NetSuite"
306,306,122,306,7,SKU-100306,Peakgear Daypack 306,Gold catalog product 306 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,34.12,26.81,3.65,2026-03-29,"gold-data,outdoor,NetSuite"
307,307,123,307,7,SKU-100307,Peakgear Kettlebell 307,Gold catalog product 307 sourced from NetSuite in the Strength Training category.,Strength Training,NetSuite,218.14,124.75,3.7,2026-03-29,"gold-data,strength-training,NetSuite"
308,308,124,308,3,SKU-100308,Hydrawave Smart Scale 308,Gold catalog product 308 sourced from NetSuite in the Fitness Devices category.,Fitness Devices,NetSuite,491.89,402.18,3.75,2026-03-29,"gold-data,fitness-devices,NetSuite"
309,309,125,309,7,SKU-100309,Peakgear Adjustable Dumbbells 309,Gold catalog product 309 sourced from NetSuite in the Strength Training category.,Strength Training,NetSuite,415.47,213.56,3.8,2026-03-29,"gold-data,strength-training,NetSuite"
310,310,126,310,8,SKU-100310,Nordcrest Base Layer Top 310,Gold catalog product 310 sourced from NetSuite in the Uncategorized category.,Uncategorized,NetSuite,30.04,14.26,3.85,2026-03-29,"gold-data,uncategorized,NetSuite"
311,311,127,311,6,SKU-100311,Summitpulse Bike Light Set 311,Gold catalog product 311 sourced from NetSuite in the Cycling category.,Cycling,NetSuite,76.76,51.17,3.9,2026-03-29,"gold-data,cycling,NetSuite"
312,312,128,312,6,SKU-100312,Summitpulse Climbing Harness 312,Gold catalog product 312 sourced from NetSuite in the Uncategorized category.,Uncategorized,NetSuite,191.81,95.79,3.95,2026-03-29,"gold-data,uncategorized,NetSuite"
313,313,129,313,5,SKU-100313,Canyonridge Compression Shorts 313,Gold catalog product 313 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,49.84,21.93,4.0,2026-03-29,"gold-data,activewear,NetSuite"
314,314,130,314,7,SKU-100314,Peakgear Swim Goggles 314,Gold catalog product 314 sourced from NetSuite in the Water Sports category.,Water Sports,NetSuite,104.9,54.22,4.05,2026-03-29,"gold-data,water-sports,NetSuite"
315,315,131,315,6,SKU-100315,Summitpulse Tennis    Racket   315,Gold catalog product 315 sourced from NetSuite in the Racquet Sports category.,Racquet Sports,NetSuite,94.67,47.71,4.1,2026-03-29,"gold-data,racquet-sports,NetSuite"
316,316,132,316,9,SKU-100316,Aerostride Training Hoodie 316,Gold catalog product 316 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,114.66,55.27,4.15,2026-03-29,"gold-data,activewear,NetSuite"
317,317,133,317,7,SKU-100317,Peakgear Camping Stove 317,Gold catalog product 317 sourced from NetSuite in the Camping Hiking category.,Camping Hiking,NetSuite,394.12,269.62,4.2,2026-03-29,"gold-data,camping-hiking,NetSuite"
318,318,134,318,1,SKU-100318,Velocityworks Weightlifting Gloves 318,Gold catalog product 318 sourced from NetSuite in the Strength Training category.,Strength Training,NetSuite,49.93,23.31,4.25,2026-03-29,"gold-data,strength-training,NetSuite"
319,319,135,319,5,SKU-100319,Canyonridge Camping Stove 319,Gold catalog product 319 sourced from NetSuite in the Camping Hiking category.,Camping Hiking,NetSuite,525.0,319.5,4.3,2026-03-29,"gold-data,camping-hiking,NetSuite"
320,320,136,320,6,SKU-100320,Summitpulse Base Layer Top 320,Gold catalog product 320 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,139.5,67.1,0.35,2026-03-29,"gold-data,activewear,NetSuite"
321,321,137,321,8,SKU-100321,Nordcrest Chalk Bag 321,Gold catalog product 321 sourced from NetSuite in the Climbing category.,Climbing,NetSuite,80.04,50.29,0.4,2026-03-29,"gold-data,climbing,NetSuite"
322,322,138,322,5,SKU-100322,Canyonridge Gps Fitness Watch 322,Gold catalog product 322 sourced from NetSuite in the Fitness Devices category.,Fitness Devices,NetSuite,227.78,179.22,0.45,2026-03-29,"gold-data,fitness-devices,NetSuite"
323,323,139,323,2,SKU-100323,Trailforge Heart Rate Strap 323,Gold catalog product 323 sourced from NetSuite in the Fitness Devices category.,Fitness Devices,NetSuite,129.22,91.78,0.5,2026-03-29,"gold-data,fitness-devices,NetSuite"
324,324,140,324,2,SKU-100324,Trailforge Performance Tee 324,Gold catalog product 324 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,113.49,62.07,0.55,2026-03-29,"gold-data,activewear,NetSuite"
325,325,141,325,8,SKU-100325,Nordcrest Adjustable Dumbbells 325,Gold catalog product 325 sourced from NetSuite in the Strength Training category.,Strength Training,NetSuite,111.94,63.89,0.6,2026-03-29,"gold-data,strength-training,NetSuite"
326,326,142,326,2,SKU-100326,Trailforge Training Hoodie 326,Gold catalog product 326 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,162.85,67.16,0.65,2026-03-29,"gold-data,activewear,NetSuite"
327,327,143,327,8,SKU-100327,Nordcrest Tent 327,Gold catalog product 327 sourced from NetSuite in the Camping Hiking category.,Camping Hiking,NetSuite,378.42,242.31,0.7,2026-03-29,"gold-data,camping-hiking,NetSuite"
328,328,144,328,7,SKU-100328,Peakgear Compression Shorts 328,Gold catalog product 328 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,114.92,50.81,0.75,2026-03-29,"gold-data,activewear,NetSuite"
329,329,145,329,8,SKU-100329,Nordcrest Resistance Band Set 329,Gold catalog product 329 sourced from NetSuite in the Strength Training category.,Strength Training,NetSuite,113.12,77.89,0.8,2026-03-29,"gold-data,strength-training,NetSuite"
330,330,146,330,7,SKU-100330,Peakgear Dry Bag 330,Gold catalog product 330 sourced from NetSuite in the Water Sports category.,Water Sports,NetSuite,199.0,106.46,0.85,2026-03-29,"gold-data,water-sports,NetSuite"
331,331,147,331,7,SKU-100331,Peakgear Trekking Poles 331,Gold catalog product 331 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,426.41,294.51,0.9,2026-03-29,"gold-data,outdoor,NetSuite"
332,332,148,332,9,SKU-100332,Aerostride Baseball Glove 332,Gold catalog product 332 sourced from NetSuite in the Team Sports category.,Team Sports,NetSuite,264.3,170.85,0.95,2026-03-29,"gold-data,team-sports,NetSuite"
333,333,149,333,7,SKU-100333,Peakgear Heart Rate Strap 333,Gold catalog product 333 sourced from NetSuite in the Fitness Devices category.,Fitness Devices,NetSuite,74.38,61.77,1.0,2026-03-29,"gold-data,fitness-devices,NetSuite"
334,334,150,334,4,SKU-100334,Ironkinetic Adjustable Dumbbells 334,Gold catalog product 334 sourced from NetSuite in the Strength Training category.,Strength Training,NetSuite,55.25,39.07,1.05,2026-03-29,"gold-data,strength-training,NetSuite"
335,335,151,335,3,SKU-100335,Hydrawave Volleyball 335,Gold catalog product 335 sourced from NetSuite in the Team Sports category.,Team Sports,NetSuite,328.06,190.35,1.1,2026-03-29,"gold-data,team-sports,NetSuite"
336,336,152,336,2,SKU-100336,Trailforge Repair Kit 336,Gold catalog product 336 sourced from NetSuite in the Cycling category.,Cycling,NetSuite,94.0,46.22,1.15,2026-03-29,"gold-data,cycling,NetSuite"
337,337,153,337,9,SKU-100337,Aerostride Heart Rate Strap 337,Gold catalog product 337 sourced from NetSuite in the Fitness Devices category.,Fitness Devices,NetSuite,95.51,77.44,1.2,2026-03-29,"gold-data,fitness-devices,NetSuite"
338,338,154,338,8,SKU-100338,Nordcrest Trail Runner 338,Gold catalog product 338 sourced from NetSuite in the Footwear category.,Footwear,NetSuite,39.67,24.01,1.25,2026-03-29,"gold-data,footwear,NetSuite"
339,339,155,339,9,SKU-100339,Aerostride Soccer Ball 339,Gold catalog product 339 sourced from NetSuite in the Uncategorized category.,Uncategorized,NetSuite,189.44,99.31,1.3,2026-03-29,"gold-data,uncategorized,NetSuite"
340,340,156,340,2,SKU-100340,Trailforge Soccer Ball 340,Gold catalog product 340 sourced from NetSuite in the Team Sports category.,Team Sports,NetSuite,107.42,51.0,1.35,2026-03-29,"gold-data,team-sports,NetSuite"
341,341,157,341,7,SKU-100341,Peakgear Repair Kit 341,Gold catalog product 341 sourced from NetSuite in the Cycling category.,Cycling,NetSuite,184.46,111.99,1.4,2026-03-29,"gold-data,cycling,NetSuite"
342,342,158,342,3,SKU-100342,Hydrawave Reflective Vest 342,Gold catalog product 342 sourced from NetSuite in the Running category.,Running,NetSuite,316.09,147.48,1.45,2026-03-29,"gold-data,running,NetSuite"
343,343,159,343,4,SKU-100343,Ironkinetic Badminton Set 343,Gold catalog product 343 sourced from NetSuite in the Racquet Sports category.,Racquet Sports,NetSuite,360.65,196.33,1.5,2026-03-29,"gold-data,racquet-sports,NetSuite"
344,344,160,344,1,SKU-100344,Velocityworks Hydration Belt 344,Gold catalog product 344 sourced from NetSuite in the Running category.,Running,NetSuite,132.89,60.61,1.55,2026-03-29,"gold-data,running,NetSuite"
345,345,161,345,8,SKU-100345,Nordcrest Soccer Ball 345,Gold catalog product 345 sourced from NetSuite in the Team Sports category.,Team Sports,NetSuite,462.19,217.79,1.6,2026-03-29,"gold-data,team-sports,NetSuite"
346,346,162,346,4,SKU-100346,Ironkinetic Cross-Training    Shoe 346,Gold catalog product 346 sourced from NetSuite in the Footwear category.,Footwear,NetSuite,256.37,124.06,1.65,2026-03-29,"gold-data,footwear,NetSuite"
347,347,163,347,7,SKU-100347,Peakgear Reflective Vest 347,Gold catalog product 347 sourced from NetSuite in the Running category.,Running,NetSuite,62.4,39.07,1.7,2026-03-29,"gold-data,running,NetSuite"
348,348,164,348,1,SKU-100348,Velocityworks Compression Shorts 348,Gold catalog product 348 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,57.74,25.2,1.75,2026-03-29,"gold-data,activewear,NetSuite"
349,349,165,349,5,SKU-100349,Canyonridge Badminton Set 349,Gold catalog product 349 sourced from NetSuite in the Racquet Sports category.,Racquet Sports,NetSuite,260.62,135.45,1.8,2026-03-29,"gold-data,racquet-sports,NetSuite"
350,350,166,350,8,SKU-100350,Nordcrest Gps Fitness Watch 350,Gold catalog product 350 sourced from NetSuite in the Fitness Devices category.,Fitness Devices,NetSuite,259.16,190.71,1.85,2026-03-29,"gold-data,fitness-devices,NetSuite"
351,351,167,351,9,SKU-100351,Aerostride Volleyball 351,Gold catalog product 351 sourced from NetSuite in the Team Sports category.,Team Sports,NetSuite,319.42,216.18,1.9,2026-03-29,"gold-data,team-sports,NetSuite"
352,352,168,352,9,SKU-100352,Aerostride Hydration Belt 352,Gold catalog product 352 sourced from NetSuite in the Running category.,Running,NetSuite,252.44,161.77,1.95,2026-03-29,"gold-data,running,NetSuite"
353,353,169,353,7,SKU-100353,Peakgear Outdoor Jacket 353,Gold catalog product 353 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,345.94,202.93,2.0,2026-03-29,"gold-data,outdoor,NetSuite"
354,354,170,354,2,SKU-100354,Trailforge Carabiner Set 354,Gold catalog product 354 sourced from NetSuite in the Climbing category.,Climbing,NetSuite,78.72,48.93,2.05,2026-03-29,"gold-data,climbing,NetSuite"
355,355,171,355,5,SKU-100355,Canyonridge Trekking Poles 355,Gold catalog product 355 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,314.84,210.94,2.1,2026-03-29,"gold-data,outdoor,NetSuite"
356,356,172,356,8,SKU-100356,Nordcrest Camping Stove 356,Gold catalog product 356 sourced from NetSuite in the Camping Hiking category.,Camping Hiking,NetSuite,267.65,157.72,2.15,2026-03-29,"gold-data,camping-hiking,NetSuite"
357,357,173,357,4,SKU-100357,Ironkinetic Tennis Racket 357,Gold catalog product 357 sourced from NetSuite in the Racquet Sports category.,Racquet Sports,NetSuite,207.92,99.44,2.2,2026-03-29,"gold-data,racquet-sports,NetSuite"
358,358,174,358,2,SKU-100358,Trailforge Hiking Boot 358,Gold catalog product 358 sourced from NetSuite in the Footwear category.,Footwear,NetSuite,188.26,131.51,2.25,2026-03-29,"gold-data,footwear,NetSuite"
359,359,175,359,8,SKU-100359,Nordcrest Adjustable Dumbbells 359,Gold catalog product 359 sourced from NetSuite in the Strength Training category.,Strength Training,NetSuite,222.82,126.85,2.3,2026-03-29,"gold-data,strength-training,NetSuite"
360,360,176,360,7,SKU-100360,Peakgear Volleyball 360,Gold catalog product 360 sourced from NetSuite in the Team Sports category.,Team Sports,NetSuite,259.19,145.36,2.35,2026-03-29,"gold-data,team-sports,NetSuite"
361,361,177,361,5,SKU-100361,Canyonridge Ski Goggles 361,Gold catalog product 361 sourced from NetSuite in the Winter Sports category.,Winter Sports,NetSuite,154.99,115.67,2.4,2026-03-29,"gold-data,winter-sports,NetSuite"
362,362,178,362,2,SKU-100362,Trailforge Trail Runner 362,Gold catalog product 362 sourced from NetSuite in the Footwear category.,Footwear,NetSuite,223.11,116.26,2.45,2026-03-29,"gold-data,footwear,NetSuite"
363,363,179,363,9,SKU-100363,Aerostride Cycling Jersey 363,Gold catalog product 363 sourced from NetSuite in the Cycling category.,Cycling,NetSuite,187.49,105.1,2.5,2026-03-29,"gold-data,cycling,NetSuite"
364,364,180,364,3,SKU-100364,Hydrawave Smart Scale 364,Gold catalog product 364 sourced from NetSuite in the Uncategorized category.,Uncategorized,NetSuite,402.26,274.58,2.55,2026-03-29,"gold-data,uncategorized,NetSuite"
365,365,181,365,2,SKU-100365,Trailforge Gps Fitness Watch 365,Gold catalog product 365 sourced from NetSuite in the Uncategorized category.,Uncategorized,NetSuite,475.59,369.77,2.6,2026-03-29,"gold-data,uncategorized,NetSuite"
366,366,182,366,3,SKU-100366,Hydrawave Foam Roller 366,Gold catalog product 366 sourced from NetSuite in the Running category.,Running,NetSuite,237.03,137.52,2.65,2026-03-29,"gold-data,running,NetSuite"
367,367,183,367,5,SKU-100367,Canyonridge Headlamp 367,Gold catalog product 367 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,377.4,293.67,2.7,2026-03-29,"gold-data,outdoor,NetSuite"
368,368,184,368,6,SKU-100368,Summitpulse Outdoor Jacket 368,Gold catalog product 368 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,82.89,54.96,2.75,2026-03-29,"gold-data,outdoor,NetSuite"
369,369,185,369,3,SKU-100369,Hydrawave Hydration Belt 369,Gold catalog product 369 sourced from NetSuite in the Running category.,Running,NetSuite,281.92,130.83,2.8,2026-03-29,"gold-data,running,NetSuite"
370,370,186,370,5,SKU-100370,Canyonridge    Volleyball 370,Gold catalog product 370 sourced from NetSuite in the Team Sports category.,Team Sports,NetSuite,109.98,66.8,2.85,2026-03-29,"gold-data,team-sports,NetSuite"
371,371,187,371,4,SKU-100371,Ironkinetic Trekking Poles 371,Gold catalog product 371 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,390.63,308.09,2.9,2026-03-29,"gold-data,outdoor,NetSuite"
372,372,188,372,6,SKU-100372,Summitpulse Compression Shorts 372,Gold catalog product 372 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,69.35,36.75,2.95,2026-03-29,"gold-data,activewear,NetSuite"
373,373,189,373,6,SKU-100373,Summitpulse Weightlifting Gloves 373,Gold catalog product 373 sourced from NetSuite in the Strength Training category.,Strength Training,NetSuite,27.3,15.62,3.0,2026-03-29,"gold-data,strength-training,NetSuite"
374,374,190,374,5,SKU-100374,Canyonridge Chalk Bag 374,Gold catalog product 374 sourced from NetSuite in the Climbing category.,Climbing,NetSuite,88.57,61.88,3.05,2026-03-29,"gold-data,climbing,NetSuite"
375,375,191,375,1,SKU-100375,Velocityworks Cycling Jersey 375,Gold catalog product 375 sourced from NetSuite in the Cycling category.,Cycling,NetSuite,183.55,113.19,3.1,2026-03-29,"gold-data,cycling,NetSuite"
376,376,192,376,2,SKU-100376,Trailforge Adjustable Dumbbells 376,Gold catalog product 376 sourced from NetSuite in the Strength Training category.,Strength Training,NetSuite,107.25,52.59,3.15,2026-03-29,"gold-data,strength-training,NetSuite"
