product_id,brand_id,sku,product_name,description,category,subcategory,unit_price,unit_cost,weight_kg,is_active,launch_date,tags,created_at,updated_at
1,1,VIT-00001,mRNA LNP Clinical Batch,"Specialty Care product supplied by NorthStar Health System; tracked for regulatory, quality, demand, and care logistics logistics.",Specialty Care,Emergency Care,18500,12600,12,1,2025-11-24,"mrna,lnp,clinical-batch,care logistics",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
178,4,POL-00178,Critical Medication Transport Kit - Continuity Lot 3,"Care Logistics product supplied by Regional Oncology Network; tracked for regulatory, quality, demand, and care logistics logistics.",Care Logistics,Cryogenic Shipment,1850,1100,16,1,2025-03-11,"cryogenic,shipper,cell-therapy",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
179,5,RES-00179,Specialty Infusion Capacity Pack - Continuity Lot 3,"Specialty Care product supplied by Immunology Care Alliance; tracked for regulatory, quality, demand, and care logistics logistics.",Specialty Care,mAb Manufacturing,33400,24100,10,1,2026-01-28,"monoclonal-antibody,pilot-lot,gmp",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
180,5,RES-00180,High-Concentration Formulation Buffer - Continuity Lot 3,"Pharmacy Supply product supplied by Immunology Care Alliance; tracked for regulatory, quality, demand, and care logistics logistics.",Pharmacy Supply,Specialty Care Buffer,640,360,12,1,2024-11-30,"formulation-buffer,biologics,excipient",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
181,5,RES-00181,Host Cell Protein Assay Kit - Continuity Lot 3,"Quality and Safety product supplied by Immunology Care Alliance; tracked for regulatory, quality, demand, and care logistics logistics.",Quality and Safety,Process Impurities,1280,780,2,1,2025-05-30,"hcp,quality-control,bioprocess",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
182,5,RES-00182,Protein A Formulation Qualification Pack - Continuity Lot 3,"Clinical Supplies product supplied by Immunology Care Alliance; tracked for regulatory, quality, demand, and care logistics logistics.",Clinical Supplies,Chromatography,8800,6200,14,1,2025-10-31,"protein-a,chromatography,qualification",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
183,5,RES-00183,Bioburden Rapid Test Cartridge - Continuity Lot 3,"Quality and Safety product supplied by Immunology Care Alliance; tracked for regulatory, quality, demand, and care logistics logistics.",Quality and Safety,Microbiology,920,520,2,1,2025-03-09,"bioburden,microbiology,rapid-test",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
184,6,AGR-00184,Population Health Outreach Kit - Continuity Lot 3,"Population Health product supplied by Community Health Partners; tracked for regulatory, quality, demand, and care logistics logistics.",Population Health,Risk Stratification,2400,1420,6,1,2025-05-04,"glp,toxicology,preclinical",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
185,6,AGR-00185,Community Vaccine Readiness Pack - Continuity Lot 3,"Vaccines product supplied by Community Health Partners; tracked for regulatory, quality, demand, and care logistics logistics.",Vaccines,Animal Health,8700,5800,10,1,2025-07-23,"animal-health,vaccine,batch",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
186,6,AGR-00186,Lab Result Review Bundle - Continuity Lot 3,"Population Health product supplied by Community Health Partners; tracked for regulatory, quality, demand, and care logistics logistics.",Population Health,Lab Review,680,360,5,1,2024-12-31,"bioanalysis,plasma,sample-set",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
187,6,AGR-00187,Remote Patient Monitoring Visit Pack - Continuity Lot 3,"Care Delivery Supplies product supplied by Community Health Partners; tracked for regulatory, quality, demand, and care logistics logistics.",Care Delivery Supplies,PK Sampling,340,170,3,1,2025-09-26,"pk,pharmacokinetics,visit-pack",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
