influencer_id,handle,display_name,platform,follower_count,engagement_rate,influence_score,niche,city,region,country,is_verified,created_at
389,@peroxide_ops8,Aseptic Ops,Supply Quality Notice,9442,0.0385,61.22,GMP Utilities,San Francisco,California,US,0,2026-04-13T09:16:47Z
390,@citric_intel8,Excipient Intel,Compliance Signal,16428,0.0277,63.07,Vaccine Products,Miami,Florida,US,0,2026-04-13T09:16:47Z
391,@pv_wire8,PV Wire,Cold Chain Bulletin,8808,0.1027,100,Protocol Operations,Seattle,Washington,US,0,2026-04-13T09:16:47Z
392,@supply_ledger8,Supply Ledger,Regulatory Notice,1458,0.0817,74.37,Care Delivery Supplies,Denver,Colorado,US,0,2026-04-13T09:16:47Z
393,@tariff_registry8,Tariff Registry,Capacity Alert,3720,0.0573,72.58,Device Packaging,Austin,Texas,US,0,2026-04-13T09:16:47Z
394,@freight_matrix8,Freight Matrix,Supply Quality Notice,3937,0.042,70.07,Steriles,Nashville,Tennessee,US,0,2026-04-13T09:16:47Z
395,@purity_bulletins8,Purity Bulletins,Compliance Signal,4521,0.0783,86.4,Sterility Assurance,Portland,Oregon,US,0,2026-04-13T09:16:47Z
401,@storage_bulletin8,Storage Bulletin,Cold Chain Bulletin,70065,0.0688,97.98,Manufacturer Quality,Boston,Massachusetts,US,0,2026-04-13T09:16:47Z
402,@compat_notice8,Compat Notice,Regulatory Notice,76556,0.0456,81.9,Component Risk,Atlanta,Georgia,US,0,2026-04-13T09:16:47Z
403,@allocation_network8,Allocation Network,Capacity Alert,6451,0.117,100,Care Logistics Logistics,Dallas,Texas,US,0,2026-04-13T09:16:47Z
404,@component_map8,Component Map,Supply Quality Notice,69278,0.076,93.23,FDA,San Diego,California,US,0,2026-04-13T09:16:47Z
405,@plant_control8,Plant Control,Compliance Signal,4975,0.0842,80.73,Quality Review,Minneapolis,Minnesota,US,0,2026-04-13T09:16:47Z
406,@safety_queue8,Safety Queue,Cold Chain Bulletin,9472,0.0843,83.21,GxP,Detroit,Michigan,US,0,2026-04-13T09:16:47Z
407,@import_channel8,Import Channel,Regulatory Notice,1993,0.0376,59.5,Care Logistics,Las Vegas,Nevada,US,0,2026-04-13T09:16:47Z
408,@export_alerts8,Export Alerts,Capacity Alert,56546,0.0687,97.2,Port Logistics,Brooklyn,New York,US,0,2026-04-13T09:16:47Z
409,@quality_weekly8,Quality Weekly,Supply Quality Notice,6832,0.1187,100,GMP Utilities,New York,New York,US,0,2026-04-13T09:16:47Z
410,@compliance_market8,Compliance Market,Compliance Signal,58797,0.031,71.39,Vaccine Products,Los Angeles,California,US,0,2026-04-13T09:16:47Z
411,@regdesk_index8,Regdesk Index,Cold Chain Bulletin,26803,0.0624,91.85,Protocol Operations,Chicago,Illinois,US,0,2026-04-13T09:16:47Z
412,@pvwatch_office8,PV Watch Office,Regulatory Notice,61915,0.0644,83.14,Care Delivery Supplies,Houston,Texas,US,0,2026-04-13T09:16:47Z
413,@labdesk_risk8,Labdesk Risk,Capacity Alert,264343,0.0252,72.66,Device Packaging,Phoenix,Arizona,US,0,2026-04-13T09:16:47Z
414,@route_observer8,Route Observer,Supply Quality Notice,4755,0.1098,93.58,Steriles,San Francisco,California,US,0,2026-04-13T09:16:47Z
415,@rail_desk8,Rail Desk,Compliance Signal,13347,0.0381,68.8,Sterility Assurance,Miami,Florida,US,0,2026-04-13T09:16:47Z
416,@barge_signal8,Barge Signal,Cold Chain Bulletin,89649,0.0393,76.12,Manufacturer Quality,Seattle,Washington,US,0,2026-04-13T09:16:47Z
417,@gulf_safety8,Gulf Safety,Regulatory Notice,61765,0.031,67.07,Component Risk,Denver,Colorado,US,0,2026-04-13T09:16:47Z
418,@pacific_screen8,Pacific Screen,Capacity Alert,7256,0.0885,98.54,Care Logistics Logistics,Austin,Texas,US,0,2026-04-13T09:16:47Z
419,@midwest_node8,Midwest Node,Supply Quality Notice,1712,0.0895,83.41,FDA,Nashville,Tennessee,US,0,2026-04-13T09:16:47Z
420,@northeast_source8,Northeast Source,Compliance Signal,30662,0.044,75.03,Quality Review,Portland,Oregon,US,0,2026-04-13T09:16:47Z
421,@southwest_pulse8,Southwest Pulse,Cold Chain Bulletin,6870,0.1175,100,GxP,Boston,Massachusetts,US,0,2026-04-13T09:16:47Z
422,@vaccine_updates8,Vaccine Updates,Regulatory Notice,12433622,0.0144,90.6,Care Logistics,Atlanta,Georgia,US,1,2026-04-13T09:16:47Z
423,@protocoldesk_monitor8,Protocoldesk Monitor,Capacity Alert,31121,0.0306,71.67,Port Logistics,Dallas,Texas,US,0,2026-04-13T09:16:47Z
424,@gxpdesk_routing8,GxPDesk Routing,Supply Quality Notice,77424,0.0354,80.16,GMP Utilities,San Diego,California,US,0,2026-04-13T09:16:47Z
425,@portsupply_forecast8,Portsupply Forecast,Compliance Signal,9201,0.0663,76.93,Vaccine Products,Minneapolis,Minnesota,US,0,2026-04-13T09:16:47Z
426,@coldchainops_brief8,Care Logisticsops Brief,Cold Chain Bulletin,9368,0.0464,67.97,Protocol Operations,Detroit,Michigan,US,0,2026-04-13T09:16:47Z
427,@fdawatch_planner8,CMS Watch Planner,Regulatory Notice,937827,0.0307,90.26,Care Delivery Supplies,Las Vegas,Nevada,US,1,2026-04-13T09:16:47Z
428,@emaupdates_report8,Quality Review Updates Report,Capacity Alert,467075,0.0282,80.84,Device Packaging,Brooklyn,New York,US,0,2026-04-13T09:16:47Z
429,@fda_watch9,CMS Watch,Supply Quality Notice,7965,0.1169,100,Steriles,New York,New York,US,0,2026-04-13T09:16:47Z
430,@ema_review9,Quality Review Review,Compliance Signal,5153,0.0592,68.49,Sterility Assurance,Los Angeles,California,US,0,2026-04-13T09:16:47Z
431,@gxp_compliance9,GxP Compliance,Cold Chain Bulletin,1780,0.0698,78.35,Manufacturer Quality,Chicago,Illinois,US,0,2026-04-13T09:16:47Z
432,@gxp_audit9,Quality Audit,Regulatory Notice,9867,0.078,83,Component Risk,Houston,Texas,US,0,2026-04-13T09:16:47Z
433,@protocol_feed9,Protocol Feed,Capacity Alert,3299,0.115,100,Care Logistics Logistics,Phoenix,Arizona,US,0,2026-04-13T09:16:47Z
434,@port_status9,Port Status,Supply Quality Notice,8544,0.0906,98.73,FDA,San Francisco,California,US,0,2026-04-13T09:16:47Z
435,@care logistics_coordinator9,Care Logistics Coordinator,Compliance Signal,631427,0.0177,71.63,Quality Review,Miami,Florida,US,1,2026-04-13T09:16:47Z
436,@vaccine_controlroom9,Vaccine Controlroom,Cold Chain Bulletin,1093247,0.0207,84.38,GxP,Seattle,Washington,US,1,2026-04-13T09:16:47Z
437,@waterworks_lab9,Waterworks Lab,Regulatory Notice,33381,0.0519,87.6,Care Logistics,Denver,Colorado,US,0,2026-04-13T09:16:47Z
438,@formulation_tracker9,Formulation Tracker,Capacity Alert,6685,0.1123,100,Port Logistics,Austin,Texas,US,0,2026-04-13T09:16:47Z
439,@alkali_flow9,Aseptic Flow,Supply Quality Notice,918783,0.0389,96.84,GMP Utilities,Nashville,Tennessee,US,1,2026-04-13T09:16:47Z
440,@trial supply_hub9,Trial Supply Hub,Compliance Signal,99863,0.0775,100,Vaccine Products,Portland,Oregon,US,0,2026-04-13T09:16:47Z
441,@device_release9,Device Release,Cold Chain Bulletin,55779,0.068,94.94,Protocol Operations,Boston,Massachusetts,US,0,2026-04-13T09:16:47Z
442,@catalyst_watchlist9,Assay Watchlist,Regulatory Notice,73181,0.0566,79.59,Care Delivery Supplies,Atlanta,Georgia,US,0,2026-04-13T09:16:47Z
443,@chlor_bridge9,Sterility Bridge,Capacity Alert,40383,0.0521,86.26,Device Packaging,Dallas,Texas,US,0,2026-04-13T09:16:47Z
444,@peroxide_ops9,Aseptic Ops,Supply Quality Notice,7328,0.1009,100,Steriles,San Diego,California,US,0,2026-04-13T09:16:47Z
445,@citric_intel9,Excipient Intel,Compliance Signal,4297,0.0341,68.29,Sterility Assurance,Minneapolis,Minnesota,US,0,2026-04-13T09:16:47Z
446,@pv_wire9,PV Wire,Cold Chain Bulletin,587476,0.0253,87.29,Manufacturer Quality,Detroit,Michigan,US,1,2026-04-13T09:16:47Z
447,@supply_ledger9,Supply Ledger,Regulatory Notice,4405032,0.0132,81.26,Component Risk,Las Vegas,Nevada,US,1,2026-04-13T09:16:47Z
448,@tariff_registry9,Tariff Registry,Capacity Alert,93991,0.026,74.42,Care Logistics Logistics,Brooklyn,New York,US,0,2026-04-13T09:16:47Z
449,@freight_matrix9,Freight Matrix,Supply Quality Notice,75488,0.079,100,FDA,New York,New York,US,0,2026-04-13T09:16:47Z
450,@purity_bulletins9,Purity Bulletins,Compliance Signal,7996,0.0802,91.54,Quality Review,Los Angeles,California,US,0,2026-04-13T09:16:47Z
451,@storage_bulletin9,Storage Bulletin,Cold Chain Bulletin,7428,0.0312,62.48,GxP,Chicago,Illinois,US,0,2026-04-13T09:16:47Z
452,@compat_notice9,Compat Notice,Regulatory Notice,509830,0.0168,77.79,Care Logistics,Houston,Texas,US,1,2026-04-13T09:16:47Z
453,@allocation_network9,Allocation Network,Capacity Alert,2521,0.0316,52.82,Port Logistics,Phoenix,Arizona,US,0,2026-04-13T09:16:47Z
454,@component_map9,Component Map,Supply Quality Notice,863390,0.016,75.5,GMP Utilities,San Francisco,California,US,1,2026-04-13T09:16:47Z
455,@plant_control9,Plant Control,Compliance Signal,2669,0.0972,93.59,Vaccine Products,Miami,Florida,US,0,2026-04-13T09:16:47Z
456,@safety_queue9,Safety Queue,Cold Chain Bulletin,24913,0.0666,91.95,Protocol Operations,Seattle,Washington,US,0,2026-04-13T09:16:47Z
457,@import_channel9,Import Channel,Regulatory Notice,1755,0.095,89.76,Care Delivery Supplies,Denver,Colorado,US,0,2026-04-13T09:16:47Z
458,@export_alerts9,Export Alerts,Capacity Alert,5244,0.0347,62.07,Device Packaging,Austin,Texas,US,0,2026-04-13T09:16:47Z
459,@quality_weekly9,Quality Weekly,Supply Quality Notice,95463,0.0552,91.58,Steriles,Nashville,Tennessee,US,0,2026-04-13T09:16:47Z
460,@compliance_market9,Compliance Market,Compliance Signal,35671,0.0283,70.17,Sterility Assurance,Portland,Oregon,US,0,2026-04-13T09:16:47Z
461,@regdesk_index9,Regdesk Index,Cold Chain Bulletin,93250,0.0367,73.75,Manufacturer Quality,Boston,Massachusetts,US,0,2026-04-13T09:16:47Z
462,@pvwatch_office9,PV Watch Office,Regulatory Notice,1224,0.11,98.92,Component Risk,Atlanta,Georgia,US,0,2026-04-13T09:16:47Z
463,@labdesk_risk9,Labdesk Risk,Capacity Alert,1736,0.0588,63.01,Care Logistics Logistics,Dallas,Texas,US,0,2026-04-13T09:16:47Z
464,@route_observer9,Route Observer,Supply Quality Notice,6074,0.0422,64.11,FDA,San Diego,California,US,0,2026-04-13T09:16:47Z
465,@rail_desk9,Rail Desk,Compliance Signal,43532,0.0498,85.57,Quality Review,Minneapolis,Minnesota,US,0,2026-04-13T09:16:47Z
466,@barge_signal9,Barge Signal,Cold Chain Bulletin,8926,0.0308,69.91,GxP,Detroit,Michigan,US,0,2026-04-13T09:16:47Z
467,@gulf_safety9,Gulf Safety,Regulatory Notice,74381,0.0523,91.36,Care Logistics,Las Vegas,Nevada,US,0,2026-04-13T09:16:47Z
468,@pacific_screen9,Pacific Screen,Capacity Alert,97840,0.0267,78.85,Port Logistics,Brooklyn,New York,US,0,2026-04-13T09:16:47Z
469,@midwest_node9,Midwest Node,Supply Quality Notice,5798,0.1064,94.46,GMP Utilities,New York,New York,US,0,2026-04-13T09:16:47Z
470,@northeast_source9,Northeast Source,Compliance Signal,2959,0.0568,73.31,Vaccine Products,Los Angeles,California,US,0,2026-04-13T09:16:47Z
471,@southwest_pulse9,Southwest Pulse,Cold Chain Bulletin,6226785,0.0232,93.13,Protocol Operations,Chicago,Illinois,US,1,2026-04-13T09:16:47Z
472,@vaccine_updates9,Vaccine Updates,Regulatory Notice,5959,0.0398,58.49,Care Delivery Supplies,Houston,Texas,US,0,2026-04-13T09:16:47Z
473,@protocoldesk_monitor9,Protocoldesk Monitor,Capacity Alert,17980,0.0773,95.04,Device Packaging,Phoenix,Arizona,US,0,2026-04-13T09:16:47Z
474,@gxpdesk_routing9,GxPDesk Routing,Supply Quality Notice,40859,0.0359,79.59,Steriles,San Francisco,California,US,0,2026-04-13T09:16:47Z
475,@portsupply_forecast9,Portsupply Forecast,Compliance Signal,38292,0.0399,76.16,Sterility Assurance,Miami,Florida,US,0,2026-04-13T09:16:47Z
476,@coldchainops_brief9,Care Logisticsops Brief,Cold Chain Bulletin,9120,0.0568,69.63,Manufacturer Quality,Seattle,Washington,US,0,2026-04-13T09:16:47Z
477,@fdawatch_planner9,CMS Watch Planner,Regulatory Notice,2600,0.1177,100,Component Risk,Denver,Colorado,US,0,2026-04-13T09:16:47Z
478,@emaupdates_report9,Quality Review Updates Report,Capacity Alert,9037,0.1093,100,Care Logistics Logistics,Austin,Texas,US,0,2026-04-13T09:16:47Z
479,@fda_watch10,CMS Watch,Supply Quality Notice,13373,0.0381,76.14,FDA,Nashville,Tennessee,US,0,2026-04-13T09:16:47Z
480,@ema_review10,Quality Review Review,Compliance Signal,1380,0.0919,79.82,Quality Review,Portland,Oregon,US,0,2026-04-13T09:16:47Z
481,@gxp_compliance10,GxP Compliance,Cold Chain Bulletin,284343,0.0277,78.44,GxP,Boston,Massachusetts,US,0,2026-04-13T09:16:47Z
482,@gxp_audit10,Quality Audit,Regulatory Notice,159739,0.0216,78.75,Care Logistics,Atlanta,Georgia,US,0,2026-04-13T09:16:47Z
483,@protocol_feed10,Protocol Feed,Capacity Alert,57195,0.0797,100,Port Logistics,Dallas,Texas,US,0,2026-04-13T09:16:47Z
484,@port_status10,Port Status,Supply Quality Notice,750284,0.023,84.47,GMP Utilities,San Diego,California,US,1,2026-04-13T09:16:47Z
485,@care logistics_coordinator10,Care Logistics Coordinator,Compliance Signal,5815,0.0498,70.89,Vaccine Products,Minneapolis,Minnesota,US,0,2026-04-13T09:16:47Z
486,@vaccine_controlroom10,Vaccine Controlroom,Cold Chain Bulletin,3015,0.0647,73.5,Protocol Operations,Detroit,Michigan,US,0,2026-04-13T09:16:47Z
487,@waterworks_lab10,Waterworks Lab,Regulatory Notice,9434170,0.0135,95.14,Care Delivery Supplies,Las Vegas,Nevada,US,1,2026-04-13T09:16:47Z
488,@formulation_tracker10,Formulation Tracker,Capacity Alert,13529171,0.0231,100,Device Packaging,Brooklyn,New York,US,1,2026-04-13T09:16:47Z
489,@alkali_flow10,Aseptic Flow,Supply Quality Notice,9218,0.0622,85.1,Steriles,New York,New York,US,0,2026-04-13T09:16:47Z
490,@trial supply_hub10,Trial Supply Hub,Compliance Signal,859551,0.0291,87.65,Sterility Assurance,Los Angeles,California,US,1,2026-04-13T09:16:47Z
491,@device_release10,Device Release,Cold Chain Bulletin,721604,0.0346,83.1,Manufacturer Quality,Chicago,Illinois,US,1,2026-04-13T09:16:47Z
501,@catalyst_watchlist10,Assay Watchlist,Regulatory Notice,78376,0.0479,78.14,Component Risk,Houston,Texas,US,0,2026-04-13T09:16:47Z
502,@chlor_bridge10,Sterility Bridge,Capacity Alert,5117,0.046,67.17,Care Logistics Logistics,Phoenix,Arizona,US,0,2026-04-13T09:16:47Z
503,@peroxide_ops10,Aseptic Ops,Supply Quality Notice,70818,0.0384,78.47,FDA,San Francisco,California,US,0,2026-04-13T09:16:47Z
504,@citric_intel10,Excipient Intel,Compliance Signal,981743,0.0417,91.7,Quality Review,Miami,Florida,US,1,2026-04-13T09:16:47Z
505,@pv_wire10,PV Wire,Cold Chain Bulletin,52089,0.0532,80.5,GxP,Seattle,Washington,US,0,2026-04-13T09:16:47Z
506,@supply_ledger10,Supply Ledger,Regulatory Notice,5084,0.1009,96.89,Care Logistics,Denver,Colorado,US,0,2026-04-13T09:16:47Z
507,@tariff_registry10,Tariff Registry,Capacity Alert,8071,0.0616,77.88,Port Logistics,Austin,Texas,US,0,2026-04-13T09:16:47Z
508,@freight_matrix10,Freight Matrix,Supply Quality Notice,53615,0.0765,89.94,GMP Utilities,Nashville,Tennessee,US,0,2026-04-13T09:16:47Z
509,@purity_bulletins10,Purity Bulletins,Compliance Signal,39662,0.0321,66.56,Vaccine Products,Portland,Oregon,US,0,2026-04-13T09:16:47Z
510,@storage_bulletin10,Storage Bulletin,Cold Chain Bulletin,695453,0.0169,80.72,Protocol Operations,Boston,Massachusetts,US,1,2026-04-13T09:16:47Z
511,@compat_notice10,Compat Notice,Regulatory Notice,7900,0.0456,64.6,Care Delivery Supplies,Atlanta,Georgia,US,0,2026-04-13T09:16:47Z
512,@allocation_network10,Allocation Network,Capacity Alert,43517,0.0291,64.06,Device Packaging,Dallas,Texas,US,0,2026-04-13T09:16:47Z
513,@component_map10,Component Map,Supply Quality Notice,11033944,0.0217,100,Steriles,San Diego,California,US,1,2026-04-13T09:16:47Z
514,@plant_control10,Plant Control,Compliance Signal,6465,0.0649,75.01,Sterility Assurance,Minneapolis,Minnesota,US,0,2026-04-13T09:16:47Z
515,@safety_queue10,Safety Queue,Cold Chain Bulletin,5296,0.0951,91.14,Manufacturer Quality,Detroit,Michigan,US,0,2026-04-13T09:16:47Z
516,@import_channel10,Import Channel,Regulatory Notice,8708,0.0663,77.72,Component Risk,Las Vegas,Nevada,US,0,2026-04-13T09:16:47Z
517,@export_alerts10,Export Alerts,Capacity Alert,7474,0.0332,61.64,Care Logistics Logistics,Brooklyn,New York,US,0,2026-04-13T09:16:47Z
518,@quality_weekly10,Quality Weekly,Supply Quality Notice,25893,0.0381,75.48,FDA,New York,New York,US,0,2026-04-13T09:16:47Z
519,@compliance_market10,Compliance Market,Compliance Signal,9968,0.0966,96.72,Quality Review,Los Angeles,California,US,0,2026-04-13T09:16:47Z
520,@regdesk_index10,Regdesk Index,Cold Chain Bulletin,9217,0.048,72.18,GxP,Chicago,Illinois,US,0,2026-04-13T09:16:47Z
