order_id,guest_id,order_status,order_total,shipping_cost,fulfillment_center_id,shipping_lat,shipping_lon,estimated_delivery,actual_delivery,social_source_id,demand_score,created_at,updated_at
23692,3594,pending,89.99,0,,,,,,,33.7,2026-08-18T01:41:57Z,2026-09-17T13:44:09Z
23693,4170,confirmed,89.97,14.99,232,,,,,,73.36,2026-08-11T18:29:36Z,2026-09-17T13:44:09Z
23694,2828,processing,209.97,7.99,243,,,,,,18.9,2026-09-05T20:58:38Z,2026-09-17T13:44:09Z
23695,3586,routed,59.98,7.99,240,,,,,26757,51.78,2026-08-22T16:40:22Z,2026-09-17T13:44:09Z
23696,2707,completed,768.96,7.99,239,,,,,25101,31.21,2026-07-25T07:26:42Z,2026-09-17T13:44:09Z
23697,3993,completed,2153.92,14.99,237,,,,,,62.88,2026-08-26T17:18:16Z,2026-09-17T13:44:09Z
23698,3421,completed,254.97,7.99,238,,,,,24973,35.85,2026-08-06T15:08:19Z,2026-09-17T13:44:09Z
23699,3153,cancelled,1488.91,14.99,235,,,,,23103,23.87,2026-08-25T14:29:49Z,2026-09-17T13:44:09Z
23700,3259,pending,1009.95,0,,,,,,,62.65,2026-08-15T07:36:39Z,2026-09-17T13:44:09Z
23701,4068,confirmed,997.89,7.99,242,,,,,26206,25,2026-07-20T14:07:04Z,2026-09-17T13:44:09Z
23702,3985,processing,8828.93,0,241,,,,,,11.75,2026-08-18T21:16:08Z,2026-09-17T13:44:09Z
23703,3312,routed,361.94,7.99,242,,,,,,36.96,2026-07-21T23:31:03Z,2026-09-17T13:44:09Z
23704,4197,completed,1356.9,0,243,,,,,,47.51,2026-08-06T12:14:40Z,2026-09-17T13:44:09Z
23705,3905,completed,3099.98,14.99,238,,,,,25837,67.08,2026-07-31T15:14:55Z,2026-09-17T13:44:09Z
23706,3204,completed,469.95,0,242,,,,,,24.41,2026-07-22T06:41:13Z,2026-09-17T13:44:09Z
23707,2600,cancelled,48.99,7.99,232,,,,,,81.02,2026-09-05T02:08:26Z,2026-09-17T13:44:09Z
23708,2720,pending,1099.91,0,,,,,,,29.27,2026-08-05T17:52:06Z,2026-09-17T13:44:09Z
23709,2732,confirmed,1414.93,0,243,,,,,,87.21,2026-08-06T15:00:49Z,2026-09-17T13:44:09Z
23710,3704,processing,129.99,0,221,,,,,,85.08,2026-08-18T00:07:38Z,2026-09-17T13:44:09Z
23711,2330,routed,1774.98,7.99,221,,,,,,79.37,2026-07-21T16:47:02Z,2026-09-17T13:44:09Z
23712,3405,completed,1033.93,7.99,225,,,,,23846,31.03,2026-09-07T16:15:45Z,2026-09-17T13:44:09Z
23713,2247,completed,74.97,7.99,237,,,,,,50.13,2026-08-28T23:51:12Z,2026-09-17T13:44:09Z
23714,2791,completed,449.97,0,221,,,,,,60.41,2026-08-23T03:48:51Z,2026-09-17T13:44:09Z
23715,3552,cancelled,1226.92,0,244,,,,,23665,23.39,2026-08-16T16:57:37Z,2026-09-17T13:44:09Z
23716,4122,pending,1546.93,7.99,,,,,,,74.1,2026-07-26T17:05:52Z,2026-09-17T13:44:09Z
23717,2705,confirmed,2499.99,7.99,236,,,,,,35.48,2026-08-03T17:19:21Z,2026-09-17T13:44:09Z
23718,3888,processing,109.98,14.99,239,,,,,,18.47,2026-09-14T05:40:10Z,2026-09-17T13:44:09Z
23719,2570,routed,219.97,14.99,249,,,,,,78.75,2026-09-16T21:58:23Z,2026-09-17T13:44:09Z
23720,2278,completed,7243.89,14.99,228,,,,,,28.74,2026-09-10T21:41:13Z,2026-09-17T13:44:09Z
23721,2410,completed,839.95,7.99,239,,,,,,66.8,2026-08-21T17:02:24Z,2026-09-17T13:44:09Z
23722,2613,completed,104.97,7.99,227,,,,,24446,19.58,2026-09-16T13:01:01Z,2026-09-17T13:44:09Z
23723,2969,cancelled,479.97,7.99,240,,,,,,87.37,2026-08-25T06:41:36Z,2026-09-17T13:44:09Z
23724,3739,pending,534.96,14.99,,,,,,24439,45.62,2026-07-21T20:10:22Z,2026-09-17T13:44:09Z
23725,2773,confirmed,453.98,14.99,246,,,,,,56.6,2026-08-17T21:32:23Z,2026-09-17T13:44:09Z
23726,2503,processing,854.93,7.99,227,,,,,,63.23,2026-08-21T11:16:25Z,2026-09-17T13:44:09Z
23727,2541,routed,1809.94,0,243,,,,,,86.43,2026-08-30T04:47:04Z,2026-09-17T13:44:09Z
23728,3934,completed,8894.98,7.99,233,,,,,23505,62.58,2026-07-23T21:42:04Z,2026-09-17T13:44:09Z
23729,3118,completed,546.94,0,240,,,,,26390,48.05,2026-09-17T09:08:03Z,2026-09-17T13:44:09Z
23730,3835,completed,2509.92,0,226,,,,,,89.03,2026-07-22T02:47:39Z,2026-09-17T13:44:09Z
23731,2237,cancelled,2914.92,7.99,242,,,,,,29.14,2026-08-19T13:17:15Z,2026-09-17T13:44:09Z
23732,2978,pending,1529.92,0,,,,,,25295,25.88,2026-08-19T21:12:33Z,2026-09-17T13:44:09Z
23733,3105,confirmed,278.95,0,221,,,,,24154,21.83,2026-07-31T21:24:03Z,2026-09-17T13:44:09Z
23734,2741,processing,6132.92,14.99,229,,,,,,28.09,2026-08-15T19:24:32Z,2026-09-17T13:44:09Z
23735,3023,routed,572.96,7.99,222,,,,,,15,2026-07-31T00:59:20Z,2026-09-17T13:44:09Z
23736,2968,completed,249.97,7.99,240,,,,,,69.51,2026-08-18T04:06:30Z,2026-09-17T13:44:09Z
23737,2875,completed,1173.89,7.99,237,,,,,,36.75,2026-08-31T06:59:27Z,2026-09-17T13:44:09Z
23738,3586,completed,599.97,14.99,224,,,,,24831,90.47,2026-08-20T12:45:23Z,2026-09-17T13:44:09Z
23739,2780,cancelled,3794.91,7.99,233,,,,,,78.75,2026-08-19T14:32:39Z,2026-09-17T13:44:09Z
23740,3678,pending,399.98,14.99,,,,,,,92.97,2026-09-17T05:08:53Z,2026-09-17T13:44:09Z
23741,3573,confirmed,14669.9,7.99,246,,,,,23432,78.87,2026-08-20T09:09:28Z,2026-09-17T13:44:09Z
23742,3523,processing,439.97,7.99,223,,,,,25509,59.63,2026-07-25T14:51:59Z,2026-09-17T13:44:09Z
23743,2639,routed,2499.94,7.99,231,,,,,26903,34.55,2026-08-05T12:48:51Z,2026-09-17T13:44:09Z
23744,2297,completed,919.95,7.99,225,,,,,23460,91.29,2026-08-12T04:41:45Z,2026-09-17T13:44:09Z
23745,4148,completed,353.94,7.99,229,,,,,,67.97,2026-08-25T11:05:54Z,2026-09-17T13:44:09Z
23746,2385,completed,1369.92,7.99,231,,,,,,14.23,2026-09-08T13:44:23Z,2026-09-17T13:44:09Z
23747,4137,cancelled,380.96,14.99,235,,,,,22879,11.64,2026-09-04T14:27:42Z,2026-09-17T13:44:09Z
23748,3073,pending,694.92,0,,,,,,,81.79,2026-09-01T22:49:47Z,2026-09-17T13:44:09Z
23749,3810,confirmed,2229.93,14.99,221,,,,,,92.55,2026-09-11T11:46:05Z,2026-09-17T13:44:09Z
23750,2968,processing,189.98,14.99,229,,,,,,26,2026-09-09T05:48:21Z,2026-09-17T13:44:09Z
23751,2747,routed,797.95,14.99,238,,,,,,68.66,2026-07-24T08:30:14Z,2026-09-17T13:44:09Z
23752,4041,completed,139.98,7.99,227,,,,,23678,44.73,2026-09-13T15:24:06Z,2026-09-17T13:44:09Z
23753,3274,completed,567.92,14.99,240,,,,,,87.8,2026-08-29T17:21:31Z,2026-09-17T13:44:09Z
23754,2600,completed,829.95,7.99,239,,,,,22544,84.51,2026-08-17T07:22:24Z,2026-09-17T13:44:09Z
23755,2701,cancelled,7553.95,0,234,,,,,,54.55,2026-08-24T07:00:25Z,2026-09-17T13:44:09Z
23756,2581,pending,899.97,0,,,,,,,17.58,2026-08-29T07:46:33Z,2026-09-17T13:44:09Z
23757,4190,confirmed,869.94,7.99,225,,,,,26934,75.63,2026-09-10T03:14:53Z,2026-09-17T13:44:09Z
23758,3813,processing,625.91,7.99,223,,,,,,45.74,2026-07-27T20:03:39Z,2026-09-17T13:44:09Z
23759,3342,routed,899.97,14.99,235,,,,,,86.13,2026-09-08T20:42:29Z,2026-09-17T13:44:09Z
23760,4078,completed,266.94,0,246,,,,,,54.8,2026-09-02T13:12:18Z,2026-09-17T13:44:09Z
23761,3640,completed,3044.91,0,230,,,,,,94.47,2026-08-24T04:48:10Z,2026-09-17T13:44:09Z
23762,4000,completed,2149.92,7.99,235,,,,,,80.95,2026-07-25T01:36:15Z,2026-09-17T13:44:09Z
23763,3787,cancelled,89,0,230,,,,,,49.07,2026-09-02T06:57:52Z,2026-09-17T13:44:09Z
23764,3950,pending,735.96,0,,,,,,,61.87,2026-08-07T20:17:10Z,2026-09-17T13:44:09Z
23765,2397,confirmed,177.97,7.99,230,,,,,26058,83.82,2026-08-01T20:50:38Z,2026-09-17T13:44:09Z
23766,3580,processing,49.99,14.99,222,,,,,,33.7,2026-07-24T17:21:21Z,2026-09-17T13:44:09Z
23767,3439,routed,397.95,7.99,239,,,,,,71.16,2026-09-08T06:29:04Z,2026-09-17T13:44:09Z
23768,4055,completed,1032.94,7.99,225,,,,,,65.08,2026-08-22T09:01:54Z,2026-09-17T13:44:09Z
23769,2836,completed,1589.95,7.99,221,,,,,,85.47,2026-08-06T12:04:42Z,2026-09-17T13:44:09Z
23770,3686,completed,949.96,7.99,221,,,,,25563,19.09,2026-09-13T23:43:44Z,2026-09-17T13:44:09Z
23771,4105,cancelled,239.98,0,238,,,,,25221,50.3,2026-07-29T15:08:34Z,2026-09-17T13:44:09Z
23772,2422,pending,589.93,0,,,,,,,23.78,2026-09-13T07:57:14Z,2026-09-17T13:44:09Z
23773,3619,confirmed,1019.95,7.99,231,,,,,,45.88,2026-09-08T23:41:32Z,2026-09-17T13:44:09Z
23774,3859,processing,1484.91,7.99,230,,,,,,18.56,2026-09-15T02:51:35Z,2026-09-17T13:44:09Z
23775,3822,routed,784.91,0,234,,,,,,86.18,2026-07-21T01:05:57Z,2026-09-17T13:44:09Z
23776,3999,completed,2101.94,7.99,243,,,,,,11.97,2026-08-01T07:22:56Z,2026-09-17T13:44:09Z
23777,4044,completed,539.97,0,250,,,,,,16.26,2026-08-02T04:46:33Z,2026-09-17T13:44:09Z
23778,2892,completed,4859.94,0,233,,,,,,87.46,2026-07-21T02:26:37Z,2026-09-17T13:44:09Z
23779,3427,cancelled,2078.9,7.99,236,,,,,24331,18.53,2026-08-01T03:32:09Z,2026-09-17T13:44:09Z
23780,2468,pending,697.92,7.99,,,,,,,56.07,2026-08-20T20:57:26Z,2026-09-17T13:44:09Z
23781,3212,confirmed,799.97,0,233,,,,,24024,15.03,2026-08-30T15:26:52Z,2026-09-17T13:44:09Z
23782,3000,processing,159.98,7.99,244,,,,,,78.18,2026-09-06T22:46:24Z,2026-09-17T13:44:09Z
23783,4214,routed,4194.96,14.99,223,,,,,,45.03,2026-08-26T13:07:45Z,2026-09-17T13:44:09Z
23784,3066,completed,1564.93,0,234,,,,,,89.18,2026-08-16T00:38:50Z,2026-09-17T13:44:09Z
23785,2983,completed,839.92,0,236,,,,,26326,74.39,2026-08-14T15:41:33Z,2026-09-17T13:44:09Z
23786,2528,completed,999.97,7.99,243,,,,,25433,60.66,2026-09-01T05:31:54Z,2026-09-17T13:44:09Z
23787,2544,cancelled,249.98,0,234,,,,,23206,72.75,2026-07-22T02:45:50Z,2026-09-17T13:44:09Z
23788,3855,pending,929.94,7.99,,,,,,,73.27,2026-09-12T10:11:22Z,2026-09-17T13:44:09Z
23789,2407,confirmed,1244.96,7.99,237,,,,,,85.56,2026-08-08T10:26:44Z,2026-09-17T13:44:09Z
23790,3748,processing,899.98,7.99,233,,,,,,57.36,2026-07-30T07:13:30Z,2026-09-17T13:44:09Z
23791,3179,routed,2278.92,7.99,247,,,,,,76.99,2026-09-02T17:10:34Z,2026-09-17T13:44:09Z
23792,2614,completed,144.97,7.99,247,,,,,22953,52.72,2026-08-03T19:02:40Z,2026-09-17T13:44:09Z
23793,3097,completed,319.92,14.99,241,,,,,,30.56,2026-09-06T00:41:48Z,2026-09-17T13:44:09Z
23794,4105,completed,1619.96,7.99,229,,,,,23156,61.12,2026-09-12T03:40:30Z,2026-09-17T13:44:09Z
23795,3245,cancelled,1939.91,7.99,226,,,,,,19.41,2026-09-10T14:28:58Z,2026-09-17T13:44:09Z
23796,2895,pending,1485.96,0,,,,,,,55.97,2026-08-02T12:48:44Z,2026-09-17T13:44:09Z
23797,2448,confirmed,2659.92,7.99,226,,,,,24695,67.14,2026-09-11T04:53:43Z,2026-09-17T13:44:09Z
23798,2656,processing,224.96,0,235,,,,,,24.86,2026-09-09T13:37:37Z,2026-09-17T13:44:09Z
23799,2397,routed,3024.86,7.99,242,,,,,,81.52,2026-09-03T02:38:29Z,2026-09-17T13:44:09Z
23800,3461,completed,4664.94,14.99,228,,,,,,78.78,2026-07-25T16:59:02Z,2026-09-17T13:44:09Z
23801,2417,completed,66.98,14.99,248,,,,,,11.46,2026-09-10T20:42:37Z,2026-09-17T13:44:09Z
23802,2661,completed,534.96,14.99,245,,,,,23536,62.35,2026-08-12T04:21:08Z,2026-09-17T13:44:09Z
23803,4205,cancelled,326.94,14.99,229,,,,,,71.71,2026-08-11T07:53:54Z,2026-09-17T13:44:09Z
23804,3635,pending,116.98,0,,,,,,,22.57,2026-07-28T13:49:15Z,2026-09-17T13:44:09Z
23805,3278,confirmed,1779.96,14.99,231,,,,,,44.62,2026-08-26T00:41:08Z,2026-09-17T13:44:09Z
23806,2478,processing,1948.94,0,238,,,,,,65.32,2026-09-13T21:12:29Z,2026-09-17T13:44:09Z
23807,2907,routed,5198.92,7.99,234,,,,,24015,26.32,2026-09-07T17:37:07Z,2026-09-17T13:44:09Z
23808,2685,completed,479.97,7.99,229,,,,,,18.84,2026-08-07T12:50:57Z,2026-09-17T13:44:09Z
23809,2991,completed,1164.92,0,230,,,,,23557,80.5,2026-08-29T07:54:03Z,2026-09-17T13:44:09Z
23810,4148,completed,239.96,7.99,239,,,,,26813,49.36,2026-09-09T00:52:18Z,2026-09-17T13:44:09Z
23811,3296,cancelled,1137.93,0,227,,,,,,47.35,2026-09-15T18:33:30Z,2026-09-17T13:44:09Z
23812,3042,pending,2179.95,14.99,,,,,,,82.11,2026-08-06T07:01:47Z,2026-09-17T13:44:09Z
23813,3915,confirmed,26.99,0,241,,,,,,75.38,2026-08-02T15:52:42Z,2026-09-17T13:44:09Z
23814,3920,processing,166.95,7.99,241,,,,,,33.5,2026-08-26T00:38:47Z,2026-09-17T13:44:09Z
23815,4193,routed,1306.9,7.99,234,,,,,,75.77,2026-08-07T02:20:31Z,2026-09-17T13:44:09Z
23816,2246,completed,2089.9,14.99,245,,,,,,63.87,2026-08-29T09:38:43Z,2026-09-17T13:44:09Z
23817,4098,completed,459.99,0,228,,,,,,35.33,2026-07-22T12:06:10Z,2026-09-17T13:44:09Z
23818,2240,completed,444.94,0,250,,,,,,74.97,2026-08-23T12:11:02Z,2026-09-17T13:44:09Z
23819,3481,cancelled,1123.89,7.99,230,,,,,,29.18,2026-07-21T03:53:37Z,2026-09-17T13:44:09Z
23820,2333,pending,2426.88,14.99,,,,,,,20.74,2026-08-01T11:12:36Z,2026-09-17T13:44:09Z
23821,2671,confirmed,1271.95,7.99,231,,,,,25759,94.82,2026-08-19T04:56:39Z,2026-09-17T13:44:09Z
23822,2784,processing,1169.93,0,247,,,,,,45.3,2026-07-21T06:01:21Z,2026-09-17T13:44:09Z
23823,2644,routed,866.98,0,227,,,,,,22.45,2026-08-10T08:00:47Z,2026-09-17T13:44:09Z
23824,2751,completed,2164.91,7.99,227,,,,,,25.93,2026-08-18T19:16:39Z,2026-09-17T13:44:09Z
23825,2406,completed,3420.89,7.99,240,,,,,23619,72.04,2026-08-29T13:49:58Z,2026-09-17T13:44:09Z
23826,2648,completed,2789.93,7.99,230,,,,,,49.27,2026-08-19T17:21:14Z,2026-09-17T13:44:09Z
23827,3932,cancelled,688.9,7.99,250,,,,,,40.51,2026-08-31T19:05:07Z,2026-09-17T13:44:09Z
23828,3545,pending,592.93,7.99,,,,,,23315,47.12,2026-09-01T20:08:57Z,2026-09-17T13:44:09Z
23829,3617,confirmed,1094.97,14.99,221,,,,,,78.1,2026-08-05T08:19:07Z,2026-09-17T13:44:09Z
23830,2897,processing,699.99,7.99,231,,,,,23174,43.84,2026-09-05T04:41:33Z,2026-09-17T13:44:09Z
23831,3252,routed,1340.91,0,233,,,,,,46.26,2026-09-03T03:29:52Z,2026-09-17T13:44:09Z
23832,2903,completed,582.98,7.99,241,,,,,,56.68,2026-08-14T07:01:23Z,2026-09-17T13:44:09Z
23833,3935,completed,419.96,14.99,227,,,,,,85.81,2026-08-20T21:42:48Z,2026-09-17T13:44:09Z
23834,2260,completed,2629.89,7.99,247,,,,,,63.86,2026-08-25T05:56:16Z,2026-09-17T13:44:09Z
23835,3571,cancelled,179.99,0,238,,,,,24115,58.94,2026-07-31T23:00:51Z,2026-09-17T13:44:09Z
23836,3358,pending,317.96,7.99,,,,,,,67.27,2026-07-27T02:25:03Z,2026-09-17T13:44:09Z
23837,2496,confirmed,631.92,0,221,,,,,,36.51,2026-08-13T03:33:09Z,2026-09-17T13:44:09Z
23838,4009,processing,439.96,14.99,236,,,,,,89.03,2026-08-24T03:30:47Z,2026-09-17T13:44:09Z
23839,4150,routed,12549.92,7.99,227,,,,,,50.41,2026-09-15T16:59:02Z,2026-09-17T13:44:09Z
23840,4008,completed,3276.91,0,226,,,,,,53.48,2026-07-26T12:44:42Z,2026-09-17T13:44:09Z
23841,3815,completed,459.93,14.99,221,,,,,,41.51,2026-08-08T17:29:01Z,2026-09-17T13:44:09Z
23842,2488,completed,129.99,7.99,240,,,,,,87.6,2026-08-10T06:56:18Z,2026-09-17T13:44:09Z
23843,2346,cancelled,6334.95,14.99,233,,,,,24672,32.5,2026-08-23T14:20:00Z,2026-09-17T13:44:09Z
23844,4166,pending,625.95,14.99,,,,,,,50.75,2026-09-10T17:52:37Z,2026-09-17T13:44:09Z
23845,3473,confirmed,55.98,7.99,249,,,,,,29.65,2026-08-30T06:56:25Z,2026-09-17T13:44:09Z
23846,2951,processing,659.94,0,225,,,,,25098,29.88,2026-09-04T04:00:35Z,2026-09-17T13:44:09Z
23847,2305,routed,1064.89,0,224,,,,,,76,2026-08-14T03:25:56Z,2026-09-17T13:44:09Z
23848,3172,completed,735.94,7.99,238,,,,,,72.77,2026-09-07T20:45:53Z,2026-09-17T13:44:09Z
23849,3344,completed,769.97,0,242,,,,,24281,47.24,2026-08-01T08:57:15Z,2026-09-17T13:44:09Z
23850,2819,completed,859.92,7.99,231,,,,,22230,34.89,2026-07-24T13:53:07Z,2026-09-17T13:44:09Z
23851,4198,cancelled,173.95,7.99,234,,,,,,81.11,2026-08-15T16:05:15Z,2026-09-17T13:44:09Z
23852,3501,pending,359.98,0,,,,,,23162,57.49,2026-09-04T05:06:01Z,2026-09-17T13:44:09Z
23853,3651,confirmed,1199.97,0,244,,,,,,18.83,2026-07-20T02:54:35Z,2026-09-17T13:44:09Z
23854,2596,processing,759.93,0,223,,,,,,12.55,2026-08-19T21:34:48Z,2026-09-17T13:44:09Z
23855,3054,routed,4429.96,14.99,247,,,,,,58.71,2026-08-18T01:11:59Z,2026-09-17T13:44:09Z
23856,2269,completed,858.98,0,247,,,,,,61.65,2026-09-10T11:53:26Z,2026-09-17T13:44:09Z
23857,2733,completed,159.99,7.99,225,,,,,,82.98,2026-08-14T17:41:41Z,2026-09-17T13:44:09Z
23858,4111,completed,1717.9,0,226,,,,,26138,40.62,2026-07-20T04:38:05Z,2026-09-17T13:44:09Z
23859,3501,cancelled,1634.91,14.99,234,,,,,,11.26,2026-07-26T00:04:25Z,2026-09-17T13:44:09Z
23860,3096,pending,2685,7.99,,,,,,,23.77,2026-08-12T21:51:40Z,2026-09-17T13:44:09Z
23861,2294,confirmed,584.94,14.99,232,,,,,,68.83,2026-09-17T10:53:12Z,2026-09-17T13:44:09Z
23862,2602,processing,4461.91,7.99,228,,,,,,41.54,2026-08-01T06:22:14Z,2026-09-17T13:44:09Z
23863,2845,routed,909.94,0,228,,,,,,17.32,2026-07-24T19:02:40Z,2026-09-17T13:44:09Z
23864,4080,completed,1718.91,7.99,246,,,,,,33.03,2026-08-17T17:14:12Z,2026-09-17T13:44:09Z
23865,3573,completed,42.99,0,230,,,,,,60.78,2026-08-28T13:37:23Z,2026-09-17T13:44:09Z
23866,2672,completed,639.96,7.99,239,,,,,,56.01,2026-09-15T08:30:48Z,2026-09-17T13:44:09Z
23867,3597,cancelled,1034.89,14.99,242,,,,,24068,31.79,2026-07-22T15:07:54Z,2026-09-17T13:44:09Z
23868,2623,pending,99.99,0,,,,,,,34.06,2026-07-24T22:28:58Z,2026-09-17T13:44:09Z
23869,3071,confirmed,339.95,0,226,,,,,,11.87,2026-07-27T00:38:35Z,2026-09-17T13:44:09Z
23870,3817,processing,3079.94,14.99,230,,,,,,56.07,2026-07-20T07:54:35Z,2026-09-17T13:44:09Z
23871,2277,routed,2759.92,7.99,234,,,,,,19.69,2026-07-21T23:49:29Z,2026-09-17T13:44:09Z
23872,3989,completed,1057.94,0,236,,,,,24186,26.2,2026-08-14T22:55:38Z,2026-09-17T13:44:09Z
23873,3216,completed,934.94,7.99,226,,,,,23054,43.1,2026-08-12T11:03:27Z,2026-09-17T13:44:09Z
23874,3138,completed,3729.88,7.99,239,,,,,26138,18.3,2026-09-16T14:54:29Z,2026-09-17T13:44:09Z
23875,3071,cancelled,1349.97,14.99,221,,,,,27152,72.38,2026-09-08T14:55:24Z,2026-09-17T13:44:09Z
23876,3216,pending,429.98,14.99,,,,,,,55.58,2026-09-14T06:23:03Z,2026-09-17T13:44:09Z
23877,3773,confirmed,179.99,0,249,,,,,,23.97,2026-08-04T15:53:07Z,2026-09-17T13:44:09Z
23878,4137,processing,389.94,7.99,249,,,,,,41.62,2026-08-25T08:18:15Z,2026-09-17T13:44:09Z
23879,3737,routed,389.96,7.99,232,,,,,25758,11.6,2026-09-04T23:24:32Z,2026-09-17T13:44:09Z
23880,2730,completed,415.91,14.99,240,,,,,,78.28,2026-08-07T14:03:04Z,2026-09-17T13:44:09Z
23881,3463,completed,3129.96,0,249,,,,,,91.12,2026-08-17T12:50:01Z,2026-09-17T13:44:09Z
23882,3138,completed,49.98,14.99,240,,,,,22234,80.61,2026-07-31T13:24:35Z,2026-09-17T13:44:09Z
23883,3908,cancelled,1124.96,0,240,,,,,22691,71.06,2026-07-23T17:32:05Z,2026-09-17T13:44:09Z
23884,3526,pending,324.94,14.99,,,,,,,24.61,2026-09-02T08:24:58Z,2026-09-17T13:44:09Z
23885,3514,confirmed,759.96,7.99,245,,,,,,74.39,2026-08-29T12:37:15Z,2026-09-17T13:44:09Z
23886,2835,processing,2599.98,7.99,238,,,,,,35.65,2026-07-30T20:15:59Z,2026-09-17T13:44:09Z
23887,3637,routed,804.93,0,227,,,,,,38,2026-08-26T12:15:27Z,2026-09-17T13:44:09Z
23888,4184,completed,1149.96,0,222,,,,,24306,73.68,2026-08-17T12:28:41Z,2026-09-17T13:44:09Z
23889,3951,completed,1759.97,0,248,,,,,,36.94,2026-08-14T04:19:41Z,2026-09-17T13:44:09Z
23890,2561,completed,599.97,0,232,,,,,,60.72,2026-08-14T21:26:52Z,2026-09-17T13:44:09Z
23891,3082,cancelled,1369.95,0,235,,,,,,44.8,2026-09-14T19:39:05Z,2026-09-17T13:44:09Z
23892,3314,pending,914.95,14.99,,,,,,,47.11,2026-08-07T07:28:23Z,2026-09-17T13:44:09Z
23893,3121,confirmed,1689.94,14.99,246,,,,,,77.99,2026-07-27T05:17:38Z,2026-09-17T13:44:09Z
23894,3502,processing,1024.97,7.99,236,,,,,,45.19,2026-07-19T16:48:36Z,2026-09-17T13:44:09Z
23895,3515,routed,1766.87,7.99,243,,,,,,24.18,2026-08-22T23:10:52Z,2026-09-17T13:44:09Z
23896,3729,completed,1406.89,7.99,223,,,,,23419,84.1,2026-08-06T23:03:07Z,2026-09-17T13:44:09Z
23897,3116,completed,6249.95,7.99,232,,,,,25720,47.23,2026-08-08T22:15:16Z,2026-09-17T13:44:09Z
23898,3463,completed,2699.93,7.99,237,,,,,23641,48.07,2026-08-09T21:29:12Z,2026-09-17T13:44:09Z
23899,2601,cancelled,239.97,0,228,,,,,,66.14,2026-08-05T06:11:08Z,2026-09-17T13:44:09Z
23900,2471,pending,6589.92,7.99,,,,,,23637,47.65,2026-08-26T13:04:22Z,2026-09-17T13:44:09Z
23901,4084,confirmed,177.96,0,221,,,,,,21.48,2026-08-20T08:32:50Z,2026-09-17T13:44:09Z
23902,3044,processing,1149.89,7.99,247,,,,,22322,88.29,2026-08-07T02:54:29Z,2026-09-17T13:44:09Z
23903,4103,routed,2149.91,14.99,237,,,,,,81.98,2026-08-24T22:21:23Z,2026-09-17T13:44:09Z
23904,2248,completed,69.99,7.99,221,,,,,,70.66,2026-07-28T22:36:32Z,2026-09-17T13:44:09Z
23905,4139,completed,2719.89,14.99,249,,,,,25466,46.05,2026-09-07T12:26:28Z,2026-09-17T13:44:09Z
23906,2864,completed,2219.91,7.99,249,,,,,24188,51.04,2026-09-03T07:24:56Z,2026-09-17T13:44:09Z
23907,2637,cancelled,724.95,14.99,229,,,,,24433,22.1,2026-08-24T00:50:32Z,2026-09-17T13:44:09Z
23908,3208,pending,129.96,0,,,,,,24790,58.8,2026-08-18T00:21:15Z,2026-09-17T13:44:09Z
23909,3635,confirmed,872.9,0,245,,,,,,33.15,2026-09-04T00:12:03Z,2026-09-17T13:44:09Z
23910,3202,processing,734.96,0,240,,,,,,82.44,2026-08-17T16:40:20Z,2026-09-17T13:44:09Z
23911,3282,routed,5158.92,7.99,228,,,,,26323,23.23,2026-08-23T16:34:10Z,2026-09-17T13:44:09Z
23912,2584,completed,1014.97,7.99,244,,,,,,67.07,2026-08-07T03:52:08Z,2026-09-17T13:44:09Z
23913,3913,completed,194.96,7.99,231,,,,,25713,44.61,2026-08-12T15:50:30Z,2026-09-17T13:44:09Z
23914,2685,completed,314.94,7.99,250,,,,,22447,28.76,2026-08-01T01:48:37Z,2026-09-17T13:44:09Z
23915,4003,cancelled,509.97,14.99,229,,,,,27155,14.73,2026-07-24T08:06:57Z,2026-09-17T13:44:09Z
23916,3827,pending,144.96,14.99,,,,,,,47.92,2026-08-30T14:12:29Z,2026-09-17T13:44:09Z
23917,2222,confirmed,261.93,7.99,222,,,,,,10.89,2026-07-23T06:53:36Z,2026-09-17T13:44:09Z
23918,2547,processing,549.99,7.99,249,,,,,,63.34,2026-08-27T15:06:11Z,2026-09-17T13:44:09Z
23919,2921,routed,1074.89,14.99,245,,,,,,86.36,2026-09-05T16:09:05Z,2026-09-17T13:44:09Z
23920,2261,completed,4469.87,7.99,228,,,,,26336,56.22,2026-08-11T07:22:52Z,2026-09-17T13:44:09Z
23921,3355,completed,1709.93,7.99,242,,,,,,53.16,2026-07-23T01:48:29Z,2026-09-17T13:44:09Z
23922,2232,completed,307.94,0,241,,,,,26396,29.89,2026-08-03T16:16:13Z,2026-09-17T13:44:09Z
23923,2603,cancelled,1129.89,0,249,,,,,,55.22,2026-08-02T02:40:03Z,2026-09-17T13:44:09Z
23924,4153,pending,1309.89,7.99,,,,,,,61.17,2026-07-24T23:58:10Z,2026-09-17T13:44:09Z
23925,3641,confirmed,525,7.99,236,,,,,,64.05,2026-08-20T04:53:32Z,2026-09-17T13:44:09Z
23926,3701,processing,1289.9,7.99,245,,,,,26872,81.46,2026-07-24T08:53:06Z,2026-09-17T13:44:09Z
23927,3831,routed,157.96,0,236,,,,,25491,88.06,2026-07-21T19:34:30Z,2026-09-17T13:44:09Z
