demand_forecast_id,manufactured_part_id,planning_region,forecast_date,predicted_unit_demand,lower_confidence_units,upper_confidence_units,production_signal_factor,model_version,forecast_explanation,created_at
163,3,Denver Metro,2026-07-12,88,71,113,1.35,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""retooling_request_cluster"",""new_year_retooling_effect"",""outdoor_season_start""],""top_network_account"":""@retooling_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-06-29T21:44:58Z
164,3,Denver Metro,2026-07-13,94,73,115,1.25,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""retooling_request_cluster"",""new_year_retooling_effect"",""outdoor_season_start""],""top_network_account"":""@retooling_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-06-29T21:44:58Z
165,3,Denver Metro,2026-07-14,92,75,117,1.26,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""retooling_request_cluster"",""new_year_retooling_effect"",""outdoor_season_start""],""top_network_account"":""@retooling_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-06-29T21:44:58Z
166,3,Denver Metro,2026-07-15,101,77,119,1.36,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""retooling_request_cluster"",""new_year_retooling_effect"",""outdoor_season_start""],""top_network_account"":""@retooling_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-06-29T21:44:58Z
167,3,Denver Metro,2026-07-16,91,79,121,1.31,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""retooling_request_cluster"",""new_year_retooling_effect"",""outdoor_season_start""],""top_network_account"":""@retooling_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-06-29T21:44:58Z
168,3,Denver Metro,2026-07-17,101,81,123,1.39,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""retooling_request_cluster"",""new_year_retooling_effect"",""outdoor_season_start""],""top_network_account"":""@retooling_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-06-29T21:44:58Z
169,3,Denver Metro,2026-07-18,109,83,125,1.34,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""retooling_request_cluster"",""new_year_retooling_effect"",""outdoor_season_start""],""top_network_account"":""@retooling_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-06-29T21:44:58Z
170,3,Denver Metro,2026-07-19,113,85,127,1.42,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""retooling_request_cluster"",""new_year_retooling_effect"",""outdoor_season_start""],""top_network_account"":""@retooling_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-06-29T21:44:58Z
171,3,Denver Metro,2026-07-20,117,87,129,1.43,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""retooling_request_cluster"",""new_year_retooling_effect"",""outdoor_season_start""],""top_network_account"":""@retooling_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-06-29T21:44:58Z
172,3,Denver Metro,2026-07-21,118,89,131,1.39,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""retooling_request_cluster"",""new_year_retooling_effect"",""outdoor_season_start""],""top_network_account"":""@retooling_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-06-29T21:44:58Z
173,3,Denver Metro,2026-07-22,109,91,133,1.4,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""retooling_request_cluster"",""new_year_retooling_effect"",""outdoor_season_start""],""top_network_account"":""@retooling_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-06-29T21:44:58Z
174,3,Denver Metro,2026-07-23,119,93,135,1.4,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""retooling_request_cluster"",""new_year_retooling_effect"",""outdoor_season_start""],""top_network_account"":""@retooling_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-06-29T21:44:58Z
175,3,Denver Metro,2026-07-24,120,95,137,1.36,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""retooling_request_cluster"",""new_year_retooling_effect"",""outdoor_season_start""],""top_network_account"":""@retooling_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-06-29T21:44:58Z
176,3,Denver Metro,2026-07-25,118,97,139,1.46,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""retooling_request_cluster"",""new_year_retooling_effect"",""outdoor_season_start""],""top_network_account"":""@retooling_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-06-29T21:44:58Z
177,3,Denver Metro,2026-07-26,118,99,141,1.39,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""retooling_request_cluster"",""new_year_retooling_effect"",""outdoor_season_start""],""top_network_account"":""@retooling_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-06-29T21:44:58Z
178,3,Denver Metro,2026-07-27,114,101,143,1.49,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""retooling_request_cluster"",""new_year_retooling_effect"",""outdoor_season_start""],""top_network_account"":""@retooling_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-06-29T21:44:58Z
179,3,Denver Metro,2026-07-28,122,103,145,1.48,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""retooling_request_cluster"",""new_year_retooling_effect"",""outdoor_season_start""],""top_network_account"":""@retooling_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-06-29T21:44:58Z
180,3,Denver Metro,2026-07-29,133,105,147,1.49,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""retooling_request_cluster"",""new_year_retooling_effect"",""outdoor_season_start""],""top_network_account"":""@retooling_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-06-29T21:44:58Z
181,3,Atlanta Metro,2026-06-30,105,63,123,1.2,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""field_service_repair_backlog"",""maintenance_engineer_signal"",""spring_season""],""top_network_account"":""@fieldservice_keisha"",""urgency_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-06-29T21:44:58Z
182,3,Atlanta Metro,2026-07-01,88,66,126,1.17,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""field_service_repair_backlog"",""maintenance_engineer_signal"",""spring_season""],""top_network_account"":""@fieldservice_keisha"",""urgency_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-06-29T21:44:58Z
183,3,Atlanta Metro,2026-07-02,109,69,129,1.17,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""field_service_repair_backlog"",""maintenance_engineer_signal"",""spring_season""],""top_network_account"":""@fieldservice_keisha"",""urgency_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-06-29T21:44:58Z
184,3,Atlanta Metro,2026-07-03,93,72,132,1.2,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""field_service_repair_backlog"",""maintenance_engineer_signal"",""spring_season""],""top_network_account"":""@fieldservice_keisha"",""urgency_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-06-29T21:44:58Z
185,3,Atlanta Metro,2026-07-04,115,75,135,1.24,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""field_service_repair_backlog"",""maintenance_engineer_signal"",""spring_season""],""top_network_account"":""@fieldservice_keisha"",""urgency_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-06-29T21:44:58Z
186,3,Atlanta Metro,2026-07-05,119,78,138,1.25,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""field_service_repair_backlog"",""maintenance_engineer_signal"",""spring_season""],""top_network_account"":""@fieldservice_keisha"",""urgency_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-06-29T21:44:58Z
187,3,Atlanta Metro,2026-07-06,106,81,141,1.2,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""field_service_repair_backlog"",""maintenance_engineer_signal"",""spring_season""],""top_network_account"":""@fieldservice_keisha"",""urgency_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-06-29T21:44:58Z
188,3,Atlanta Metro,2026-07-07,122,84,144,1.28,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""field_service_repair_backlog"",""maintenance_engineer_signal"",""spring_season""],""top_network_account"":""@fieldservice_keisha"",""urgency_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-06-29T21:44:58Z
189,3,Atlanta Metro,2026-07-08,112,87,147,1.29,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""field_service_repair_backlog"",""maintenance_engineer_signal"",""spring_season""],""top_network_account"":""@fieldservice_keisha"",""urgency_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-06-29T21:44:58Z
190,3,Atlanta Metro,2026-07-09,109,90,150,1.31,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""field_service_repair_backlog"",""maintenance_engineer_signal"",""spring_season""],""top_network_account"":""@fieldservice_keisha"",""urgency_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-06-29T21:44:58Z
191,3,Atlanta Metro,2026-07-10,112,93,153,1.19,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""field_service_repair_backlog"",""maintenance_engineer_signal"",""spring_season""],""top_network_account"":""@fieldservice_keisha"",""urgency_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-06-29T21:44:58Z
192,3,Atlanta Metro,2026-07-11,137,96,156,1.29,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""field_service_repair_backlog"",""maintenance_engineer_signal"",""spring_season""],""top_network_account"":""@fieldservice_keisha"",""urgency_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-06-29T21:44:58Z
193,3,Atlanta Metro,2026-07-12,121,99,159,1.31,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""field_service_repair_backlog"",""maintenance_engineer_signal"",""spring_season""],""top_network_account"":""@fieldservice_keisha"",""urgency_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-06-29T21:44:58Z
194,3,Atlanta Metro,2026-07-13,137,102,162,1.27,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""field_service_repair_backlog"",""maintenance_engineer_signal"",""spring_season""],""top_network_account"":""@fieldservice_keisha"",""urgency_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-06-29T21:44:58Z
195,3,Atlanta Metro,2026-07-14,125,105,165,1.28,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""field_service_repair_backlog"",""maintenance_engineer_signal"",""spring_season""],""top_network_account"":""@fieldservice_keisha"",""urgency_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-06-29T21:44:58Z
196,3,Atlanta Metro,2026-07-15,143,108,168,1.35,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""field_service_repair_backlog"",""maintenance_engineer_signal"",""spring_season""],""top_network_account"":""@fieldservice_keisha"",""urgency_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-06-29T21:44:58Z
197,3,Atlanta Metro,2026-07-16,138,111,171,1.27,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""field_service_repair_backlog"",""maintenance_engineer_signal"",""spring_season""],""top_network_account"":""@fieldservice_keisha"",""urgency_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-06-29T21:44:58Z
198,3,Atlanta Metro,2026-07-17,148,114,174,1.39,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""field_service_repair_backlog"",""maintenance_engineer_signal"",""spring_season""],""top_network_account"":""@fieldservice_keisha"",""urgency_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-06-29T21:44:58Z
199,3,Atlanta Metro,2026-07-18,150,117,177,1.3,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""field_service_repair_backlog"",""maintenance_engineer_signal"",""spring_season""],""top_network_account"":""@fieldservice_keisha"",""urgency_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-06-29T21:44:58Z
200,3,Atlanta Metro,2026-07-19,144,120,180,1.32,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""field_service_repair_backlog"",""maintenance_engineer_signal"",""spring_season""],""top_network_account"":""@fieldservice_keisha"",""urgency_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-06-29T21:44:58Z
201,3,Atlanta Metro,2026-07-20,153,123,183,1.4,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""field_service_repair_backlog"",""maintenance_engineer_signal"",""spring_season""],""top_network_account"":""@fieldservice_keisha"",""urgency_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-06-29T21:44:58Z
202,3,Atlanta Metro,2026-07-21,153,126,186,1.32,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""field_service_repair_backlog"",""maintenance_engineer_signal"",""spring_season""],""top_network_account"":""@fieldservice_keisha"",""urgency_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-06-29T21:44:58Z
203,3,Atlanta Metro,2026-07-22,161,129,189,1.37,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""field_service_repair_backlog"",""maintenance_engineer_signal"",""spring_season""],""top_network_account"":""@fieldservice_keisha"",""urgency_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-06-29T21:44:58Z
204,3,Atlanta Metro,2026-07-23,170,132,192,1.44,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""field_service_repair_backlog"",""maintenance_engineer_signal"",""spring_season""],""top_network_account"":""@fieldservice_keisha"",""urgency_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-06-29T21:44:58Z
205,3,Atlanta Metro,2026-07-24,154,135,195,1.37,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""field_service_repair_backlog"",""maintenance_engineer_signal"",""spring_season""],""top_network_account"":""@fieldservice_keisha"",""urgency_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-06-29T21:44:58Z
206,3,Atlanta Metro,2026-07-25,178,138,198,1.43,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""field_service_repair_backlog"",""maintenance_engineer_signal"",""spring_season""],""top_network_account"":""@fieldservice_keisha"",""urgency_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-06-29T21:44:58Z
207,3,Atlanta Metro,2026-07-26,179,141,201,1.49,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""field_service_repair_backlog"",""maintenance_engineer_signal"",""spring_season""],""top_network_account"":""@fieldservice_keisha"",""urgency_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-06-29T21:44:58Z
208,3,Atlanta Metro,2026-07-27,172,144,204,1.41,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""field_service_repair_backlog"",""maintenance_engineer_signal"",""spring_season""],""top_network_account"":""@fieldservice_keisha"",""urgency_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-06-29T21:44:58Z
209,3,Atlanta Metro,2026-07-28,183,147,207,1.53,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""field_service_repair_backlog"",""maintenance_engineer_signal"",""spring_season""],""top_network_account"":""@fieldservice_keisha"",""urgency_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-06-29T21:44:58Z
210,3,Atlanta Metro,2026-07-29,169,150,210,1.42,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""field_service_repair_backlog"",""maintenance_engineer_signal"",""spring_season""],""top_network_account"":""@fieldservice_keisha"",""urgency_score"":68,""confidence"":""medium"",""trend"":""growing""}",2026-06-29T21:44:58Z
211,4,Miami-South Florida,2026-06-30,135,83,158,1.75,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""supplier_delay_spike"",""summer_shutdown_planning"",""heat_risk_inspection""],""top_network_account"":""@supplier_sam"",""urgency_score"":91,""confidence"":""very_high"",""trend"":""critical_surge""}",2026-06-29T21:44:58Z
212,4,Miami-South Florida,2026-07-01,126,90,165,1.61,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""supplier_delay_spike"",""summer_shutdown_planning"",""heat_risk_inspection""],""top_network_account"":""@supplier_sam"",""urgency_score"":91,""confidence"":""very_high"",""trend"":""critical_surge""}",2026-06-29T21:44:58Z
213,4,Miami-South Florida,2026-07-02,119,97,172,1.76,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""supplier_delay_spike"",""summer_shutdown_planning"",""heat_risk_inspection""],""top_network_account"":""@supplier_sam"",""urgency_score"":91,""confidence"":""very_high"",""trend"":""critical_surge""}",2026-06-29T21:44:58Z
214,4,Miami-South Florida,2026-07-03,151,104,179,1.93,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""supplier_delay_spike"",""summer_shutdown_planning"",""heat_risk_inspection""],""top_network_account"":""@supplier_sam"",""urgency_score"":91,""confidence"":""very_high"",""trend"":""critical_surge""}",2026-06-29T21:44:58Z
215,4,Miami-South Florida,2026-07-04,152,111,186,1.69,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""supplier_delay_spike"",""summer_shutdown_planning"",""heat_risk_inspection""],""top_network_account"":""@supplier_sam"",""urgency_score"":91,""confidence"":""very_high"",""trend"":""critical_surge""}",2026-06-29T21:44:58Z
216,4,Miami-South Florida,2026-07-05,145,118,193,2,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""supplier_delay_spike"",""summer_shutdown_planning"",""heat_risk_inspection""],""top_network_account"":""@supplier_sam"",""urgency_score"":91,""confidence"":""very_high"",""trend"":""critical_surge""}",2026-06-29T21:44:58Z
217,4,Miami-South Florida,2026-07-06,167,125,200,1.94,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""supplier_delay_spike"",""summer_shutdown_planning"",""heat_risk_inspection""],""top_network_account"":""@supplier_sam"",""urgency_score"":91,""confidence"":""very_high"",""trend"":""critical_surge""}",2026-06-29T21:44:58Z
218,4,Miami-South Florida,2026-07-07,153,132,207,2.04,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""supplier_delay_spike"",""summer_shutdown_planning"",""heat_risk_inspection""],""top_network_account"":""@supplier_sam"",""urgency_score"":91,""confidence"":""very_high"",""trend"":""critical_surge""}",2026-06-29T21:44:58Z
219,4,Miami-South Florida,2026-07-08,171,139,214,2.11,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""supplier_delay_spike"",""summer_shutdown_planning"",""heat_risk_inspection""],""top_network_account"":""@supplier_sam"",""urgency_score"":91,""confidence"":""very_high"",""trend"":""critical_surge""}",2026-06-29T21:44:58Z
220,4,Miami-South Florida,2026-07-09,180,146,221,2.02,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""supplier_delay_spike"",""summer_shutdown_planning"",""heat_risk_inspection""],""top_network_account"":""@supplier_sam"",""urgency_score"":91,""confidence"":""very_high"",""trend"":""critical_surge""}",2026-06-29T21:44:58Z
221,4,Miami-South Florida,2026-07-10,204,153,228,2.15,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""supplier_delay_spike"",""summer_shutdown_planning"",""heat_risk_inspection""],""top_network_account"":""@supplier_sam"",""urgency_score"":91,""confidence"":""very_high"",""trend"":""critical_surge""}",2026-06-29T21:44:58Z
222,4,Miami-South Florida,2026-07-11,210,160,235,2.33,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""supplier_delay_spike"",""summer_shutdown_planning"",""heat_risk_inspection""],""top_network_account"":""@supplier_sam"",""urgency_score"":91,""confidence"":""very_high"",""trend"":""critical_surge""}",2026-06-29T21:44:58Z
223,4,Miami-South Florida,2026-07-12,192,167,242,2.1,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""supplier_delay_spike"",""summer_shutdown_planning"",""heat_risk_inspection""],""top_network_account"":""@supplier_sam"",""urgency_score"":91,""confidence"":""very_high"",""trend"":""critical_surge""}",2026-06-29T21:44:58Z
224,4,Miami-South Florida,2026-07-13,226,174,249,2.15,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""supplier_delay_spike"",""summer_shutdown_planning"",""heat_risk_inspection""],""top_network_account"":""@supplier_sam"",""urgency_score"":91,""confidence"":""very_high"",""trend"":""critical_surge""}",2026-06-29T21:44:58Z
225,4,Miami-South Florida,2026-07-14,203,181,256,2.42,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""supplier_delay_spike"",""summer_shutdown_planning"",""heat_risk_inspection""],""top_network_account"":""@supplier_sam"",""urgency_score"":91,""confidence"":""very_high"",""trend"":""critical_surge""}",2026-06-29T21:44:58Z
226,4,Miami-South Florida,2026-07-15,240,188,263,2.4,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""supplier_delay_spike"",""summer_shutdown_planning"",""heat_risk_inspection""],""top_network_account"":""@supplier_sam"",""urgency_score"":91,""confidence"":""very_high"",""trend"":""critical_surge""}",2026-06-29T21:44:58Z
227,4,Miami-South Florida,2026-07-16,215,195,270,2.52,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""supplier_delay_spike"",""summer_shutdown_planning"",""heat_risk_inspection""],""top_network_account"":""@supplier_sam"",""urgency_score"":91,""confidence"":""very_high"",""trend"":""critical_surge""}",2026-06-29T21:44:58Z
228,4,Miami-South Florida,2026-07-17,241,202,277,2.5,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""supplier_delay_spike"",""summer_shutdown_planning"",""heat_risk_inspection""],""top_network_account"":""@supplier_sam"",""urgency_score"":91,""confidence"":""very_high"",""trend"":""critical_surge""}",2026-06-29T21:44:58Z
229,4,Miami-South Florida,2026-07-18,240,209,284,2.42,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""supplier_delay_spike"",""summer_shutdown_planning"",""heat_risk_inspection""],""top_network_account"":""@supplier_sam"",""urgency_score"":91,""confidence"":""very_high"",""trend"":""critical_surge""}",2026-06-29T21:44:58Z
230,4,Miami-South Florida,2026-07-19,270,216,291,2.48,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""supplier_delay_spike"",""summer_shutdown_planning"",""heat_risk_inspection""],""top_network_account"":""@supplier_sam"",""urgency_score"":91,""confidence"":""very_high"",""trend"":""critical_surge""}",2026-06-29T21:44:58Z
231,4,Miami-South Florida,2026-07-20,257,223,298,2.45,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""supplier_delay_spike"",""summer_shutdown_planning"",""heat_risk_inspection""],""top_network_account"":""@supplier_sam"",""urgency_score"":91,""confidence"":""very_high"",""trend"":""critical_surge""}",2026-06-29T21:44:58Z
232,4,Miami-South Florida,2026-07-21,270,230,305,2.77,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""supplier_delay_spike"",""summer_shutdown_planning"",""heat_risk_inspection""],""top_network_account"":""@supplier_sam"",""urgency_score"":91,""confidence"":""very_high"",""trend"":""critical_surge""}",2026-06-29T21:44:58Z
233,4,Miami-South Florida,2026-07-22,281,237,312,2.87,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""supplier_delay_spike"",""summer_shutdown_planning"",""heat_risk_inspection""],""top_network_account"":""@supplier_sam"",""urgency_score"":91,""confidence"":""very_high"",""trend"":""critical_surge""}",2026-06-29T21:44:58Z
234,4,Miami-South Florida,2026-07-23,270,244,319,2.65,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""supplier_delay_spike"",""summer_shutdown_planning"",""heat_risk_inspection""],""top_network_account"":""@supplier_sam"",""urgency_score"":91,""confidence"":""very_high"",""trend"":""critical_surge""}",2026-06-29T21:44:58Z
235,4,Miami-South Florida,2026-07-24,290,251,326,2.95,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""supplier_delay_spike"",""summer_shutdown_planning"",""heat_risk_inspection""],""top_network_account"":""@supplier_sam"",""urgency_score"":91,""confidence"":""very_high"",""trend"":""critical_surge""}",2026-06-29T21:44:58Z
236,4,Miami-South Florida,2026-07-25,296,258,333,2.93,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""supplier_delay_spike"",""summer_shutdown_planning"",""heat_risk_inspection""],""top_network_account"":""@supplier_sam"",""urgency_score"":91,""confidence"":""very_high"",""trend"":""critical_surge""}",2026-06-29T21:44:58Z
237,4,Miami-South Florida,2026-07-26,302,265,340,3.1,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""supplier_delay_spike"",""summer_shutdown_planning"",""heat_risk_inspection""],""top_network_account"":""@supplier_sam"",""urgency_score"":91,""confidence"":""very_high"",""trend"":""critical_surge""}",2026-06-29T21:44:58Z
238,4,Miami-South Florida,2026-07-27,326,272,347,2.83,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""supplier_delay_spike"",""summer_shutdown_planning"",""heat_risk_inspection""],""top_network_account"":""@supplier_sam"",""urgency_score"":91,""confidence"":""very_high"",""trend"":""critical_surge""}",2026-06-29T21:44:58Z
239,4,Miami-South Florida,2026-07-28,333,279,354,2.99,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""supplier_delay_spike"",""summer_shutdown_planning"",""heat_risk_inspection""],""top_network_account"":""@supplier_sam"",""urgency_score"":91,""confidence"":""very_high"",""trend"":""critical_surge""}",2026-06-29T21:44:58Z
240,4,Miami-South Florida,2026-07-29,322,286,361,2.94,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""supplier_delay_spike"",""summer_shutdown_planning"",""heat_risk_inspection""],""top_network_account"":""@supplier_sam"",""urgency_score"":91,""confidence"":""very_high"",""trend"":""critical_surge""}",2026-06-29T21:44:58Z
241,4,New York Metro,2026-06-30,163,122,218,1.8,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""specialty_component_spike"",""oem_schedule_pull_in"",""high_priority_capacity_need""],""top_network_account"":""@quality_nina"",""urgency_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-06-29T21:44:58Z
242,4,New York Metro,2026-07-01,179,131,227,1.82,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""specialty_component_spike"",""oem_schedule_pull_in"",""high_priority_capacity_need""],""top_network_account"":""@quality_nina"",""urgency_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-06-29T21:44:58Z
