signal_part_mention_id,production_signal_id,manufactured_part_id,confidence_score,mention_type,created_at
960,1356,22,0.805,semantic,2026-06-29T21:44:57Z
961,1357,2,0.746,hashtag,2026-06-29T21:44:57Z
962,1358,16,0.843,visual,2026-06-29T21:44:57Z
963,1359,26,0.974,inferred,2026-06-29T21:44:57Z
964,1360,7,0.866,direct,2026-06-29T21:44:57Z
965,1362,26,0.842,hashtag,2026-06-29T21:44:57Z
966,1363,27,0.938,visual,2026-06-29T21:44:57Z
967,1365,28,0.816,direct,2026-06-29T21:44:57Z
968,1366,30,0.959,semantic,2026-06-29T21:44:57Z
969,1369,25,0.844,inferred,2026-06-29T21:44:57Z
970,1370,23,0.97,direct,2026-06-29T21:44:57Z
971,1371,21,0.875,semantic,2026-06-29T21:44:57Z
972,1372,16,0.802,hashtag,2026-06-29T21:44:57Z
973,1375,10,0.864,direct,2026-06-29T21:44:57Z
974,1376,5,0.754,semantic,2026-06-29T21:44:57Z
975,1381,25,0.99,semantic,2026-06-29T21:44:57Z
976,1382,21,0.75,hashtag,2026-06-29T21:44:57Z
977,1383,2,0.999,visual,2026-06-29T21:44:57Z
978,1384,17,0.714,inferred,2026-06-29T21:44:57Z
979,1385,1,0.949,direct,2026-06-29T21:44:57Z
980,1387,16,0.983,hashtag,2026-06-29T21:44:57Z
981,1389,24,0.853,inferred,2026-06-29T21:44:57Z
982,1390,4,0.982,direct,2026-06-29T21:44:57Z
983,1392,18,0.78,hashtag,2026-06-29T21:44:57Z
984,1393,31,0.75,visual,2026-06-29T21:44:57Z
985,1395,10,0.755,direct,2026-06-29T21:44:57Z
986,1396,27,0.978,semantic,2026-06-29T21:44:57Z
987,1398,9,0.87,visual,2026-06-29T21:44:57Z
988,1399,20,0.771,inferred,2026-06-29T21:44:57Z
989,1400,7,0.932,direct,2026-06-29T21:44:57Z
990,1401,16,0.766,semantic,2026-06-29T21:44:57Z
991,1403,24,0.819,visual,2026-06-29T21:44:57Z
992,1405,1,0.806,direct,2026-06-29T21:44:57Z
993,1406,23,0.857,semantic,2026-06-29T21:44:57Z
994,1407,30,0.861,hashtag,2026-06-29T21:44:57Z
995,1408,30,0.77,visual,2026-06-29T21:44:57Z
996,1409,1,0.91,inferred,2026-06-29T21:44:57Z
997,1410,6,0.922,direct,2026-06-29T21:44:57Z
998,1413,7,0.967,visual,2026-06-29T21:44:57Z
999,1414,24,0.945,inferred,2026-06-29T21:44:57Z
1000,1417,5,0.804,hashtag,2026-06-29T21:44:57Z
1001,1418,20,0.735,visual,2026-06-29T21:44:57Z
1002,1420,2,0.814,direct,2026-06-29T21:44:57Z
1003,1421,29,0.906,semantic,2026-06-29T21:44:57Z
1004,1422,22,0.918,hashtag,2026-06-29T21:44:57Z
1005,1424,15,0.907,inferred,2026-06-29T21:44:57Z
1006,1425,29,0.832,direct,2026-06-29T21:44:57Z
1007,1426,2,0.721,semantic,2026-06-29T21:44:57Z
1008,1429,5,0.864,inferred,2026-06-29T21:44:57Z
1009,1430,1,0.714,direct,2026-06-29T21:44:57Z
1010,1431,20,0.726,semantic,2026-06-29T21:44:57Z
1011,1432,23,0.988,hashtag,2026-06-29T21:44:57Z
1012,1433,9,0.739,visual,2026-06-29T21:44:57Z
1013,1434,19,0.794,inferred,2026-06-29T21:44:57Z
1014,1437,19,0.719,hashtag,2026-06-29T21:44:57Z
1015,1440,18,0.76,direct,2026-06-29T21:44:57Z
1016,1441,30,0.982,semantic,2026-06-29T21:44:57Z
1017,1442,14,0.793,hashtag,2026-06-29T21:44:57Z
1018,1443,16,0.967,visual,2026-06-29T21:44:57Z
1019,1444,18,0.944,inferred,2026-06-29T21:44:57Z
1020,1445,17,0.89,direct,2026-06-29T21:44:57Z
1021,1446,18,0.733,semantic,2026-06-29T21:44:57Z
1022,1448,15,0.711,visual,2026-06-29T21:44:57Z
1023,1449,2,0.973,inferred,2026-06-29T21:44:57Z
1024,1450,30,0.799,direct,2026-06-29T21:44:57Z
1025,1451,29,0.955,semantic,2026-06-29T21:44:57Z
1026,1452,13,0.763,hashtag,2026-06-29T21:44:57Z
1027,1453,9,0.917,visual,2026-06-29T21:44:57Z
1028,1455,28,0.838,direct,2026-06-29T21:44:57Z
1029,1456,3,0.996,semantic,2026-06-29T21:44:57Z
1030,1457,20,0.786,hashtag,2026-06-29T21:44:57Z
1031,1458,2,0.841,visual,2026-06-29T21:44:57Z
1032,1459,30,0.743,inferred,2026-06-29T21:44:57Z
1033,1460,15,0.995,direct,2026-06-29T21:44:57Z
1034,1462,24,0.708,hashtag,2026-06-29T21:44:57Z
1035,1463,16,0.982,visual,2026-06-29T21:44:57Z
1036,1464,27,0.867,inferred,2026-06-29T21:44:57Z
1037,1465,8,0.771,direct,2026-06-29T21:44:57Z
1038,1467,30,0.954,hashtag,2026-06-29T21:44:57Z
1039,1468,3,0.901,visual,2026-06-29T21:44:57Z
1040,1470,20,0.885,direct,2026-06-29T21:44:57Z
1041,1471,28,0.95,semantic,2026-06-29T21:44:57Z
1042,1472,9,0.916,hashtag,2026-06-29T21:44:57Z
1043,1474,19,0.853,inferred,2026-06-29T21:44:57Z
1044,1475,28,0.701,direct,2026-06-29T21:44:57Z
1045,1476,28,0.819,semantic,2026-06-29T21:44:57Z
1046,1477,24,0.967,hashtag,2026-06-29T21:44:57Z
1047,1478,15,0.932,visual,2026-06-29T21:44:57Z
1048,1480,29,0.881,direct,2026-06-29T21:44:57Z
1049,1481,10,0.775,semantic,2026-06-29T21:44:57Z
1050,1482,14,0.746,hashtag,2026-06-29T21:44:57Z
1051,1483,8,0.793,visual,2026-06-29T21:44:57Z
1052,1485,20,0.782,direct,2026-06-29T21:44:57Z
1053,1486,14,0.766,semantic,2026-06-29T21:44:57Z
1054,1488,9,0.96,visual,2026-06-29T21:44:57Z
1055,1489,21,0.845,inferred,2026-06-29T21:44:57Z
1056,1490,3,0.765,direct,2026-06-29T21:44:57Z
1057,1491,23,0.704,semantic,2026-06-29T21:44:57Z
1058,1492,4,0.926,hashtag,2026-06-29T21:44:57Z
1059,1494,31,0.847,inferred,2026-06-29T21:44:57Z
1060,1495,10,0.923,direct,2026-06-29T21:44:57Z
1061,1499,21,0.86,inferred,2026-06-29T21:44:57Z
1062,1501,1,0.722,semantic,2026-06-29T21:44:57Z
1063,1503,18,0.828,visual,2026-06-29T21:44:57Z
1064,1505,31,0.783,direct,2026-06-29T21:44:57Z
1065,1506,22,0.991,semantic,2026-06-29T21:44:57Z
1066,1507,16,0.772,hashtag,2026-06-29T21:44:57Z
1067,1508,14,0.997,visual,2026-06-29T21:44:57Z
1068,1509,24,0.749,inferred,2026-06-29T21:44:57Z
1069,1511,30,0.719,semantic,2026-06-29T21:44:57Z
1070,1512,4,0.762,hashtag,2026-06-29T21:44:57Z
1071,1513,22,0.921,visual,2026-06-29T21:44:57Z
1072,1514,15,0.978,inferred,2026-06-29T21:44:57Z
1073,1516,24,0.728,semantic,2026-06-29T21:44:57Z
1074,1518,15,0.725,visual,2026-06-29T21:44:57Z
1075,1519,7,0.836,inferred,2026-06-29T21:44:57Z
1076,1520,20,0.943,direct,2026-06-29T21:44:57Z
1077,1521,30,0.747,semantic,2026-06-29T21:44:57Z
1078,1522,10,0.834,hashtag,2026-06-29T21:44:57Z
1079,1524,7,0.747,inferred,2026-06-29T21:44:57Z
1080,1525,2,0.76,direct,2026-06-29T21:44:57Z
1081,1526,19,0.989,semantic,2026-06-29T21:44:57Z
1082,1527,24,0.833,hashtag,2026-06-29T21:44:57Z
1083,1528,1,0.751,visual,2026-06-29T21:44:57Z
1084,1529,29,0.962,inferred,2026-06-29T21:44:57Z
1085,1531,7,0.814,semantic,2026-06-29T21:44:57Z
1086,1532,9,0.792,hashtag,2026-06-29T21:44:57Z
1087,1534,5,0.974,inferred,2026-06-29T21:44:57Z
1088,1536,4,0.95,semantic,2026-06-29T21:44:57Z
1089,1537,8,0.873,hashtag,2026-06-29T21:44:57Z
1090,1538,18,0.84,visual,2026-06-29T21:44:57Z
1091,1539,15,0.997,inferred,2026-06-29T21:44:57Z
1092,1540,25,0.75,direct,2026-06-29T21:44:57Z
1093,1541,9,0.72,semantic,2026-06-29T21:44:57Z
1094,1544,10,0.961,inferred,2026-06-29T21:44:57Z
1095,1545,2,0.962,direct,2026-06-29T21:44:57Z
1096,1546,2,0.95,semantic,2026-06-29T21:44:57Z
1097,1547,18,0.856,hashtag,2026-06-29T21:44:57Z
1098,1548,17,0.957,visual,2026-06-29T21:44:57Z
1099,1550,2,0.895,direct,2026-06-29T21:44:57Z
1100,1551,9,0.77,semantic,2026-06-29T21:44:57Z
1101,1552,7,0.863,hashtag,2026-06-29T21:44:57Z
1102,1553,17,0.856,visual,2026-06-29T21:44:57Z
1103,1554,16,0.831,inferred,2026-06-29T21:44:57Z
1104,1555,8,0.904,direct,2026-06-29T21:44:57Z
1105,1556,6,0.864,semantic,2026-06-29T21:44:57Z
1106,1557,1,0.94,hashtag,2026-06-29T21:44:57Z
1107,1558,19,0.769,visual,2026-06-29T21:44:57Z
1108,1559,13,0.841,inferred,2026-06-29T21:44:57Z
1109,1560,17,0.919,direct,2026-06-29T21:44:57Z
1110,1562,2,0.759,hashtag,2026-06-29T21:44:57Z
1111,1563,13,0.912,visual,2026-06-29T21:44:57Z
1112,1564,6,0.941,inferred,2026-06-29T21:44:57Z
1113,1566,11,0.903,semantic,2026-06-29T21:44:57Z
1114,1567,13,0.834,hashtag,2026-06-29T21:44:57Z
1115,1570,16,0.702,direct,2026-06-29T21:44:57Z
1116,1572,24,0.947,hashtag,2026-06-29T21:44:57Z
1117,1573,7,0.738,visual,2026-06-29T21:44:57Z
1118,1574,26,0.712,inferred,2026-06-29T21:44:57Z
1119,1576,23,0.876,semantic,2026-06-29T21:44:57Z
1120,1579,9,0.909,inferred,2026-06-29T21:44:57Z
1121,1580,24,0.841,direct,2026-06-29T21:44:57Z
1122,1581,12,0.744,semantic,2026-06-29T21:44:57Z
1123,1582,30,0.944,hashtag,2026-06-29T21:44:57Z
1124,1585,22,0.957,direct,2026-06-29T21:44:57Z
1125,1586,11,0.771,semantic,2026-06-29T21:44:57Z
1126,1587,13,0.793,hashtag,2026-06-29T21:44:57Z
1127,1588,20,0.729,visual,2026-06-29T21:44:57Z
1128,1589,11,0.749,inferred,2026-06-29T21:44:57Z
1129,1590,6,0.954,direct,2026-06-29T21:44:57Z
1130,1592,4,0.907,hashtag,2026-06-29T21:44:57Z
1131,1593,3,0.789,visual,2026-06-29T21:44:57Z
1132,1594,21,0.841,inferred,2026-06-29T21:44:57Z
1133,1595,25,0.872,direct,2026-06-29T21:44:57Z
1134,1596,2,0.935,semantic,2026-06-29T21:44:57Z
1135,1598,18,0.827,visual,2026-06-29T21:44:57Z
1136,1599,5,0.855,inferred,2026-06-29T21:44:57Z
1137,1600,27,0.976,direct,2026-06-29T21:44:57Z
1138,1601,17,0.987,semantic,2026-06-29T21:44:57Z
1139,1602,7,0.991,hashtag,2026-06-29T21:44:57Z
1140,1603,5,0.797,visual,2026-06-29T21:44:57Z
1141,1604,30,0.755,inferred,2026-06-29T21:44:57Z
1142,1605,7,0.85,direct,2026-06-29T21:44:57Z
1143,1606,23,0.863,semantic,2026-06-29T21:44:57Z
1144,1609,2,0.94,inferred,2026-06-29T21:44:57Z
1145,1610,4,0.843,direct,2026-06-29T21:44:57Z
1146,1612,21,0.852,hashtag,2026-06-29T21:44:57Z
1147,1613,25,0.74,visual,2026-06-29T21:44:57Z
1148,1614,24,0.818,inferred,2026-06-29T21:44:57Z
1149,1616,11,0.77,semantic,2026-06-29T21:44:57Z
1150,1618,4,0.718,visual,2026-06-29T21:44:57Z
1151,1620,18,0.751,direct,2026-06-29T21:44:57Z
1152,1621,20,0.732,semantic,2026-06-29T21:44:57Z
1153,1622,11,0.706,hashtag,2026-06-29T21:44:57Z
1154,1623,17,0.976,visual,2026-06-29T21:44:57Z
1155,1624,12,0.987,inferred,2026-06-29T21:44:57Z
1156,1625,27,0.99,direct,2026-06-29T21:44:57Z
1157,1626,19,0.802,semantic,2026-06-29T21:44:57Z
1158,1627,18,0.986,hashtag,2026-06-29T21:44:57Z
1159,1628,15,0.859,visual,2026-06-29T21:44:57Z
1160,1629,28,0.848,inferred,2026-06-29T21:44:57Z
1161,1631,16,0.715,semantic,2026-06-29T21:44:57Z
1162,1632,30,0.727,hashtag,2026-06-29T21:44:57Z
1163,1634,31,0.716,inferred,2026-06-29T21:44:57Z
1164,1635,20,0.844,direct,2026-06-29T21:44:57Z
1165,1637,1,0.706,hashtag,2026-06-29T21:44:57Z
1166,1638,28,0.879,visual,2026-06-29T21:44:57Z
1167,1639,2,0.913,inferred,2026-06-29T21:44:57Z
1168,1640,29,0.764,direct,2026-06-29T21:44:57Z
1169,1642,9,0.846,hashtag,2026-06-29T21:44:57Z
1170,1643,27,0.728,visual,2026-06-29T21:44:57Z
1171,1645,11,0.957,direct,2026-06-29T21:44:57Z
1172,1646,23,0.772,semantic,2026-06-29T21:44:57Z
1173,1648,1,0.829,visual,2026-06-29T21:44:57Z
1174,1649,9,0.943,inferred,2026-06-29T21:44:57Z
1175,1650,18,0.896,direct,2026-06-29T21:44:57Z
1176,1652,21,0.905,hashtag,2026-06-29T21:44:57Z
1177,1653,22,0.8,visual,2026-06-29T21:44:57Z
1178,1655,21,0.784,direct,2026-06-29T21:44:57Z
1179,1657,16,0.796,hashtag,2026-06-29T21:44:57Z
1180,1658,8,0.929,visual,2026-06-29T21:44:57Z
1181,1659,5,0.881,inferred,2026-06-29T21:44:57Z
1182,1660,6,0.887,direct,2026-06-29T21:44:57Z
1183,1661,20,0.805,semantic,2026-06-29T21:44:57Z
1184,1665,17,0.81,direct,2026-06-29T21:44:57Z
1185,1666,19,0.865,semantic,2026-06-29T21:44:57Z
1186,1667,4,0.813,hashtag,2026-06-29T21:44:57Z
1187,1668,7,0.743,visual,2026-06-29T21:44:57Z
1188,1669,24,0.765,inferred,2026-06-29T21:44:57Z
1189,1672,9,0.971,hashtag,2026-06-29T21:44:57Z
1190,1674,29,0.745,inferred,2026-06-29T21:44:57Z
1191,1675,5,0.967,direct,2026-06-29T21:44:57Z
1192,1676,16,0.988,semantic,2026-06-29T21:44:57Z
1193,1677,12,0.892,hashtag,2026-06-29T21:44:57Z
1194,1678,24,0.79,visual,2026-06-29T21:44:57Z
1195,1680,30,0.702,direct,2026-06-29T21:44:57Z
1196,1681,10,0.998,semantic,2026-06-29T21:44:57Z
1197,1684,6,0.822,inferred,2026-06-29T21:44:57Z
1198,1685,26,0.933,direct,2026-06-29T21:44:57Z
1199,1686,6,0.828,semantic,2026-06-29T21:44:57Z
1200,1687,9,0.73,hashtag,2026-06-29T21:44:57Z
1201,1689,31,0.969,inferred,2026-06-29T21:44:57Z
1202,1691,12,0.987,semantic,2026-06-29T21:44:57Z
1203,1692,7,0.791,hashtag,2026-06-29T21:44:57Z
1204,1694,1,0.976,inferred,2026-06-29T21:44:57Z
1205,1695,17,0.727,direct,2026-06-29T21:44:57Z
1206,1697,27,0.834,hashtag,2026-06-29T21:44:57Z
1207,1698,5,0.804,visual,2026-06-29T21:44:57Z
1208,1700,18,0.964,direct,2026-06-29T21:44:57Z
1209,1701,9,0.789,semantic,2026-06-29T21:44:57Z
1210,1705,20,0.771,direct,2026-06-29T21:44:57Z
1211,1707,20,0.896,hashtag,2026-06-29T21:44:57Z
1212,1708,13,0.77,visual,2026-06-29T21:44:57Z
1213,1712,11,0.923,hashtag,2026-06-29T21:44:57Z
1214,1713,12,0.918,visual,2026-06-29T21:44:57Z
1215,1714,18,0.785,inferred,2026-06-29T21:44:57Z
1216,1715,18,0.896,direct,2026-06-29T21:44:57Z
1217,1716,22,0.853,semantic,2026-06-29T21:44:57Z
1218,1717,26,0.917,hashtag,2026-06-29T21:44:57Z
1219,1720,22,0.783,direct,2026-06-29T21:44:57Z
1220,1721,27,0.997,semantic,2026-06-29T21:44:57Z
1221,1722,11,0.897,hashtag,2026-06-29T21:44:57Z
1222,1723,17,0.834,visual,2026-06-29T21:44:57Z
1223,1724,14,0.858,inferred,2026-06-29T21:44:57Z
1224,1725,14,0.812,direct,2026-06-29T21:44:57Z
1225,1726,3,0.723,semantic,2026-06-29T21:44:57Z
1226,1728,2,0.992,visual,2026-06-29T21:44:57Z
1227,1732,29,0.965,hashtag,2026-06-29T21:44:57Z
1228,1733,19,0.932,visual,2026-06-29T21:44:57Z
1229,1735,25,0.915,direct,2026-06-29T21:44:57Z
1230,1736,14,0.886,semantic,2026-06-29T21:44:57Z
1231,1737,11,0.801,hashtag,2026-06-29T21:44:57Z
1232,1738,27,0.891,visual,2026-06-29T21:44:57Z
1233,1740,30,0.863,direct,2026-06-29T21:44:57Z
1234,1743,31,0.949,visual,2026-06-29T21:44:57Z
1235,1744,28,0.807,inferred,2026-06-29T21:44:57Z
1236,1745,18,0.885,direct,2026-06-29T21:44:57Z
1237,1747,21,0.823,hashtag,2026-06-29T21:44:57Z
1238,1748,15,0.985,visual,2026-06-29T21:44:57Z
1239,1750,1,0.881,direct,2026-06-29T21:44:57Z
1240,1751,26,0.903,semantic,2026-06-29T21:44:57Z
1241,1752,24,0.896,hashtag,2026-06-29T21:44:57Z
1242,1753,8,0.906,visual,2026-06-29T21:44:57Z
1243,1758,9,0.965,visual,2026-06-29T21:44:57Z
1244,1761,29,0.758,semantic,2026-06-29T21:44:57Z
1245,1763,26,0.843,visual,2026-06-29T21:44:57Z
1246,1764,23,0.702,inferred,2026-06-29T21:44:57Z
1247,1765,17,0.793,direct,2026-06-29T21:44:57Z
1248,1767,25,0.843,hashtag,2026-06-29T21:44:57Z
1249,1768,4,0.836,visual,2026-06-29T21:44:57Z
1250,1770,11,0.981,direct,2026-06-29T21:44:57Z
1251,1772,25,0.793,hashtag,2026-06-29T21:44:57Z
1252,1773,20,0.999,visual,2026-06-29T21:44:57Z
1253,1775,5,0.704,direct,2026-06-29T21:44:57Z
1254,1776,9,0.966,semantic,2026-06-29T21:44:57Z
1255,1777,7,0.722,hashtag,2026-06-29T21:44:57Z
1256,1779,16,0.912,inferred,2026-06-29T21:44:57Z
1257,1782,9,0.848,hashtag,2026-06-29T21:44:57Z
1258,1784,15,0.985,inferred,2026-06-29T21:44:57Z
1259,1785,9,0.738,direct,2026-06-29T21:44:57Z
1260,1787,26,0.955,hashtag,2026-06-29T21:44:57Z
1261,1788,4,0.983,visual,2026-06-29T21:44:57Z
1262,1789,26,0.957,inferred,2026-06-29T21:44:57Z
1263,1791,11,0.783,semantic,2026-06-29T21:44:57Z
1264,1793,2,0.829,visual,2026-06-29T21:44:57Z
1265,1795,31,0.765,direct,2026-06-29T21:44:57Z
1266,1796,17,0.857,semantic,2026-06-29T21:44:57Z
1267,1797,2,0.756,hashtag,2026-06-29T21:44:57Z
1268,1798,18,0.952,visual,2026-06-29T21:44:57Z
1269,1799,22,0.723,inferred,2026-06-29T21:44:57Z
1270,1802,18,0.747,hashtag,2026-06-29T21:44:57Z
1271,1804,31,0.777,inferred,2026-06-29T21:44:57Z
1272,1806,15,0.753,semantic,2026-06-29T21:44:57Z
1273,1807,8,0.796,hashtag,2026-06-29T21:44:57Z
1274,1809,16,0.87,inferred,2026-06-29T21:44:57Z
1275,1811,6,0.75,semantic,2026-06-29T21:44:57Z
1276,1812,25,0.821,hashtag,2026-06-29T21:44:57Z
1277,1814,6,0.741,inferred,2026-06-29T21:44:57Z
1278,1815,30,0.886,direct,2026-06-29T21:44:57Z
1279,1816,17,0.795,semantic,2026-06-29T21:44:57Z
1280,1817,26,0.732,hashtag,2026-06-29T21:44:57Z
1281,1820,12,0.961,direct,2026-06-29T21:44:57Z
1282,1822,3,0.849,hashtag,2026-06-29T21:44:57Z
1283,1823,27,0.813,visual,2026-06-29T21:44:57Z
1284,1824,9,0.994,inferred,2026-06-29T21:44:57Z
1285,1825,16,0.842,direct,2026-06-29T21:44:57Z
1286,1827,31,0.999,hashtag,2026-06-29T21:44:57Z
1287,1830,10,0.846,direct,2026-06-29T21:44:57Z
1288,1832,5,0.964,hashtag,2026-06-29T21:44:57Z
1289,1833,10,0.974,visual,2026-06-29T21:44:57Z
1290,1834,24,0.728,inferred,2026-06-29T21:44:57Z
1291,1836,25,0.743,semantic,2026-06-29T21:44:57Z
1292,1838,31,0.77,visual,2026-06-29T21:44:57Z
1293,1839,7,0.863,inferred,2026-06-29T21:44:57Z
1294,1840,30,0.721,direct,2026-06-29T21:44:57Z
1295,1841,5,0.708,semantic,2026-06-29T21:44:57Z
1296,1843,13,0.759,visual,2026-06-29T21:44:57Z
1297,1844,7,0.726,inferred,2026-06-29T21:44:57Z
1298,1845,13,0.996,direct,2026-06-29T21:44:57Z
1299,1848,5,0.71,visual,2026-06-29T21:44:57Z
1300,1849,15,0.951,inferred,2026-06-29T21:44:57Z
1301,1851,29,0.811,semantic,2026-06-29T21:44:57Z
1302,1852,20,0.99,hashtag,2026-06-29T21:44:57Z
1303,1853,29,0.839,visual,2026-06-29T21:44:57Z
1304,1855,28,0.924,direct,2026-06-29T21:44:57Z
1305,1856,4,0.791,semantic,2026-06-29T21:44:57Z
1306,1857,5,0.915,hashtag,2026-06-29T21:44:57Z
1307,1859,23,0.849,inferred,2026-06-29T21:44:57Z
1308,1860,6,0.87,direct,2026-06-29T21:44:57Z
1309,1861,23,0.868,semantic,2026-06-29T21:44:57Z
1310,1862,23,0.996,hashtag,2026-06-29T21:44:57Z
1311,1863,18,0.924,visual,2026-06-29T21:44:57Z
1312,1864,7,0.984,inferred,2026-06-29T21:44:57Z
1313,1865,19,0.835,direct,2026-06-29T21:44:57Z
1314,1867,25,0.773,hashtag,2026-06-29T21:44:57Z
1315,1868,3,0.857,visual,2026-06-29T21:44:57Z
1316,1871,22,0.771,semantic,2026-06-29T21:44:57Z
1317,1872,31,0.809,hashtag,2026-06-29T21:44:57Z
1318,1873,3,0.743,visual,2026-06-29T21:44:57Z
1319,1874,1,0.846,inferred,2026-06-29T21:44:57Z
1320,1878,8,0.702,visual,2026-06-29T21:44:57Z
1321,1879,7,0.787,inferred,2026-06-29T21:44:57Z
1322,1881,6,0.731,semantic,2026-06-29T21:44:57Z
1323,1882,20,0.746,hashtag,2026-06-29T21:44:57Z
1324,1884,6,0.853,inferred,2026-06-29T21:44:57Z
1325,1886,15,0.812,semantic,2026-06-29T21:44:57Z
1326,1888,24,0.821,visual,2026-06-29T21:44:57Z
1327,1889,16,0.775,inferred,2026-06-29T21:44:57Z
1328,1890,19,0.952,direct,2026-06-29T21:44:57Z
1329,1891,22,0.747,semantic,2026-06-29T21:44:57Z
1330,1892,25,0.948,hashtag,2026-06-29T21:44:57Z
1331,1895,11,0.936,direct,2026-06-29T21:44:57Z
1332,1896,16,0.888,semantic,2026-06-29T21:44:57Z
1333,1897,25,0.91,hashtag,2026-06-29T21:44:57Z
1334,1898,9,0.875,visual,2026-06-29T21:44:57Z
1335,1899,14,0.794,inferred,2026-06-29T21:44:57Z
1336,1900,29,0.779,direct,2026-06-29T21:44:57Z
1337,1901,28,0.766,semantic,2026-06-29T21:44:57Z
1338,1902,20,0.904,hashtag,2026-06-29T21:44:57Z
1339,1903,7,0.781,visual,2026-06-29T21:44:57Z
1340,1904,16,0.93,inferred,2026-06-29T21:44:57Z
1341,1905,8,0.776,direct,2026-06-29T21:44:57Z
1342,1906,31,0.996,semantic,2026-06-29T21:44:57Z
1343,1909,5,0.804,inferred,2026-06-29T21:44:57Z
1344,1910,5,0.822,direct,2026-06-29T21:44:57Z
1345,1911,4,0.812,semantic,2026-06-29T21:44:57Z
1346,1915,2,0.857,direct,2026-06-29T21:44:57Z
1347,1916,5,0.923,semantic,2026-06-29T21:44:57Z
1348,1917,8,0.748,hashtag,2026-06-29T21:44:57Z
1349,1918,3,0.734,visual,2026-06-29T21:44:57Z
1350,1919,29,0.987,inferred,2026-06-29T21:44:57Z
1351,1920,30,0.908,direct,2026-06-29T21:44:57Z
1352,1921,28,0.798,semantic,2026-06-29T21:44:57Z
1353,1922,25,0.858,hashtag,2026-06-29T21:44:57Z
1354,1926,3,0.854,semantic,2026-06-29T21:44:57Z
1355,1927,7,0.869,hashtag,2026-06-29T21:44:57Z
1356,1929,23,0.703,inferred,2026-06-29T21:44:57Z
1357,1933,24,0.901,visual,2026-06-29T21:44:57Z
1358,1934,2,0.936,inferred,2026-06-29T21:44:57Z
1359,1936,6,0.843,semantic,2026-06-29T21:44:57Z
1360,1938,11,0.814,visual,2026-06-29T21:44:57Z
1361,1939,28,0.77,inferred,2026-06-29T21:44:57Z
1362,1940,26,0.717,direct,2026-06-29T21:44:57Z
1363,1941,4,0.882,semantic,2026-06-29T21:44:57Z
1364,1943,9,0.784,visual,2026-06-29T21:44:57Z
1365,1944,30,0.714,inferred,2026-06-29T21:44:57Z
1366,1945,23,0.891,direct,2026-06-29T21:44:57Z
1367,1947,15,0.812,hashtag,2026-06-29T21:44:57Z
1368,1948,29,0.926,visual,2026-06-29T21:44:57Z
1369,1949,18,0.849,inferred,2026-06-29T21:44:57Z
1370,1952,24,0.845,hashtag,2026-06-29T21:44:57Z
1371,1953,11,0.96,visual,2026-06-29T21:44:57Z
1372,1954,12,0.709,inferred,2026-06-29T21:44:57Z
1373,1957,26,0.849,hashtag,2026-06-29T21:44:57Z
1374,1959,17,0.954,inferred,2026-06-29T21:44:57Z
1375,1962,15,0.886,hashtag,2026-06-29T21:44:57Z
1376,1963,25,0.754,visual,2026-06-29T21:44:57Z
1377,1964,10,0.972,inferred,2026-06-29T21:44:57Z
1378,1966,19,0.795,semantic,2026-06-29T21:44:57Z
1379,1969,13,0.944,inferred,2026-06-29T21:44:57Z
1380,1971,1,0.837,semantic,2026-06-29T21:44:57Z
1381,1972,26,0.941,hashtag,2026-06-29T21:44:57Z
1382,1973,7,0.767,visual,2026-06-29T21:44:57Z
1383,1974,12,0.832,inferred,2026-06-29T21:44:57Z
1384,1977,2,0.818,hashtag,2026-06-29T21:44:57Z
1385,1978,14,0.708,visual,2026-06-29T21:44:57Z
1386,1980,31,0.868,direct,2026-06-29T21:44:57Z
1387,1981,15,0.898,semantic,2026-06-29T21:44:57Z
1388,1983,22,0.951,visual,2026-06-29T21:44:57Z
1389,1984,24,0.819,inferred,2026-06-29T21:44:57Z
1390,1985,8,0.974,direct,2026-06-29T21:44:57Z
1391,1986,5,0.766,semantic,2026-06-29T21:44:57Z
1392,1987,18,0.822,hashtag,2026-06-29T21:44:57Z
1393,1988,23,0.899,visual,2026-06-29T21:44:57Z
1394,1990,24,0.982,direct,2026-06-29T21:44:57Z
1395,1991,3,0.934,semantic,2026-06-29T21:44:57Z
1396,1992,12,0.896,hashtag,2026-06-29T21:44:57Z
1397,1994,30,0.907,inferred,2026-06-29T21:44:57Z
1398,1995,21,0.833,direct,2026-06-29T21:44:57Z
1399,1997,4,0.933,hashtag,2026-06-29T21:44:57Z
1400,1999,4,0.925,inferred,2026-06-29T21:44:57Z
1401,2001,12,0.766,semantic,2026-06-29T21:44:57Z
1402,2002,23,0.96,hashtag,2026-06-29T21:44:57Z
1403,2004,10,0.952,inferred,2026-06-29T21:44:57Z
1404,2005,7,0.713,direct,2026-06-29T21:44:57Z
1405,2007,11,0.904,hashtag,2026-06-29T21:44:57Z
1406,2008,7,0.703,visual,2026-06-29T21:44:57Z
1407,2010,17,0.876,direct,2026-06-29T21:44:57Z
1408,2011,18,0.836,semantic,2026-06-29T21:44:57Z
1409,2012,20,0.999,hashtag,2026-06-29T21:44:57Z
1410,2013,20,0.894,visual,2026-06-29T21:44:57Z
1411,2014,9,0.992,inferred,2026-06-29T21:44:57Z
1412,2015,1,0.891,direct,2026-06-29T21:44:57Z
1413,2016,21,0.775,semantic,2026-06-29T21:44:57Z
