work_order_line_id,work_order_id,manufactured_part_id,requested_units,planned_unit_value,assigned_plant_id
4625,1519,17,1,8900,9
4626,1519,24,3,260,9
4627,1520,11,3,520,10
4628,1520,9,3,390,10
4629,1520,7,2,1460,10
4630,1520,4,3,92,10
4631,1521,13,1,980,8
4632,1521,27,3,720,8
4633,1521,10,1,275,8
4634,1521,12,3,185,8
4635,1521,4,2,92,8
4636,1522,20,1,620,12
4637,1523,26,3,340,4
4638,1523,5,1,680,4
4639,1523,2,3,18400,4
4640,1523,24,2,260,4
4641,1524,15,2,360,4
4642,1524,17,2,8900,4
4643,1524,4,2,92,4
4644,1524,10,2,275,4
4645,1525,19,1,74,
4646,1525,4,3,92,
4647,1525,22,3,132,
4648,1525,1,1,1280,
4649,1526,27,3,720,12
4650,1526,3,2,740,12
4651,1527,26,3,340,1
4652,1527,18,2,430,1
4653,1527,20,3,620,1
4654,1527,15,2,360,1
4655,1528,29,1,580,4
4656,1528,4,2,92,4
4657,1528,5,2,680,4
4658,1529,16,3,5200,2
4659,1529,19,2,74,2
4660,1529,20,1,620,2
4661,1529,9,2,390,2
4662,1529,18,1,430,2
4663,1530,30,1,46,9
4664,1530,4,2,92,9
4665,1530,25,3,475,9
4666,1531,1,2,1280,2
4667,1532,15,1,360,11
4668,1532,5,1,680,11
4669,1532,5,2,680,11
4670,1533,17,2,8900,
4671,1533,4,1,92,
4672,1533,18,2,430,
4673,1533,19,3,74,
4674,1534,10,2,275,6
4675,1534,3,2,740,6
4676,1534,8,3,210,6
4677,1534,13,1,980,6
4678,1535,24,3,260,7
4679,1535,3,3,740,7
4680,1535,2,1,18400,7
4681,1536,25,2,475,10
4682,1536,9,2,390,10
4683,1536,4,3,92,10
4684,1536,30,1,46,10
4685,1537,20,3,620,1
4686,1538,6,3,145,6
4687,1538,27,3,720,6
4688,1538,4,1,92,6
4689,1539,30,3,46,11
4690,1539,5,2,680,11
4691,1539,13,1,980,11
4692,1539,9,1,390,11
4693,1540,4,3,92,1
4694,1541,25,1,475,
4695,1541,19,1,74,
4696,1541,2,1,18400,
4697,1542,19,2,74,10
4698,1542,2,1,18400,10
4699,1543,21,2,110,6
4700,1543,12,1,185,6
4701,1544,14,3,1250,9
4702,1544,12,2,185,9
4703,1544,30,3,46,9
4704,1544,5,1,680,9
4705,1544,20,3,620,9
4706,1545,17,2,8900,6
4707,1545,6,3,145,6
4708,1545,10,3,275,6
4709,1546,19,2,74,6
4710,1546,25,1,475,6
4711,1547,31,3,88,6
4712,1547,15,3,360,6
4713,1547,29,2,580,6
4714,1548,3,3,740,2
4715,1549,14,3,1250,
4716,1549,11,1,520,
4717,1550,24,2,260,4
4718,1550,31,1,88,4
4719,1550,2,3,18400,4
4720,1550,6,1,145,4
4721,1551,31,3,88,6
4722,1552,16,2,5200,11
4723,1552,31,3,88,11
4724,1553,1,3,1280,1
4725,1553,20,1,620,1
4726,1553,12,2,185,1
4727,1553,28,2,390,1
4728,1554,13,3,980,9
4729,1554,11,3,520,9
4730,1554,23,1,98,9
4731,1554,14,2,1250,9
4732,1555,18,3,430,7
4733,1555,4,3,92,7
4734,1555,20,3,620,7
4735,1555,1,3,1280,7
4736,1556,3,2,740,2
4737,1557,5,1,680,
4738,1557,24,2,260,
4739,1557,10,3,275,
4740,1558,17,2,8900,4
4741,1558,13,3,980,4
4742,1558,3,3,740,4
4743,1558,22,3,132,4
4744,1559,18,1,430,12
4745,1559,30,3,46,12
4746,1560,13,1,980,9
4747,1560,17,2,8900,9
4748,1560,21,2,110,9
4749,1561,3,1,740,2
4750,1561,12,3,185,2
4751,1561,23,2,98,2
4752,1562,10,2,275,2
4753,1562,29,1,580,2
4754,1562,28,2,390,2
4755,1562,20,2,620,2
4756,1563,24,1,260,8
4757,1563,7,3,1460,8
4758,1563,9,1,390,8
4759,1563,7,1,1460,8
4760,1563,20,3,620,8
4761,1564,1,2,1280,8
4762,1564,12,1,185,8
4763,1564,13,1,980,8
4764,1564,13,1,980,8
4765,1564,7,2,1460,8
4766,1565,3,2,740,
4767,1565,17,2,8900,
4768,1565,30,1,46,
4769,1565,21,2,110,
4770,1565,9,2,390,
4771,1566,19,3,74,8
4772,1566,22,1,132,8
4773,1567,19,2,74,9
4774,1567,25,3,475,9
4775,1567,8,1,210,9
4776,1568,5,3,680,1
4777,1568,14,2,1250,1
4778,1568,12,2,185,1
4779,1569,25,2,475,4
4780,1569,7,1,1460,4
4781,1569,7,3,1460,4
4782,1569,2,3,18400,4
4783,1569,7,1,1460,4
4784,1570,15,2,360,2
4785,1570,5,3,680,2
4786,1570,31,3,88,2
4787,1571,11,1,520,4
4788,1571,22,1,132,4
4789,1571,10,2,275,4
4790,1572,18,2,430,12
4791,1572,2,3,18400,12
4792,1572,29,3,580,12
4793,1573,14,2,1250,
4794,1573,25,1,475,
4795,1574,18,2,430,6
4796,1574,8,2,210,6
4797,1574,31,3,88,6
4798,1575,11,3,520,12
4799,1575,21,1,110,12
4800,1575,8,3,210,12
4801,1575,24,1,260,12
4802,1575,7,1,1460,12
4803,1576,4,1,92,10
4804,1576,9,2,390,10
4805,1577,27,2,720,8
4806,1577,26,2,340,8
4807,1578,30,3,46,4
4808,1579,19,3,74,1
4809,1579,22,1,132,1
4810,1579,18,1,430,1
4811,1579,7,1,1460,1
4812,1580,12,3,185,5
4813,1581,22,3,132,
4814,1582,1,2,1280,12
4815,1582,2,3,18400,12
4816,1582,4,1,92,12
4817,1582,18,1,430,12
4818,1582,24,2,260,12
4819,1583,6,2,145,11
4820,1583,18,3,430,11
4821,1584,30,2,46,12
4822,1584,23,2,98,12
4823,1584,20,2,620,12
4824,1584,16,1,5200,12
4825,1585,7,1,1460,11
4826,1585,23,3,98,11
4827,1585,17,1,8900,11
4828,1586,6,1,145,4
4829,1586,30,3,46,4
4830,1587,3,1,740,1
4831,1588,31,1,88,10
4832,1588,3,3,740,10
4833,1589,2,3,18400,
4834,1589,7,3,1460,
4835,1589,15,2,360,
4836,1589,29,3,580,
4837,1590,31,3,88,5
4838,1590,21,3,110,5
4839,1590,27,2,720,5
4840,1590,15,3,360,5
4841,1591,29,3,580,4
4842,1591,21,2,110,4
4843,1591,30,1,46,4
4844,1591,29,1,580,4
4845,1591,10,2,275,4
4846,1592,21,2,110,1
4847,1592,1,2,1280,1
4848,1592,24,3,260,1
4849,1592,17,1,8900,1
4850,1593,1,1,1280,3
4851,1593,18,3,430,3
4852,1593,18,1,430,3
4853,1593,29,2,580,3
4854,1593,27,1,720,3
4855,1594,6,2,145,12
4856,1594,28,1,390,12
4857,1594,22,3,132,12
4858,1594,1,1,1280,12
4859,1595,2,1,18400,10
4860,1595,30,1,46,10
4861,1595,29,1,580,10
4862,1595,30,3,46,10
4863,1595,21,3,110,10
4864,1596,1,1,1280,10
4865,1596,13,3,980,10
4866,1597,18,1,430,
4867,1597,28,3,390,
4868,1597,5,2,680,
4869,1598,30,3,46,9
4870,1598,18,3,430,9
4871,1598,2,1,18400,9
4872,1599,21,1,110,6
4873,1599,17,1,8900,6
4874,1599,25,3,475,6
4875,1600,27,3,720,2
4876,1600,7,2,1460,2
4877,1601,3,1,740,9
4878,1601,11,2,520,9
4879,1602,19,1,74,3
4880,1602,23,3,98,3
4881,1602,16,1,5200,3
4882,1602,24,2,260,3
4883,1603,14,1,1250,11
4884,1603,28,2,390,11
4885,1603,25,2,475,11
4886,1604,28,3,390,2
4887,1604,9,2,390,2
4888,1604,29,3,580,2
4889,1604,9,1,390,2
4890,1605,13,3,980,
4891,1605,31,1,88,
4892,1606,28,2,390,3
4893,1606,29,2,580,3
4894,1606,26,1,340,3
4895,1606,7,1,1460,3
4896,1606,23,2,98,3
4897,1607,5,2,680,6
4898,1607,16,1,5200,6
4899,1607,18,3,430,6
4900,1607,16,1,5200,6
4901,1607,27,1,720,6
4902,1608,16,2,5200,3
4903,1608,22,2,132,3
4904,1608,14,1,1250,3
4905,1608,23,3,98,3
4906,1609,29,3,580,9
4907,1610,25,3,475,10
4908,1611,6,2,145,1
4909,1612,16,1,5200,9
4910,1612,6,1,145,9
4911,1612,16,1,5200,9
4912,1613,24,3,260,
4913,1613,21,1,110,
4914,1614,2,3,18400,2
4915,1614,30,2,46,2
4916,1614,5,2,680,2
4917,1614,11,2,520,2
4918,1615,28,3,390,4
4919,1616,23,1,98,4
4920,1616,27,3,720,4
4921,1616,24,1,260,4
4922,1616,27,1,720,4
4923,1616,31,2,88,4
4924,1617,4,1,92,7
4925,1617,12,3,185,7
4926,1617,30,1,46,7
4927,1617,28,3,390,7
4928,1618,5,2,680,6
4929,1618,22,3,132,6
4930,1618,17,2,8900,6
4931,1619,22,1,132,5
4932,1620,19,3,74,6
4933,1620,28,2,390,6
4934,1620,31,1,88,6
4935,1620,17,3,8900,6
4936,1620,28,2,390,6
4937,1621,9,1,390,
4938,1622,26,1,340,3
4939,1622,13,1,980,3
4940,1622,16,1,5200,3
4941,1622,23,1,98,3
4942,1623,22,3,132,11
4943,1624,4,3,92,6
4944,1624,10,3,275,6
4945,1624,15,3,360,6
4946,1625,4,1,92,8
4947,1625,31,1,88,8
4948,1625,17,1,8900,8
4949,1626,13,2,980,1
4950,1626,18,3,430,1
4951,1626,15,2,360,1
4952,1627,22,3,132,10
4953,1627,5,3,680,10
4954,1627,26,2,340,10
4955,1627,28,2,390,10
4956,1628,16,3,5200,6
4957,1628,1,2,1280,6
4958,1628,4,3,92,6
4959,1628,14,3,1250,6
4960,1629,28,1,390,
4961,1629,29,2,580,
4962,1629,24,1,260,
4963,1629,11,2,520,
4964,1629,14,1,1250,
4965,1630,4,1,92,5
4966,1630,3,3,740,5
4967,1631,19,1,74,2
4968,1631,18,2,430,2
4969,1631,6,3,145,2
4970,1631,17,1,8900,2
4971,1631,20,2,620,2
4972,1632,29,3,580,6
4973,1632,19,3,74,6
4974,1633,6,2,145,11
4975,1633,21,2,110,11
4976,1633,17,3,8900,11
4977,1633,28,2,390,11
4978,1634,25,1,475,2
4979,1634,10,2,275,2
4980,1634,28,2,390,2
4981,1634,23,2,98,2
4982,1635,6,3,145,6
4983,1635,24,2,260,6
4984,1635,12,1,185,6
4985,1636,6,1,145,11
4986,1636,24,3,260,11
4987,1637,24,3,260,
4988,1637,6,3,145,
4989,1637,1,2,1280,
4990,1637,28,1,390,
4991,1638,31,3,88,12
4992,1638,26,1,340,12
4993,1639,13,3,980,4
4994,1639,4,1,92,4
4995,1639,4,3,92,4
4996,1640,5,2,680,1
4997,1641,26,1,340,1
4998,1641,28,1,390,1
4999,1641,27,2,720,1
5000,1642,20,3,620,2
5001,1643,25,1,475,5
5002,1643,27,2,720,5
5003,1643,21,1,110,5
5004,1643,1,3,1280,5
5005,1644,11,3,520,3
5006,1645,29,3,580,
5007,1645,5,2,680,
5008,1645,14,1,1250,
5009,1645,25,3,475,
5010,1646,4,2,92,5
5011,1646,27,1,720,5
5012,1646,16,1,5200,5
5013,1647,3,1,740,4
5014,1647,19,3,74,4
5015,1648,1,1,1280,4
5016,1649,31,1,88,2
5017,1649,15,1,360,2
5018,1649,12,1,185,2
5019,1650,17,2,8900,11
5020,1650,10,3,275,11
5021,1651,8,1,210,10
5022,1652,4,3,92,5
5023,1652,27,3,720,5
5024,1653,3,1,740,
5025,1653,26,3,340,
5026,1653,2,1,18400,
5027,1653,5,1,680,
5028,1653,18,1,430,
5029,1654,17,1,8900,1
5030,1654,22,3,132,1
5031,1654,8,1,210,1
5032,1654,8,2,210,1
5033,1654,13,1,980,1
5034,1655,16,1,5200,4
5035,1655,30,3,46,4
5036,1655,2,3,18400,4
5037,1655,28,1,390,4
5038,1655,20,3,620,4
5039,1656,11,3,520,12
5040,1656,7,3,1460,12
5041,1657,5,3,680,11
5042,1657,6,1,145,11
5043,1657,10,1,275,11
5044,1658,21,3,110,4
5045,1658,30,1,46,4
5046,1658,26,3,340,4
5047,1659,18,3,430,5
5048,1659,5,1,680,5
5049,1659,7,1,1460,5
5050,1660,19,3,74,10
5051,1660,8,1,210,10
5052,1661,12,3,185,
5053,1661,29,1,580,
5054,1661,21,2,110,
5055,1661,24,2,260,
5056,1662,18,1,430,9
5057,1663,9,3,390,8
5058,1663,22,3,132,8
5059,1663,18,3,430,8
5060,1663,19,1,74,8
5061,1664,4,3,92,1
5062,1665,3,1,740,10
5063,1665,13,2,980,10
5064,1666,15,3,360,1
5065,1666,4,3,92,1
5066,1666,7,2,1460,1
5067,1666,19,3,74,1
5068,1667,25,1,475,2
5069,1667,20,2,620,2
5070,1667,29,2,580,2
5071,1668,3,3,740,5
5072,1669,20,3,620,
5073,1669,25,2,475,
5074,1669,2,3,18400,
5075,1669,22,1,132,
5076,1670,8,1,210,8
5077,1670,30,2,46,8
5078,1670,3,2,740,8
5079,1670,18,2,430,8
5080,1671,23,1,98,9
5081,1671,13,2,980,9
5082,1671,18,1,430,9
5083,1672,6,2,145,11
5084,1672,31,2,88,11
5085,1672,26,2,340,11
5086,1673,2,2,18400,11
5087,1673,12,2,185,11
5088,1673,31,2,88,11
5089,1673,31,1,88,11
5090,1673,1,3,1280,11
5091,1674,17,1,8900,12
5092,1675,25,2,475,12
5093,1676,1,1,1280,8
5094,1676,20,3,620,8
5095,1677,30,3,46,
5096,1677,26,2,340,
5097,1677,4,1,92,
5098,1677,15,2,360,
5099,1677,29,2,580,
5100,1678,28,1,390,2
5101,1678,11,2,520,2
5102,1678,25,1,475,2
5103,1678,28,3,390,2
5104,1679,25,1,475,4
5105,1679,21,3,110,4
5106,1679,17,2,8900,4
5107,1680,21,1,110,8
5108,1680,20,2,620,8
5109,1681,17,2,8900,10
5110,1681,9,3,390,10
5111,1681,4,2,92,10
5112,1681,5,3,680,10
5113,1681,6,2,145,10
5114,1682,6,2,145,9
5115,1682,13,2,980,9
5116,1682,1,1,1280,9
5117,1683,13,3,980,7
5118,1684,25,1,475,4
5119,1684,14,2,1250,4
5120,1684,4,2,92,4
5121,1685,30,2,46,
5122,1685,26,1,340,
5123,1686,15,2,360,9
5124,1686,27,3,720,9
5125,1686,8,1,210,9
5126,1686,1,1,1280,9
5127,1686,22,3,132,9
5128,1687,26,3,340,3
5129,1687,3,2,740,3
5130,1688,21,1,110,10
5131,1689,5,1,680,5
5132,1689,28,2,390,5
5133,1690,20,1,620,5
5134,1690,7,2,1460,5
5135,1691,22,2,132,9
5136,1691,28,3,390,9
5137,1691,23,3,98,9
5138,1691,9,2,390,9
5139,1691,19,1,74,9
5140,1692,30,3,46,12
5141,1692,17,3,8900,12
5142,1692,24,3,260,12
5143,1692,9,1,390,12
5144,1692,7,2,1460,12
5145,1693,4,2,92,
5146,1693,23,1,98,
5147,1693,17,3,8900,
5148,1693,26,1,340,
5149,1694,16,2,5200,2
5150,1694,7,2,1460,2
5151,1694,5,1,680,2
5152,1694,1,3,1280,2
5153,1694,16,1,5200,2
5154,1695,25,1,475,2
5155,1695,23,3,98,2
5156,1695,9,3,390,2
5157,1696,21,3,110,4
5158,1696,25,3,475,4
5159,1696,6,3,145,4
5160,1697,20,2,620,1
5161,1697,7,1,1460,1
5162,1697,12,3,185,1
5163,1697,16,1,5200,1
5164,1697,7,1,1460,1
5165,1698,15,2,360,1
5166,1698,29,2,580,1
5167,1698,11,1,520,1
5168,1698,21,2,110,1
5169,1698,19,3,74,1
5170,1699,23,2,98,6
5171,1700,7,3,1460,9
5172,1701,7,2,1460,
5173,1701,31,3,88,
5174,1701,12,3,185,
5175,1701,1,1,1280,
5176,1701,25,3,475,
5177,1702,25,2,475,5
5178,1702,24,2,260,5
5179,1702,29,2,580,5
5180,1702,24,2,260,5
5181,1703,10,2,275,11
5182,1704,18,1,430,10
5183,1705,29,2,580,9
5184,1705,6,1,145,9
5185,1705,10,1,275,9
5186,1705,6,1,145,9
5187,1705,19,1,74,9
5188,1706,26,3,340,5
5189,1707,21,2,110,3
5190,1707,11,2,520,3
5191,1707,26,1,340,3
5192,1707,27,3,720,3
5193,1708,22,2,132,6
5194,1708,6,1,145,6
5195,1708,27,3,720,6
5196,1709,6,3,145,
5197,1709,31,2,88,
5198,1709,9,2,390,
5199,1709,31,2,88,
5200,1709,10,1,275,
5201,1710,15,1,360,9
5202,1710,23,2,98,9
5203,1710,5,3,680,9
5204,1711,15,3,360,5
5205,1711,17,3,8900,5
5206,1711,15,1,360,5
5207,1711,27,1,720,5
5208,1711,25,1,475,5
5209,1712,21,1,110,3
5210,1713,24,3,260,1
5211,1713,13,3,980,1
5212,1713,30,2,46,1
5213,1714,10,1,275,8
5214,1714,20,2,620,8
5215,1714,25,2,475,8
5216,1715,17,2,8900,1
5217,1715,21,2,110,1
5218,1716,9,1,390,4
5219,1716,27,3,720,4
5220,1716,15,3,360,4
5221,1716,1,2,1280,4
5222,1716,7,1,1460,4
5223,1717,18,3,430,
5224,1717,11,1,520,
5225,1717,10,3,275,
5226,1717,18,3,430,
5227,1717,7,2,1460,
5228,1718,15,2,360,3
5229,1718,10,3,275,3
5230,1718,19,1,74,3
5231,1719,30,1,46,3
5232,1719,14,1,1250,3
5233,1719,11,3,520,3
5234,1719,29,2,580,3
5235,1720,14,2,1250,6
5236,1720,11,1,520,6
5237,1720,2,1,18400,6
5238,1721,24,1,260,9
5239,1721,18,1,430,9
5240,1721,3,1,740,9
5241,1721,24,2,260,9
5242,1721,23,3,98,9
5243,1722,14,2,1250,10
5244,1723,1,2,1280,9
5245,1723,13,1,980,9
5246,1723,6,2,145,9
5247,1723,11,2,520,9
5248,1723,10,1,275,9
5249,1724,11,1,520,6
5250,1724,30,1,46,6
5251,1724,14,3,1250,6
5252,1724,15,3,360,6
5253,1725,5,3,680,
5254,1725,24,3,260,
5255,1726,5,2,680,8
5256,1727,20,1,620,11
5257,1727,4,2,92,11
5258,1727,7,3,1460,11
5259,1727,4,1,92,11
5260,1728,11,2,520,12
5261,1728,15,1,360,12
5262,1728,28,1,390,12
5263,1728,7,3,1460,12
5264,1729,9,2,390,6
5265,1729,31,3,88,6
5266,1729,17,1,8900,6
5267,1729,30,2,46,6
5268,1730,6,3,145,10
5269,1730,24,1,260,10
5270,1730,26,2,340,10
5271,1731,16,1,5200,1
5272,1732,12,2,185,10
5273,1732,19,1,74,10
5274,1733,13,3,980,
5275,1733,8,1,210,
5276,1733,17,3,8900,
5277,1733,26,3,340,
5278,1733,17,1,8900,
5279,1734,9,1,390,10
5280,1734,15,1,360,10
5281,1734,11,2,520,10
5282,1734,22,2,132,10
5283,1735,14,1,1250,10
5284,1735,31,3,88,10
5285,1735,28,3,390,10
5286,1735,30,3,46,10
5287,1735,30,3,46,10
5288,1736,19,1,74,7
5289,1736,3,1,740,7
5290,1736,8,1,210,7
5291,1736,21,3,110,7
5292,1736,20,2,620,7
5293,1737,16,3,5200,10
5294,1738,20,1,620,1
5295,1738,18,2,430,1
5296,1738,31,3,88,1
5297,1738,3,3,740,1
5298,1739,10,2,275,8
5299,1739,7,1,1460,8
5300,1739,8,3,210,8
5301,1739,3,2,740,8
5302,1740,15,2,360,12
5303,1740,15,3,360,12
5304,1741,14,3,1250,
5305,1741,21,1,110,
5306,1742,20,1,620,3
5307,1742,5,2,680,3
5308,1742,6,2,145,3
5309,1743,13,3,980,12
5310,1743,23,2,98,12
5311,1744,31,1,88,12
5312,1744,20,1,620,12
5313,1744,6,1,145,12
5314,1745,3,1,740,6
5315,1745,10,1,275,6
5316,1745,9,2,390,6
5317,1746,4,2,92,5
5318,1746,14,1,1250,5
5319,1746,23,3,98,5
5320,1747,1,3,1280,4
5321,1747,10,2,275,4
5322,1748,22,3,132,11
5323,1749,11,1,520,
5324,1749,5,3,680,
5325,1749,17,3,8900,
5326,1749,13,1,980,
5327,1750,14,3,1250,4
5328,1750,5,2,680,4
5329,1750,1,1,1280,4
5330,1750,13,3,980,4
5331,1750,31,1,88,4
5332,1751,6,1,145,8
5333,1751,27,1,720,8
5334,1751,21,3,110,8
5335,1751,28,1,390,8
5336,1752,31,1,88,10
5337,1752,18,1,430,10
5338,1752,28,1,390,10
5339,1753,26,2,340,4
5340,1753,26,1,340,4
5341,1754,28,2,390,5
5342,1754,15,3,360,5
5343,1755,22,3,132,8
5344,1755,2,2,18400,8
5345,1755,14,2,1250,8
5346,1755,10,1,275,8
5347,1755,16,1,5200,8
5348,1756,17,2,8900,3
5349,1756,31,2,88,3
5350,1756,24,2,260,3
5351,1757,7,3,1460,
5352,1757,12,3,185,
5353,1757,11,1,520,
5354,1757,12,3,185,
5355,1757,1,2,1280,
5356,1758,30,3,46,7
5357,1758,12,1,185,7
5358,1758,15,1,360,7
5359,1758,17,2,8900,7
5360,1758,18,1,430,7
5361,1759,29,1,580,4
5362,1759,5,1,680,4
5363,1759,16,1,5200,4
5364,1759,13,3,980,4
5365,1759,16,3,5200,4
5366,1760,14,3,1250,10
5367,1760,13,3,980,10
5368,1761,21,2,110,8
5369,1761,3,1,740,8
5370,1761,5,2,680,8
5371,1761,17,3,8900,8
5372,1761,2,1,18400,8
5373,1762,25,3,475,1
5374,1763,26,3,340,4
5375,1764,31,1,88,2
5376,1764,1,1,1280,2
5377,1764,10,3,275,2
5378,1765,16,2,5200,
5379,1765,26,1,340,
5380,1765,19,1,74,
5381,1765,12,3,185,
5382,1766,16,1,5200,7
5383,1766,28,1,390,7
5384,1766,5,3,680,7
5385,1766,28,3,390,7
5386,1767,25,1,475,12
5387,1768,18,3,430,7
5388,1769,29,2,580,10
5389,1769,18,1,430,10
5390,1770,21,2,110,11
5391,1770,13,2,980,11
5392,1771,18,1,430,8
5393,1771,14,3,1250,8
5394,1772,28,3,390,12
5395,1772,15,3,360,12
5396,1772,19,1,74,12
5397,1772,29,1,580,12
5398,1773,20,2,620,
5399,1773,4,1,92,
5400,1774,1,2,1280,12
5401,1774,20,2,620,12
5402,1774,2,1,18400,12
5403,1774,23,1,98,12
5404,1775,9,2,390,6
5405,1776,19,1,74,12
5406,1776,7,1,1460,12
5407,1776,21,3,110,12
5408,1776,16,2,5200,12
5409,1776,7,3,1460,12
5410,1777,27,2,720,9
5411,1777,24,2,260,9
5412,1777,15,3,360,9
5413,1778,21,2,110,11
5414,1779,24,2,260,2
5415,1779,17,2,8900,2
5416,1779,14,1,1250,2
5417,1779,22,1,132,2
5418,1780,3,2,740,8
5419,1780,5,2,680,8
5420,1780,30,1,46,8
5421,1781,24,3,260,
5422,1781,4,2,92,
5423,1781,10,2,275,
5424,1782,8,1,210,6
5425,1782,14,2,1250,6
5426,1783,12,3,185,7
5427,1783,3,2,740,7
5428,1783,17,3,8900,7
5429,1783,15,3,360,7
5430,1784,31,1,88,1
5431,1784,9,2,390,1
5432,1784,12,2,185,1
5433,1784,12,2,185,1
5434,1784,14,1,1250,1
5435,1785,2,1,18400,1
5436,1786,2,1,18400,6
5437,1786,28,2,390,6
5438,1787,27,1,720,2
5439,1787,28,1,390,2
5440,1788,19,2,74,10
5441,1788,9,2,390,10
5442,1788,21,3,110,10
5443,1789,4,3,92,
5444,1789,16,3,5200,
5445,1789,3,2,740,
5446,1789,22,2,132,
5447,1789,4,2,92,
5448,1790,13,2,980,7
5449,1790,16,3,5200,7
5450,1790,12,3,185,7
5451,1790,20,3,620,7
5452,1791,14,2,1250,2
5453,1791,31,1,88,2
5454,1792,6,2,145,4
5455,1793,10,3,275,10
5456,1794,21,2,110,8
5457,1794,10,1,275,8
5458,1795,21,3,110,1
5459,1795,21,3,110,1
5460,1796,23,1,98,7
5461,1796,29,2,580,7
5462,1796,17,1,8900,7
5463,1796,21,1,110,7
5464,1797,14,3,1250,
5465,1797,7,3,1460,
5466,1797,1,3,1280,
5467,1798,12,2,185,4
5468,1798,27,2,720,4
5469,1798,30,3,46,4
5470,1798,1,1,1280,4
5471,1798,23,2,98,4
5472,1799,12,3,185,5
5473,1800,16,1,5200,11
5474,1800,23,1,98,11
5475,1800,17,1,8900,11
5476,1801,2,3,18400,5
5477,1801,8,3,210,5
5478,1801,17,2,8900,5
5479,1801,2,2,18400,5
5480,1801,9,3,390,5
5481,1802,22,3,132,11
5482,1802,25,1,475,11
5483,1803,31,2,88,6
5484,1803,4,2,92,6
5485,1803,10,2,275,6
5486,1803,28,1,390,6
5487,1804,8,2,210,6
5488,1805,21,1,110,
5489,1805,19,3,74,
5490,1806,26,1,340,12
5491,1806,1,1,1280,12
5492,1806,3,1,740,12
5493,1807,24,2,260,1
5494,1807,8,2,210,1
5495,1808,15,1,360,9
5496,1809,21,1,110,8
5497,1809,30,2,46,8
5498,1810,22,1,132,8
5499,1811,22,1,132,1
5500,1811,19,1,74,1
5501,1812,27,2,720,12
5502,1813,5,3,680,
5503,1814,14,3,1250,5
5504,1814,24,1,260,5
5505,1814,1,1,1280,5
5506,1815,2,1,18400,2
5507,1816,15,3,360,2
5508,1816,26,1,340,2
5509,1816,26,3,340,2
5510,1816,9,3,390,2
5511,1816,15,2,360,2
5512,1817,20,1,620,6
5513,1817,7,1,1460,6
5514,1817,12,3,185,6
5515,1818,10,3,275,8
5516,1818,29,3,580,8
5517,1818,22,3,132,8
5518,1819,3,3,740,8
5519,1819,20,1,620,8
5520,1819,4,1,92,8
5521,1820,17,2,8900,6
5522,1820,26,3,340,6
5523,1820,3,3,740,6
5524,1821,18,1,430,
5525,1821,9,1,390,
5526,1821,8,1,210,
5527,1822,10,1,275,4
5528,1823,1,3,1280,3
5529,1823,8,2,210,3
5530,1824,29,3,580,5
5531,1824,13,3,980,5
5532,1825,11,3,520,5
5533,1825,4,1,92,5
5534,1825,8,2,210,5
5535,1826,2,2,18400,2
5536,1826,23,2,98,2
5537,1826,21,3,110,2
5538,1827,21,2,110,5
5539,1827,11,3,520,5
5540,1827,12,1,185,5
5541,1827,8,1,210,5
5542,1828,4,3,92,3
5543,1828,14,1,1250,3
5544,1829,22,1,132,
5545,1829,3,2,740,
5546,1829,21,1,110,
5547,1829,25,2,475,
5548,1829,12,2,185,
5549,1830,23,1,98,4
5550,1830,16,2,5200,4
5551,1830,16,2,5200,4
5552,1831,18,3,430,3
5553,1831,10,2,275,3
5554,1831,15,1,360,3
5555,1832,23,1,98,7
5556,1832,4,2,92,7
5557,1832,4,2,92,7
5558,1833,13,3,980,9
5559,1834,13,3,980,11
5560,1834,1,1,1280,11
5561,1835,30,2,46,8
5562,1835,1,1,1280,8
5563,1835,17,2,8900,8
5564,1835,14,2,1250,8
5565,1836,20,2,620,11
5566,1836,20,3,620,11
5567,1836,12,1,185,11
5568,1836,12,1,185,11
5569,1837,8,2,210,
5570,1837,20,2,620,
5571,1837,24,3,260,
5572,1838,9,1,390,6
5573,1838,14,3,1250,6
5574,1839,16,1,5200,3
5575,1839,26,1,340,3
5576,1839,15,1,360,3
5577,1839,4,1,92,3
5578,1839,19,2,74,3
5579,1840,5,2,680,2
5580,1841,9,3,390,1
5581,1841,28,3,390,1
5582,1842,17,3,8900,6
5583,1842,25,2,475,6
5584,1842,11,2,520,6
5585,1842,23,1,98,6
5586,1843,13,1,980,9
5587,1843,30,3,46,9
5588,1843,15,3,360,9
5589,1844,4,1,92,11
5590,1845,4,3,92,
5591,1845,13,1,980,
5592,1846,18,3,430,10
5593,1846,22,2,132,10
5594,1846,23,1,98,10
5595,1846,4,3,92,10
5596,1846,12,2,185,10
5597,1847,21,3,110,6
5598,1847,10,3,275,6
5599,1847,11,3,520,6
5600,1847,12,3,185,6
5601,1848,2,3,18400,7
5602,1849,14,1,1250,7
5603,1849,25,2,475,7
5604,1850,22,1,132,5
5605,1851,4,3,92,4
5606,1851,31,3,88,4
5607,1851,24,3,260,4
5608,1852,2,3,18400,9
5609,1852,1,3,1280,9
5610,1853,15,3,360,
5611,1854,17,3,8900,6
5612,1855,21,2,110,11
5613,1855,28,1,390,11
5614,1855,31,1,88,11
5615,1856,28,1,390,4
5616,1856,22,3,132,4
