post_id,influencer_id,platform,external_post_id,post_text,posted_at,likes_count,shares_count,comments_count,views_count,sentiment_score,virality_score,detected_products,momentum_flag,processed_at,created_at
2006,448,threads,pg_threads_00002006,E-commerce search trend rising for CadencePro Bike Computer 5; Trailhead Team Sales campaign targeting score improved,2026-04-06T22:28:19Z,8491,1632,787,59729,0.738,,136,rising,,2026-04-13T09:16:48Z
2007,218,twitter,pg_twitter_00002007,Weather and trail conditions lifted demand for RecoveryPulse Massage Sleeve 5; GearPay Commerce regional forecast moved up,2026-04-11T21:52:48Z,905,71,13,4469,0.923,,137,normal,,2026-04-13T09:16:48Z
2008,194,youtube,pg_youtube_00002008,B2B team order inquiry references PowerRack Adjustable Kettlebell 5; PackGuard Returns Audit school athletics pipeline is increasing,2026-03-16T04:07:44Z,705,38,19,1696,0.596,,138,normal,,2026-04-13T09:16:48Z
2009,387,youtube,pg_youtube_00002009,Product image enrichment requested for CoreBalance Yoga Kit 5; UrbanCourt Sports catalog completeness needs attention,2026-04-10T08:27:16Z,799,42,14,13829,0.866,,139,normal,,2026-04-13T09:16:48Z
2010,228,twitter,pg_twitter_00002010,Product manual search spike mentions CourtCore Basketball 5; EcoPeak Active service content should be promoted,2026-04-06T20:32:35Z,6815,1195,991,191385,0.438,,140,rising,,2026-04-13T09:16:48Z
2011,56,instagram,pg_instagram_00002011,Influencer review mentions GoalLine Team Kit 5; LoyaltyPeak Offers sentiment and conversion likelihood improved,2026-04-13T06:38:43Z,649,47,2,7664,0.658,,141,normal,,2026-04-13T09:16:48Z
2012,135,threads,pg_threads_00002012,Inventory transfer signal raised for DiamondPro Baseball Glove 5; Catalyst Safety Gear west-region stock is below plan,2026-04-01T20:50:38Z,66,39,29,12117,0.316,,142,normal,,2026-04-13T09:16:48Z
2013,19,youtube,pg_youtube_00002013,Assortment planner flagged substitute demand for Waterline SUP Board 5; NorthStar Outdoor Advisors pickup incentives should be tested,2026-03-28T19:17:06Z,1215,242,157,32927,0.413,,143,rising,,2026-04-13T09:16:48Z
2014,489,instagram,pg_instagram_00002014,Customer propensity model ranked CoastalDry Duffel 5; GulfRun Supply loyalty audience likely to convert,2026-04-12T09:02:43Z,85,73,49,3324,0.894,,144,normal,,2026-04-13T09:16:48Z
2015,202,tiktok,pg_tiktok_00002015,Safety update references TeamPack Sideline Bundle 5; Midwest Pickup Network store teams should confirm return reason codes,2026-03-30T22:26:21Z,2593,407,378,47169,0.66,,145,rising,,2026-04-13T09:16:48Z
2016,60,threads,pg_threads_00002016,Peak season forecast raised for Dynamic Price Match Bundle 5; Pacific Commerce Network demand multiplier is accelerating,2026-04-06T16:23:03Z,1727,723,450,21327,0.616,,146,rising,,2026-04-13T09:16:48Z
2017,311,twitter,pg_twitter_00002017,Marketplace listing change mentions Returns Audit Starter Kit 5; ReturnSure Labs channel margin should be monitored,2026-04-11T15:37:31Z,473,14,9,5079,0.326,,147,normal,,2026-04-13T09:16:48Z
2018,309,instagram,pg_instagram_00002018,Store master update affects Product Image Enrichment Pack 5; RouteOne Fulfillment location eligibility needs validation,2026-03-18T07:23:05Z,64,15,18,5644,0.366,,148,normal,,2026-04-13T09:16:48Z
2019,39,youtube,pg_youtube_00002019,Lakehouse catalog enrichment matched Store Master Info Kit 5; Waterline Outdoor semantic search coverage improved,2026-04-08T02:21:47Z,874,51,32,15436,0.473,,149,normal,,2026-04-13T09:16:48Z
2020,405,tiktok,pg_tiktok_00002020,Operations signal added Customer Propensity Offer Pack 5; RecoveryFit Wellness allocation workflow requested,2026-03-27T09:06:48Z,642,48,32,18492,0.807,,150,normal,,2026-04-13T09:16:48Z
2021,281,twitter,pg_twitter_00002021,ElectraRide Devices saw creator demand spike for SummitStride Trail Runner 6; store allocation should be reviewed,2026-04-09T21:24:19Z,137,85,20,8187,0.775,,151,normal,,2026-04-13T09:16:48Z
2022,440,tiktok,pg_tiktok_00002022,Dynamic price match alert references RidgeRunner Hiking Boot 6; ReCycle Outdoor Exchange competitor pricing moved in two regions,2026-03-25T16:52:18Z,180,24,26,6916,0.508,,152,normal,,2026-04-13T09:16:48Z
2023,485,tiktok,pg_tiktok_00002023,POS transaction surge detected for VelocityFit Court Shoe 6; DemandDesk Analytics replenishment plan should be refreshed,2026-03-25T22:25:50Z,568,99,44,2743,0.343,,153,normal,,2026-04-13T09:16:48Z
2024,403,threads,pg_threads_00002024,Returns audit note mentions GoldLayer Training Hoodie 6; HealthPeak Wearables product content and sizing guidance need review,2026-03-22T03:22:22Z,652,94,10,419,0.718,,154,normal,,2026-04-13T09:16:48Z
2025,430,tiktok,pg_tiktok_00002025,Store pickup demand increased for SilverRidge Trail Shell 6; CleanTrail Apparel nearby inventory should be repositioned,2026-03-18T12:42:43Z,235,76,25,115,0.574,,155,normal,,2026-04-13T09:16:48Z
2026,507,threads,pg_threads_00002026,E-commerce search trend rising for BronzeTrail Base Tee 6; BridgeLine B2B Gear campaign targeting score improved,2026-04-12T18:45:23Z,653,30,24,19953,0.568,,156,normal,,2026-04-13T09:16:48Z
2027,,tiktok,pg_tiktok_00002027,Weather and trail conditions lifted demand for MotionFlex Compression Tight 6; StockGuard Advisors regional forecast moved up,2026-03-25T14:25:07Z,655,7,46,11192,0.336,,157,normal,,2026-04-13T09:16:48Z
2028,205,threads,pg_threads_00002028,B2B team order inquiry references StormGuard Rain Jacket 6; FinePoint Digital school athletics pipeline is increasing,2026-04-02T22:08:24Z,236,44,29,16591,0.409,,158,normal,,2026-04-13T09:16:48Z
2029,262,youtube,pg_youtube_00002029,Product image enrichment requested for ZeroCopy Hydration Vest 6; Portside Outdoor Supply catalog completeness needs attention,2026-04-05T05:55:21Z,8279,1351,266,193827,0.832,,159,rising,,2026-04-13T09:16:48Z
2030,83,twitter,pg_twitter_00002030,Product manual search spike mentions SilverRidge Backpack 35L 6; AltitudeYield Gear service content should be promoted,2026-03-14T22:49:56Z,171,4,30,11000,0.457,,160,normal,,2026-04-13T09:16:48Z
2031,373,threads,pg_threads_00002031,Influencer review mentions TrailForge Trekking Poles 6; PurePack Travel sentiment and conversion likelihood improved,2026-03-28T16:13:25Z,1456,1873,534,32190,0.743,,161,rising,,2026-04-13T09:16:48Z
2032,293,threads,pg_threads_00002032,Inventory transfer signal raised for SummitCore Sleeping Bag 6; SiliconFit Labs west-region stock is below plan,2026-04-05T10:48:56Z,557,21,5,4049,-0.019,,162,normal,,2026-04-13T09:16:48Z
2033,204,youtube,pg_youtube_00002033,Assortment planner flagged substitute demand for ApexCamp 3P Tent 6; CarbonActive Outdoor pickup incentives should be tested,2026-04-11T12:46:10Z,565,21,14,8763,0.904,,163,normal,,2026-04-13T09:16:48Z
2034,359,instagram,pg_instagram_00002034,Customer propensity model ranked PulseTrack GPS Watch 6; ReturnGuard Operations loyalty audience likely to convert,2026-04-13T08:04:54Z,160256,89409,48610,19674904,0.371,,164,mega_viral,,2026-04-13T09:16:48Z
2035,232,tiktok,pg_tiktok_00002035,Safety update references ApexBand HR Sensor 6; GearVault Product Data store teams should confirm return reason codes,2026-03-25T06:01:57Z,6114,393,939,71196,0.46,,165,rising,,2026-04-13T09:16:48Z
2036,318,threads,pg_threads_00002036,Peak season forecast raised for CadencePro Bike Computer 6; Coastal Perimeter Surf demand multiplier is accelerating,2026-04-05T01:50:53Z,760,25,42,11962,0.76,,166,normal,,2026-04-13T09:16:48Z
2037,,tiktok,pg_tiktok_00002037,Marketplace listing change mentions RecoveryPulse Massage Sleeve 6; CivicSure Team Sports channel margin should be monitored,2026-03-24T21:53:45Z,43457,3216,1159,227065,0.322,,167,viral,,2026-04-13T09:16:48Z
2038,170,threads,pg_threads_00002038,Store master update affects PowerRack Adjustable Kettlebell 6; IPA Direct Equipment location eligibility needs validation,2026-03-19T16:43:01Z,30469,5919,2842,374590,0.586,,168,viral,,2026-04-13T09:16:48Z
2039,379,instagram,pg_instagram_00002039,Lakehouse catalog enrichment matched CoreBalance Yoga Kit 6; ApexOne Outdoors semantic search coverage improved,2026-04-03T04:19:20Z,46,0,37,19353,0.575,,169,normal,,2026-04-13T09:16:48Z
2040,14,youtube,pg_youtube_00002040,Operations signal added CourtCore Basketball 6; Propel Performance allocation workflow requested,2026-04-11T04:48:10Z,479,98,11,18954,0.215,,170,normal,,2026-04-13T09:16:48Z
2041,63,twitter,pg_twitter_00002041,Continuity Supply Ops saw creator demand spike for GoalLine Team Kit 6; store allocation should be reviewed,2026-03-24T20:14:10Z,911,32,25,18243,0.015,,171,normal,,2026-04-13T09:16:48Z
2042,68,twitter,pg_twitter_00002042,Dynamic price match alert references DiamondPro Baseball Glove 6; BatteryStreet Fitness Tech competitor pricing moved in two regions,2026-03-16T18:28:27Z,277,24,1,13359,0.206,,172,normal,,2026-04-13T09:16:48Z
2043,384,instagram,pg_instagram_00002043,POS transaction surge detected for Waterline SUP Board 6; TrendWatch Market Signals replenishment plan should be refreshed,2026-04-10T04:29:04Z,790,20,22,10210,0.503,,173,normal,,2026-04-13T09:16:48Z
2044,41,instagram,pg_instagram_00002044,Returns audit note mentions CoastalDry Duffel 6; Safety Updates Desk product content and sizing guidance need review,2026-03-27T18:10:21Z,4016,496,181,155501,0.539,,174,rising,,2026-04-13T09:16:48Z
2045,130,threads,pg_threads_00002045,Store pickup demand increased for TeamPack Sideline Bundle 6; MarketPulse Sports Signals nearby inventory should be repositioned,2026-04-12T23:33:36Z,31,99,14,3364,0.881,,175,normal,,2026-04-13T09:16:48Z
2046,189,youtube,pg_youtube_00002046,E-commerce search trend rising for Dynamic Price Match Bundle 6; StoreOps campaign targeting score improved,2026-04-08T12:37:46Z,862,60,35,11196,-0.274,,176,normal,,2026-04-13T09:16:48Z
2047,189,youtube,pg_youtube_00002047,Weather and trail conditions lifted demand for Returns Audit Starter Kit 6; AssortmentDesk regional forecast moved up,2026-04-11T20:15:17Z,487,44,49,9421,0.783,,177,normal,,2026-04-13T09:16:48Z
2048,,twitter,pg_twitter_00002048,B2B team order inquiry references Product Image Enrichment Pack 6; LedgerGrade Product Data school athletics pipeline is increasing,2026-03-16T14:10:32Z,825,19,9,15503,0.662,,178,normal,,2026-04-13T09:16:48Z
2049,146,instagram,pg_instagram_00002049,Product image enrichment requested for Store Master Info Kit 6; Specialty Gear Exchange catalog completeness needs attention,2026-03-17T18:48:54Z,40639,10284,5282,555785,0.295,,179,viral,,2026-04-13T09:16:48Z
2050,177,tiktok,pg_tiktok_00002050,Product manual search spike mentions Customer Propensity Offer Pack 6; NorthStar Pickup service content should be promoted,2026-03-19T21:24:29Z,15390,8502,6469,868639,0.407,,180,viral,,2026-04-13T09:16:48Z
2051,,instagram,pg_instagram_00002051,Influencer review mentions SummitStride Trail Runner 7; PeakGear Core sentiment and conversion likelihood improved,2026-04-05T18:21:31Z,25,64,42,16009,0.336,,181,normal,,2026-04-13T09:16:48Z
2052,42,tiktok,pg_tiktok_00002052,Inventory transfer signal raised for RidgeRunner Hiking Boot 7; SummitTrail Outfitters west-region stock is below plan,2026-03-16T19:32:21Z,409,93,24,9031,0.618,,182,normal,,2026-04-13T09:16:48Z
2053,509,tiktok,pg_tiktok_00002053,Assortment planner flagged substitute demand for VelocityFit Court Shoe 7; RidgeRunner Performance pickup incentives should be tested,2026-03-31T13:51:29Z,1720,1112,963,52985,0.763,,183,rising,,2026-04-13T09:16:48Z
2054,157,tiktok,pg_tiktok_00002054,Customer propensity model ranked GoldLayer Training Hoodie 7; VelocityFit Devices loyalty audience likely to convert,2026-03-15T22:47:07Z,547,58,33,1996,0.064,,184,normal,,2026-04-13T09:16:48Z
2055,,threads,pg_threads_00002055,Safety update references SilverRidge Trail Shell 7; AlpineForge Gear store teams should confirm return reason codes,2026-03-22T16:50:09Z,729,74,39,2089,-0.221,,185,normal,,2026-04-13T09:16:48Z
2056,301,twitter,pg_twitter_00002056,Peak season forecast raised for BronzeTrail Base Tee 7; Trailhead Team Sales demand multiplier is accelerating,2026-04-10T20:11:40Z,998,73,42,4367,0.917,,186,normal,,2026-04-13T09:16:48Z
2057,516,youtube,pg_youtube_00002057,Marketplace listing change mentions MotionFlex Compression Tight 7; GearPay Commerce channel margin should be monitored,2026-04-13T06:11:41Z,670,16,19,13240,0.364,,187,normal,,2026-04-13T09:16:48Z
2058,431,twitter,pg_twitter_00002058,Store master update affects SummitStride Trail Runner; PackGuard Returns Audit location eligibility needs validation,2026-04-03T02:08:19Z,9466,628,309,67347,0.411,,1,rising,,2026-04-13T09:16:48Z
2059,227,tiktok,pg_tiktok_00002059,Lakehouse catalog enrichment matched RidgeRunner Hiking Boot; UrbanCourt Sports semantic search coverage improved,2026-03-15T01:54:07Z,2585,652,859,104768,-0.112,,2,rising,,2026-04-13T09:16:48Z
2060,217,tiktok,pg_tiktok_00002060,Operations signal added VelocityFit Court Shoe; EcoPeak Active allocation workflow requested,2026-03-18T02:30:44Z,6784,1029,788,127790,-0.061,,3,rising,,2026-04-13T09:16:48Z
2061,312,youtube,pg_youtube_00002061,LoyaltyPeak Offers saw creator demand spike for GoldLayer Training Hoodie; store allocation should be reviewed,2026-04-13T09:16:30Z,5988,825,619,155881,0.314,,4,rising,,2026-04-13T09:16:48Z
2062,366,twitter,pg_twitter_00002062,Dynamic price match alert references SilverRidge Trail Shell; Catalyst Safety Gear competitor pricing moved in two regions,2026-04-11T15:22:43Z,509,68,11,15256,-0.008,,5,normal,,2026-04-13T09:16:48Z
2063,282,youtube,pg_youtube_00002063,POS transaction surge detected for BronzeTrail Base Tee; NorthStar Outdoor Advisors replenishment plan should be refreshed,2026-04-11T16:07:30Z,12,83,23,4412,-0.079,,6,normal,,2026-04-13T09:16:48Z
2064,119,youtube,pg_youtube_00002064,Returns audit note mentions MotionFlex Compression Tight; GulfRun Supply product content and sizing guidance need review,2026-04-12T22:20:52Z,16,35,23,17202,0.834,,7,normal,,2026-04-13T09:16:48Z
2065,61,instagram,pg_instagram_00002065,Store pickup demand increased for StormGuard Rain Jacket; Midwest Pickup Network nearby inventory should be repositioned,2026-04-12T06:06:39Z,8560,1532,919,68110,0.828,,8,rising,,2026-04-13T09:16:48Z
2066,11,instagram,pg_instagram_00002066,E-commerce search trend rising for ZeroCopy Hydration Vest; Pacific Commerce Network campaign targeting score improved,2026-04-01T02:26:20Z,345,94,0,2005,0.27,,9,normal,,2026-04-13T09:16:48Z
2067,85,threads,pg_threads_00002067,Weather and trail conditions lifted demand for SilverRidge Backpack 35L; ReturnSure Labs regional forecast moved up,2026-03-30T20:13:13Z,212,42,36,12528,0.209,,10,normal,,2026-04-13T09:16:48Z
2068,67,tiktok,pg_tiktok_00002068,B2B team order inquiry references TrailForge Trekking Poles; RouteOne Fulfillment school athletics pipeline is increasing,2026-03-24T13:35:13Z,173,95,25,107,0.272,,11,normal,,2026-04-13T09:16:48Z
2069,443,threads,pg_threads_00002069,Product image enrichment requested for SummitCore Sleeping Bag; Waterline Outdoor catalog completeness needs attention,2026-04-12T23:45:54Z,946,82,18,7460,0.498,,12,normal,,2026-04-13T09:16:48Z
2070,,threads,pg_threads_00002070,Product manual search spike mentions ApexCamp 3P Tent; RecoveryFit Wellness service content should be promoted,2026-04-12T03:36:03Z,7222,582,163,49383,-0.142,,13,rising,,2026-04-13T09:16:48Z
2071,89,youtube,pg_youtube_00002071,Influencer review mentions PulseTrack GPS Watch; ElectraRide Devices sentiment and conversion likelihood improved,2026-04-10T18:36:44Z,884,45,29,18235,0.509,,14,normal,,2026-04-13T09:16:48Z
2072,356,twitter,pg_twitter_00002072,Inventory transfer signal raised for ApexBand HR Sensor; ReCycle Outdoor Exchange west-region stock is below plan,2026-04-08T22:42:04Z,2314,1372,317,66662,0.915,,15,rising,,2026-04-13T09:16:48Z
2073,379,instagram,pg_instagram_00002073,Assortment planner flagged substitute demand for CadencePro Bike Computer; DemandDesk Analytics pickup incentives should be tested,2026-03-20T05:31:01Z,10826,5470,7924,516625,0.236,,16,viral,,2026-04-13T09:16:48Z
2074,149,youtube,pg_youtube_00002074,Customer propensity model ranked RecoveryPulse Massage Sleeve; HealthPeak Wearables loyalty audience likely to convert,2026-03-24T06:19:27Z,52,25,13,17101,0.581,,17,normal,,2026-04-13T09:16:48Z
2075,486,twitter,pg_twitter_00002075,Safety update references PowerRack Adjustable Kettlebell; CleanTrail Apparel store teams should confirm return reason codes,2026-03-18T23:42:18Z,5998,1444,401,147922,0.362,,18,rising,,2026-04-13T09:16:48Z
2076,,instagram,pg_instagram_00002076,Peak season forecast raised for CoreBalance Yoga Kit; BridgeLine B2B Gear demand multiplier is accelerating,2026-04-08T08:53:57Z,253,51,36,7039,0.088,,19,normal,,2026-04-13T09:16:48Z
2077,340,tiktok,pg_tiktok_00002077,Marketplace listing change mentions CourtCore Basketball; StockGuard Advisors channel margin should be monitored,2026-04-10T00:33:48Z,211,57,4,15851,0.698,,20,normal,,2026-04-13T09:16:48Z
2078,,twitter,pg_twitter_00002078,Store master update affects GoalLine Team Kit; FinePoint Digital location eligibility needs validation,2026-04-01T23:03:51Z,819,71,38,16305,-0.082,,21,normal,,2026-04-13T09:16:48Z
2079,392,youtube,pg_youtube_00002079,Lakehouse catalog enrichment matched DiamondPro Baseball Glove; Portside Outdoor Supply semantic search coverage improved,2026-04-01T10:26:45Z,141384,15147,15255,12125134,0.611,,22,mega_viral,,2026-04-13T09:16:48Z
2080,263,threads,pg_threads_00002080,Operations signal added Waterline SUP Board; AltitudeYield Gear allocation workflow requested,2026-03-24T15:11:51Z,507,88,12,1085,-0.236,,23,normal,,2026-04-13T09:16:48Z
2081,117,tiktok,pg_tiktok_00002081,PurePack Travel saw creator demand spike for CoastalDry Duffel; store allocation should be reviewed,2026-04-08T11:31:40Z,19227,8528,2141,603771,-0.269,,24,viral,,2026-04-13T09:16:48Z
2082,,tiktok,pg_tiktok_00002082,Dynamic price match alert references TeamPack Sideline Bundle; SiliconFit Labs competitor pricing moved in two regions,2026-04-13T09:16:12Z,171,63,21,11710,0.829,,25,normal,,2026-04-13T09:16:48Z
2083,119,youtube,pg_youtube_00002083,POS transaction surge detected for Dynamic Price Match Bundle; CarbonActive Outdoor replenishment plan should be refreshed,2026-04-09T12:40:48Z,7904,1668,663,93203,0.338,,26,rising,,2026-04-13T09:16:48Z
2084,184,youtube,pg_youtube_00002084,Returns audit note mentions Returns Audit Starter Kit; ReturnGuard Operations product content and sizing guidance need review,2026-04-03T01:15:59Z,990,2,15,8955,0.816,,27,normal,,2026-04-13T09:16:48Z
2085,225,threads,pg_threads_00002085,Store pickup demand increased for Product Image Enrichment Pack; GearVault Product Data nearby inventory should be repositioned,2026-04-12T19:57:35Z,4495,269,973,114157,0.763,,28,rising,,2026-04-13T09:16:48Z
2086,166,instagram,pg_instagram_00002086,E-commerce search trend rising for Store Master Info Kit; Coastal Perimeter Surf campaign targeting score improved,2026-03-30T06:51:47Z,833,68,2,13688,0.067,,29,normal,,2026-04-13T09:16:48Z
2087,80,threads,pg_threads_00002087,Weather and trail conditions lifted demand for Customer Propensity Offer Pack; CivicSure Team Sports regional forecast moved up,2026-04-12T13:20:50Z,530,65,40,10719,0.657,,30,normal,,2026-04-13T09:16:48Z
2088,107,tiktok,pg_tiktok_00002088,B2B team order inquiry references SummitStride Trail Runner 2; IPA Direct Equipment school athletics pipeline is increasing,2026-03-27T09:03:56Z,10,83,7,9518,0.809,,31,normal,,2026-04-13T09:16:48Z
2089,519,tiktok,pg_tiktok_00002089,Product image enrichment requested for RidgeRunner Hiking Boot 2; ApexOne Outdoors catalog completeness needs attention,2026-03-19T07:17:19Z,720,66,24,15101,0.683,,32,normal,,2026-04-13T09:16:48Z
2090,402,youtube,pg_youtube_00002090,Product manual search spike mentions VelocityFit Court Shoe 2; Propel Performance service content should be promoted,2026-03-30T07:25:23Z,458,28,30,17471,0.441,,33,normal,,2026-04-13T09:16:48Z
2091,436,twitter,pg_twitter_00002091,Influencer review mentions GoldLayer Training Hoodie 2; Continuity Supply Ops sentiment and conversion likelihood improved,2026-04-11T14:52:28Z,736,51,8,9723,0.183,,34,normal,,2026-04-13T09:16:48Z
2092,270,tiktok,pg_tiktok_00002092,Inventory transfer signal raised for SilverRidge Trail Shell 2; BatteryStreet Fitness Tech west-region stock is below plan,2026-03-24T06:33:55Z,4258,468,200,104749,0.794,,35,rising,,2026-04-13T09:16:48Z
2093,317,youtube,pg_youtube_00002093,Assortment planner flagged substitute demand for BronzeTrail Base Tee 2; TrendWatch Market Signals pickup incentives should be tested,2026-04-06T04:44:42Z,7143,844,407,141025,0.148,,36,rising,,2026-04-13T09:16:48Z
2094,125,threads,pg_threads_00002094,Customer propensity model ranked MotionFlex Compression Tight 2; Safety Updates Desk loyalty audience likely to convert,2026-04-10T23:47:55Z,940,29,12,9323,0.367,,37,normal,,2026-04-13T09:16:48Z
2095,425,tiktok,pg_tiktok_00002095,Safety update references StormGuard Rain Jacket 2; MarketPulse Sports Signals store teams should confirm return reason codes,2026-03-29T14:28:21Z,235,44,27,18423,0.599,,38,normal,,2026-04-13T09:16:48Z
2096,454,instagram,pg_instagram_00002096,Peak season forecast raised for ZeroCopy Hydration Vest 2; StoreOps demand multiplier is accelerating,2026-04-10T15:29:49Z,592,10,41,11873,0.527,,39,normal,,2026-04-13T09:16:48Z
2097,189,youtube,pg_youtube_00002097,Marketplace listing change mentions SilverRidge Backpack 35L 2; AssortmentDesk channel margin should be monitored,2026-03-16T04:12:51Z,95608,99654,24085,4797797,-0.123,,40,mega_viral,,2026-04-13T09:16:48Z
2098,153,twitter,pg_twitter_00002098,Store master update affects TrailForge Trekking Poles 2; LedgerGrade Product Data location eligibility needs validation,2026-04-10T23:27:51Z,30,94,40,17575,0.517,,41,normal,,2026-04-13T09:16:48Z
2099,350,tiktok,pg_tiktok_00002099,Lakehouse catalog enrichment matched SummitCore Sleeping Bag 2; Specialty Gear Exchange semantic search coverage improved,2026-04-11T01:35:34Z,44968,2998,1824,902444,0.265,,42,viral,,2026-04-13T09:16:48Z
2100,315,tiktok,pg_tiktok_00002100,Operations signal added ApexCamp 3P Tent 2; NorthStar Pickup allocation workflow requested,2026-04-09T06:53:04Z,30048,14943,5217,565414,0.42,,43,viral,,2026-04-13T09:16:48Z
2101,392,youtube,pg_youtube_00002101,PeakGear Core saw creator demand spike for PulseTrack GPS Watch 2; store allocation should be reviewed,2026-04-13T05:17:30Z,532,97,24,4125,0.58,,44,normal,,2026-04-13T09:16:48Z
2102,38,twitter,pg_twitter_00002102,Dynamic price match alert references ApexBand HR Sensor 2; SummitTrail Outfitters competitor pricing moved in two regions,2026-04-05T04:55:27Z,793,80,32,19103,0.472,,45,normal,,2026-04-13T09:16:48Z
2103,215,threads,pg_threads_00002103,POS transaction surge detected for CadencePro Bike Computer 2; RidgeRunner Performance replenishment plan should be refreshed,2026-04-02T09:50:33Z,749,23,28,6474,0.762,,46,normal,,2026-04-13T09:16:48Z
2104,191,instagram,pg_instagram_00002104,Returns audit note mentions RecoveryPulse Massage Sleeve 2; VelocityFit Devices product content and sizing guidance need review,2026-04-08T17:23:55Z,418,81,15,15006,0.512,,47,normal,,2026-04-13T09:16:48Z
2105,,threads,pg_threads_00002105,Store pickup demand increased for PowerRack Adjustable Kettlebell 2; AlpineForge Gear nearby inventory should be repositioned,2026-04-11T17:21:33Z,329,97,26,13847,0.5,,48,normal,,2026-04-13T09:16:48Z
2106,35,threads,pg_threads_00002106,E-commerce search trend rising for CoreBalance Yoga Kit 2; Trailhead Team Sales campaign targeting score improved,2026-04-13T05:38:50Z,526,3,31,7509,0.279,,49,normal,,2026-04-13T09:16:48Z
2107,346,twitter,pg_twitter_00002107,Weather and trail conditions lifted demand for CourtCore Basketball 2; GearPay Commerce regional forecast moved up,2026-03-21T00:30:41Z,977,59,35,7691,0.238,,50,normal,,2026-04-13T09:16:48Z
2108,145,threads,pg_threads_00002108,B2B team order inquiry references GoalLine Team Kit 2; PackGuard Returns Audit school athletics pipeline is increasing,2026-03-24T01:17:07Z,600,30,48,1033,0.398,,51,normal,,2026-04-13T09:16:48Z
2109,21,instagram,pg_instagram_00002109,Product image enrichment requested for DiamondPro Baseball Glove 2; UrbanCourt Sports catalog completeness needs attention,2026-03-18T19:57:14Z,13950,3252,4826,990011,0.443,,52,viral,,2026-04-13T09:16:48Z
2110,335,tiktok,pg_tiktok_00002110,Product manual search spike mentions Waterline SUP Board 2; EcoPeak Active service content should be promoted,2026-04-13T07:42:04Z,950,69,0,19472,0.295,,53,normal,,2026-04-13T09:16:48Z
2111,461,twitter,pg_twitter_00002111,Influencer review mentions CoastalDry Duffel 2; LoyaltyPeak Offers sentiment and conversion likelihood improved,2026-03-30T02:34:03Z,5384,295,452,123255,0.929,,54,rising,,2026-04-13T09:16:48Z
2112,360,tiktok,pg_tiktok_00002112,Inventory transfer signal raised for TeamPack Sideline Bundle 2; Catalyst Safety Gear west-region stock is below plan,2026-03-25T02:00:38Z,785,58,29,4460,0.366,,55,normal,,2026-04-13T09:16:48Z
2113,160,threads,pg_threads_00002113,Assortment planner flagged substitute demand for Dynamic Price Match Bundle 2; NorthStar Outdoor Advisors pickup incentives should be tested,2026-04-12T19:49:12Z,7006,663,499,101172,-0.131,,56,rising,,2026-04-13T09:16:48Z
2114,304,instagram,pg_instagram_00002114,Customer propensity model ranked Returns Audit Starter Kit 2; GulfRun Supply loyalty audience likely to convert,2026-03-27T06:37:08Z,586,97,17,19720,0.321,,57,normal,,2026-04-13T09:16:48Z
2115,409,instagram,pg_instagram_00002115,Safety update references Product Image Enrichment Pack 2; Midwest Pickup Network store teams should confirm return reason codes,2026-04-03T22:13:13Z,510,98,1,5912,0.461,,58,normal,,2026-04-13T09:16:48Z
2116,338,threads,pg_threads_00002116,Peak season forecast raised for Store Master Info Kit 2; Pacific Commerce Network demand multiplier is accelerating,2026-04-09T09:13:30Z,849,74,43,14032,0.404,,59,normal,,2026-04-13T09:16:48Z
2117,491,twitter,pg_twitter_00002117,Marketplace listing change mentions Customer Propensity Offer Pack 2; ReturnSure Labs channel margin should be monitored,2026-03-26T22:05:23Z,5527,1811,618,118396,0.466,,60,rising,,2026-04-13T09:16:48Z
2118,,twitter,pg_twitter_00002118,Store master update affects SummitStride Trail Runner 3; RouteOne Fulfillment location eligibility needs validation,2026-04-12T05:22:52Z,2895,771,247,163166,0.389,,61,rising,,2026-04-13T09:16:48Z
2119,13,twitter,pg_twitter_00002119,Lakehouse catalog enrichment matched RidgeRunner Hiking Boot 3; Waterline Outdoor semantic search coverage improved,2026-04-04T22:25:09Z,476,85,12,8507,0.259,,62,normal,,2026-04-13T09:16:48Z
2120,482,youtube,pg_youtube_00002120,Operations signal added VelocityFit Court Shoe 3; RecoveryFit Wellness allocation workflow requested,2026-04-13T05:28:23Z,270,69,20,3454,0.782,,63,normal,,2026-04-13T09:16:48Z
2121,227,tiktok,pg_tiktok_00002121,ElectraRide Devices saw creator demand spike for GoldLayer Training Hoodie 3; store allocation should be reviewed,2026-04-13T07:38:35Z,22,81,12,12385,0.62,,64,normal,,2026-04-13T09:16:48Z
2122,312,youtube,pg_youtube_00002122,Dynamic price match alert references SilverRidge Trail Shell 3; ReCycle Outdoor Exchange competitor pricing moved in two regions,2026-03-31T08:57:24Z,329084,46952,16394,8533055,0.53,,65,mega_viral,,2026-04-13T09:16:48Z
2123,222,tiktok,pg_tiktok_00002123,POS transaction surge detected for BronzeTrail Base Tee 3; DemandDesk Analytics replenishment plan should be refreshed,2026-04-08T08:05:59Z,5255,806,379,186639,0.803,,66,rising,,2026-04-13T09:16:48Z
2124,134,youtube,pg_youtube_00002124,Returns audit note mentions MotionFlex Compression Tight 3; HealthPeak Wearables product content and sizing guidance need review,2026-03-20T23:19:04Z,514,67,29,19126,0.883,,67,normal,,2026-04-13T09:16:48Z
