influencer_id,handle,display_name,platform,follower_count,engagement_rate,influence_score,niche,city,region,country,is_verified,created_at
354,@riverbendfinaid_chi,Riverbend Financial Aid - Chicago,youtube,31860,0.044,74.2,Financial Aid,Chicago,Illinois,US,0,2026-03-24T14:00:00Z
355,@summitcareerhub_sea,Summit Career Hub - Seattle,instagram,75199,0.040,61.7,Career Readiness,Seattle,Washington,US,1,2025-12-07T12:00:00Z
356,@clearpathwellness_phx,ClearPath Wellness - Phoenix,threads,39929,0.052,84.8,Student Wellness,Phoenix,Arizona,US,0,2026-01-20T22:00:00Z
357,@pioneerlearning_den,Pioneer Learning Center - Denver,instagram,70300,0.025,67.9,Academic Support,Denver,Colorado,US,1,2025-12-14T22:00:00Z
358,@coastalaccess_pdx,Coastal Accessibility Services - Portland,twitter,72396,0.037,64.1,Accessibility Services,Portland,Oregon,US,1,2026-03-17T17:00:00Z
359,@lakesideaid_dal,Lakeside Aid Office - Dallas,instagram,18394,0.029,70.4,Financial Aid,Dallas,Texas,US,0,2025-12-15T15:00:00Z
360,@horizonfirstyear_atl,Horizon First-Year Experience - Atlanta,youtube,59253,0.055,89.1,First-Year Experience,Atlanta,Georgia,US,1,2026-03-10T13:00:00Z
361,@libertytransfer_mia,Liberty Transfer Center - Miami,threads,5099,0.066,52.0,Transfer Success,Miami,Florida,US,0,2026-02-06T20:00:00Z
362,@innovationonline_phl,Innovation Online Learning - Philadelphia,instagram,9390,0.060,62.6,Online Learning,Philadelphia,Pennsylvania,US,0,2026-01-25T22:00:00Z
363,@gatewayregistrar_la,Gateway Registrar - Los Angeles,tiktok,39025,0.066,88.3,Registrar,Los Angeles,California,US,0,2026-03-26T08:00:00Z
364,@censusweekdesk_ny,Census Week Desk - New York,youtube,36314,0.065,72.1,Enrollment Management,New York,New York,US,0,2025-12-09T08:00:00Z
365,@degreeprogresshub_bos,Degree Progress Hub - Boston,instagram,50588,0.045,55.4,Completion,Boston,Massachusetts,US,0,2025-12-04T03:00:00Z
366,@campusbasicneeds_sf,Campus Basic Needs - San Francisco,twitter,13743,0.065,82.4,Basic Needs,San Francisco,California,US,0,2026-03-19T19:00:00Z
367,@admityieldteam_hou,Admit Yield Team - Houston,instagram,55918,0.035,63.7,Admissions,Houston,Texas,US,1,2025-12-31T16:00:00Z
368,@scholarshipoffice_chi,Scholarship Office - Chicago,instagram,25034,0.026,74.7,Scholarships,Chicago,Illinois,US,0,2026-03-10T12:00:00Z
369,@firstgenpathways_sea,First-Gen Pathways - Seattle,twitter,793,0.058,52.3,First-Generation Success,Seattle,Washington,US,0,2026-02-07T10:00:00Z
370,@transferready_phx,Transfer Ready - Phoenix,tiktok,6849,0.077,84.6,Transfer Success,Phoenix,Arizona,US,0,2026-03-02T01:00:00Z
371,@commuterconnect_den,Commuter Connect - Denver,tiktok,42898,0.066,69.7,Student Engagement,Denver,Colorado,US,1,2026-01-29T03:00:00Z
372,@studentvoicehub_pdx,Student Voice Hub - Portland,threads,23840,0.114,64.7,Student Success,Portland,Oregon,US,0,2026-03-27T04:00:00Z
373,@peermentorcollective_dal,Peer Mentor Collective - Dallas,youtube,35536,0.095,51.9,Peer Mentoring,Dallas,Texas,US,0,2026-01-28T05:00:00Z
374,@veteransuccess_atl,Veteran Success Network - Atlanta,tiktok,36434,0.103,81.6,Veteran Success,Atlanta,Georgia,US,0,2026-01-05T10:00:00Z
375,@adultlearnerhub_mia,Adult Learner Hub - Miami,threads,36445,0.080,59.7,Adult Learners,Miami,Florida,US,0,2025-12-17T00:00:00Z
376,@onlinelearners_phl,Online Learner Community - Philadelphia,tiktok,26701,0.102,65.2,Online Learning,Philadelphia,Pennsylvania,US,0,2025-12-27T01:00:00Z
377,@latinxsuccess_la,Latinx Student Success - Los Angeles,tiktok,36171,0.092,76.6,Belonging,Los Angeles,California,US,1,2026-03-02T07:00:00Z
378,@blackstudentalliance_ny,Black Student Alliance - New York,instagram,33110,0.080,92.5,Belonging,New York,New York,US,0,2026-01-28T21:00:00Z
379,@stempeerlab_bos,STEM Peer Lab - Boston,instagram,38057,0.069,82.1,STEM Persistence,Boston,Massachusetts,US,1,2026-02-17T16:00:00Z
380,@returningstudents_sf,Returning Students Network - San Francisco,threads,25707,0.112,85.3,Completion,San Francisco,California,US,0,2026-01-27T06:00:00Z
381,@housingsecuritynow_hou,Housing Security Now - Houston,instagram,44463,0.113,60.1,Basic Needs,Houston,Texas,US,0,2026-03-08T22:00:00Z
382,@foodaccesscoalition_chi,Food Access Coalition - Chicago,threads,8716,0.058,48.5,Basic Needs,Chicago,Illinois,US,0,2026-01-06T00:00:00Z
383,@lakesidealumni_sea,Lakeside Alumni Association - Seattle,twitter,62512,0.033,55.7,Alumni Engagement,Seattle,Washington,US,0,2026-03-25T17:00:00Z
384,@alumniaidfund_phx,Alumni Aid Fund - Phoenix,tiktok,92029,0.055,86.8,Emergency Aid,Phoenix,Arizona,US,1,2026-02-10T12:00:00Z
385,@donorimpacthub_den,Donor Impact Hub - Denver,youtube,106763,0.032,77.7,Advancement,Denver,Colorado,US,1,2026-03-27T15:00:00Z
386,@scholarshipcircle_pdx,Scholarship Circle - Portland,youtube,107085,0.039,64.3,Scholarships,Portland,Oregon,US,1,2026-01-18T11:00:00Z
387,@annualgivingdesk_dal,Annual Giving Desk - Dallas,threads,21919,0.052,69.0,Advancement,Dallas,Texas,US,0,2026-01-10T14:00:00Z
388,@alumnicareers_atl,Alumni Career Network - Atlanta,tiktok,16074,0.027,77.2,Career Readiness,Atlanta,Georgia,US,0,2026-01-21T18:00:00Z
389,@communitycollegebridge_mia,Community College Bridge - Miami,instagram,53809,0.039,74.0,Transfer Success,Miami,Florida,US,0,2025-12-14T08:00:00Z
390,@workforcepathways_phl,Workforce Pathways - Philadelphia,instagram,113237,0.042,60.8,Workforce Programs,Philadelphia,Pennsylvania,US,1,2026-01-16T10:00:00Z
391,@citypromisepartners_la,City Promise Partners - Los Angeles,tiktok,136579,0.016,70.6,Community Partnerships,Los Angeles,California,US,1,2025-12-13T23:00:00Z
392,@employerlearninglab_ny,Employer Learning Lab - New York,instagram,188278,0.023,78.6,Employer Engagement,New York,New York,US,1,2025-12-25T06:00:00Z
393,@stateaidwatch_bos,State Aid Watch - Boston,youtube,185357,0.033,79.2,Financial Aid Policy,Boston,Massachusetts,US,1,2025-12-17T20:00:00Z
394,@completioncompact_sf,Completion Compact - San Francisco,threads,169778,0.024,77.0,Completion,San Francisco,California,US,1,2026-02-08T09:00:00Z
395,@institutionalresearch_hou,Institutional Research Exchange - Houston,instagram,59851,0.015,62.6,Institutional Research,Houston,Texas,US,1,2025-12-27T04:00:00Z
396,@enrollmentanalytics_chi,Enrollment Analytics Forum - Chicago,tiktok,118277,0.045,65.8,Enrollment Management,Chicago,Illinois,US,1,2026-01-08T08:00:00Z
397,@northstaradvising_ny,Northstar Advising - New York,twitter,19221,0.020,90.8,Academic Advising,New York,New York,US,0,2026-02-06T12:00:00Z
398,@riverbendfinaid_bos,Riverbend Financial Aid - Boston,twitter,64197,0.026,75.7,Financial Aid,Boston,Massachusetts,US,1,2026-02-27T11:00:00Z
399,@summitcareerhub_sf,Summit Career Hub - San Francisco,tiktok,26799,0.024,56.6,Career Readiness,San Francisco,California,US,1,2025-12-11T05:00:00Z
400,@clearpathwellness_hou,ClearPath Wellness - Houston,youtube,4126,0.040,64.6,Student Wellness,Houston,Texas,US,0,2026-03-13T04:00:00Z
401,@pioneerlearning_chi,Pioneer Learning Center - Chicago,youtube,30371,0.024,52.5,Academic Support,Chicago,Illinois,US,0,2026-03-27T14:00:00Z
402,@coastalaccess_sea,Coastal Accessibility Services - Seattle,twitter,45434,0.049,59.4,Accessibility Services,Seattle,Washington,US,0,2026-01-05T20:00:00Z
403,@lakesideaid_phx,Lakeside Aid Office - Phoenix,youtube,54025,0.057,73.9,Financial Aid,Phoenix,Arizona,US,1,2026-03-19T20:00:00Z
404,@horizonfirstyear_den,Horizon First-Year Experience - Denver,instagram,18224,0.042,68.6,First-Year Experience,Denver,Colorado,US,0,2026-02-08T03:00:00Z
405,@libertytransfer_pdx,Liberty Transfer Center - Portland,youtube,37079,0.027,61.0,Transfer Success,Portland,Oregon,US,1,2026-01-03T20:00:00Z
406,@innovationonline_dal,Innovation Online Learning - Dallas,tiktok,37767,0.056,70.9,Online Learning,Dallas,Texas,US,0,2025-12-29T07:00:00Z
407,@gatewayregistrar_atl,Gateway Registrar - Atlanta,instagram,9669,0.060,65.0,Registrar,Atlanta,Georgia,US,0,2026-03-23T03:00:00Z
408,@censusweekdesk_mia,Census Week Desk - Miami,youtube,61049,0.063,76.1,Enrollment Management,Miami,Florida,US,1,2025-12-25T05:00:00Z
409,@degreeprogresshub_phl,Degree Progress Hub - Philadelphia,threads,57875,0.026,76.9,Completion,Philadelphia,Pennsylvania,US,1,2025-12-09T22:00:00Z
410,@campusbasicneeds_la,Campus Basic Needs - Los Angeles,threads,72395,0.039,83.2,Basic Needs,Los Angeles,California,US,1,2026-01-25T14:00:00Z
411,@admityieldteam_ny,Admit Yield Team - New York,twitter,50989,0.033,62.8,Admissions,New York,New York,US,0,2026-03-20T01:00:00Z
412,@scholarshipoffice_bos,Scholarship Office - Boston,instagram,20412,0.040,60.0,Scholarships,Boston,Massachusetts,US,0,2026-03-20T02:00:00Z
413,@firstgenpathways_sf,First-Gen Pathways - San Francisco,instagram,17491,0.107,57.3,First-Generation Success,San Francisco,California,US,0,2026-02-05T09:00:00Z
414,@transferready_hou,Transfer Ready - Houston,threads,27247,0.101,85.9,Transfer Success,Houston,Texas,US,0,2026-02-09T00:00:00Z
415,@commuterconnect_chi,Commuter Connect - Chicago,instagram,17337,0.066,75.3,Student Engagement,Chicago,Illinois,US,0,2026-03-28T14:00:00Z
416,@studentvoicehub_sea,Student Voice Hub - Seattle,threads,24315,0.060,82.8,Student Success,Seattle,Washington,US,0,2026-03-24T02:00:00Z
417,@peermentorcollective_phx,Peer Mentor Collective - Phoenix,instagram,43915,0.107,60.6,Peer Mentoring,Phoenix,Arizona,US,1,2026-03-01T11:00:00Z
418,@veteransuccess_den,Veteran Success Network - Denver,instagram,31143,0.059,75.8,Veteran Success,Denver,Colorado,US,0,2026-01-06T11:00:00Z
419,@adultlearnerhub_pdx,Adult Learner Hub - Portland,threads,639,0.069,62.1,Adult Learners,Portland,Oregon,US,0,2026-03-14T14:00:00Z
420,@onlinelearners_dal,Online Learner Community - Dallas,instagram,3010,0.080,49.9,Online Learning,Dallas,Texas,US,0,2026-02-12T13:00:00Z
421,@latinxsuccess_atl,Latinx Student Success - Atlanta,tiktok,20253,0.106,58.1,Belonging,Atlanta,Georgia,US,0,2025-12-21T16:00:00Z
422,@blackstudentalliance_mia,Black Student Alliance - Miami,threads,41423,0.062,67.4,Belonging,Miami,Florida,US,0,2026-02-25T18:00:00Z
423,@stempeerlab_phl,STEM Peer Lab - Philadelphia,instagram,12111,0.061,82.7,STEM Persistence,Philadelphia,Pennsylvania,US,0,2025-12-27T18:00:00Z
424,@returningstudents_la,Returning Students Network - Los Angeles,tiktok,35434,0.095,76.2,Completion,Los Angeles,California,US,0,2025-12-14T20:00:00Z
425,@housingsecuritynow_ny,Housing Security Now - New York,twitter,43936,0.049,87.9,Basic Needs,New York,New York,US,0,2026-03-12T18:00:00Z
426,@foodaccesscoalition_bos,Food Access Coalition - Boston,instagram,1350,0.114,59.2,Basic Needs,Boston,Massachusetts,US,0,2026-03-17T08:00:00Z
427,@lakesidealumni_sf,Lakeside Alumni Association - San Francisco,threads,65492,0.058,75.0,Alumni Engagement,San Francisco,California,US,1,2026-01-16T21:00:00Z
428,@alumniaidfund_hou,Alumni Aid Fund - Houston,tiktok,68962,0.037,63.2,Emergency Aid,Houston,Texas,US,0,2026-02-25T02:00:00Z
429,@donorimpacthub_chi,Donor Impact Hub - Chicago,threads,95163,0.033,86.7,Advancement,Chicago,Illinois,US,1,2026-03-15T00:00:00Z
430,@scholarshipcircle_sea,Scholarship Circle - Seattle,threads,50484,0.052,74.9,Scholarships,Seattle,Washington,US,0,2026-03-10T10:00:00Z
431,@annualgivingdesk_phx,Annual Giving Desk - Phoenix,youtube,57707,0.021,55.3,Advancement,Phoenix,Arizona,US,0,2025-12-13T23:00:00Z
432,@alumnicareers_den,Alumni Career Network - Denver,youtube,30809,0.024,79.5,Career Readiness,Denver,Colorado,US,0,2026-02-25T11:00:00Z
433,@communitycollegebridge_pdx,Community College Bridge - Portland,threads,144842,0.022,91.9,Transfer Success,Portland,Oregon,US,1,2026-03-24T21:00:00Z
434,@workforcepathways_dal,Workforce Pathways - Dallas,threads,239538,0.035,67.5,Workforce Programs,Dallas,Texas,US,1,2026-02-23T04:00:00Z
435,@citypromisepartners_atl,City Promise Partners - Atlanta,instagram,160332,0.046,93.8,Community Partnerships,Atlanta,Georgia,US,1,2026-01-02T19:00:00Z
436,@employerlearninglab_mia,Employer Learning Lab - Miami,twitter,208560,0.024,84.1,Employer Engagement,Miami,Florida,US,1,2026-01-27T22:00:00Z
437,@stateaidwatch_phl,State Aid Watch - Philadelphia,tiktok,174157,0.027,74.7,Financial Aid Policy,Philadelphia,Pennsylvania,US,1,2026-03-13T23:00:00Z
438,@completioncompact_la,Completion Compact - Los Angeles,tiktok,103757,0.040,74.8,Completion,Los Angeles,California,US,1,2025-12-24T16:00:00Z
439,@institutionalresearch_ny,Institutional Research Exchange - New York,twitter,36099,0.034,89.1,Institutional Research,New York,New York,US,0,2025-12-28T00:00:00Z
440,@enrollmentanalytics_bos,Enrollment Analytics Forum - Boston,twitter,72052,0.028,76.2,Enrollment Management,Boston,Massachusetts,US,1,2026-02-18T09:00:00Z
441,@northstaradvising_mia,Northstar Advising - Miami,youtube,48571,0.067,60.3,Academic Advising,Miami,Florida,US,0,2025-12-09T12:00:00Z
442,@riverbendfinaid_phl,Riverbend Financial Aid - Philadelphia,twitter,32717,0.051,90.1,Financial Aid,Philadelphia,Pennsylvania,US,0,2026-03-11T13:00:00Z
443,@summitcareerhub_la,Summit Career Hub - Los Angeles,instagram,6146,0.069,79.3,Career Readiness,Los Angeles,California,US,0,2026-03-10T14:00:00Z
444,@clearpathwellness_ny,ClearPath Wellness - New York,instagram,55265,0.062,81.2,Student Wellness,New York,New York,US,1,2026-02-22T22:00:00Z
445,@pioneerlearning_bos,Pioneer Learning Center - Boston,instagram,74916,0.024,80.4,Academic Support,Boston,Massachusetts,US,1,2026-03-17T17:00:00Z
446,@coastalaccess_sf,Coastal Accessibility Services - San Francisco,threads,55149,0.057,77.7,Accessibility Services,San Francisco,California,US,1,2026-03-09T14:00:00Z
447,@lakesideaid_hou,Lakeside Aid Office - Houston,youtube,8517,0.039,63.7,Financial Aid,Houston,Texas,US,0,2026-01-16T06:00:00Z
448,@horizonfirstyear_chi,Horizon First-Year Experience - Chicago,youtube,13234,0.045,59.5,First-Year Experience,Chicago,Illinois,US,0,2026-03-25T04:00:00Z
449,@libertytransfer_sea,Liberty Transfer Center - Seattle,youtube,42833,0.039,50.5,Transfer Success,Seattle,Washington,US,0,2025-12-13T12:00:00Z
450,@innovationonline_phx,Innovation Online Learning - Phoenix,twitter,28804,0.067,85.0,Online Learning,Phoenix,Arizona,US,0,2026-03-30T21:00:00Z
451,@gatewayregistrar_den,Gateway Registrar - Denver,youtube,26609,0.044,87.0,Registrar,Denver,Colorado,US,1,2025-12-12T04:00:00Z
452,@censusweekdesk_pdx,Census Week Desk - Portland,threads,38876,0.046,58.4,Enrollment Management,Portland,Oregon,US,0,2025-12-20T02:00:00Z
453,@degreeprogresshub_dal,Degree Progress Hub - Dallas,instagram,58655,0.023,56.6,Completion,Dallas,Texas,US,1,2026-01-18T12:00:00Z
454,@campusbasicneeds_atl,Campus Basic Needs - Atlanta,tiktok,6181,0.043,86.7,Basic Needs,Atlanta,Georgia,US,0,2025-12-17T02:00:00Z
455,@admityieldteam_mia,Admit Yield Team - Miami,youtube,26678,0.039,69.1,Admissions,Miami,Florida,US,0,2025-12-09T12:00:00Z
456,@scholarshipoffice_phl,Scholarship Office - Philadelphia,youtube,46959,0.063,60.5,Scholarships,Philadelphia,Pennsylvania,US,0,2026-03-04T14:00:00Z
457,@firstgenpathways_la,First-Gen Pathways - Los Angeles,tiktok,15860,0.099,87.8,First-Generation Success,Los Angeles,California,US,0,2026-02-15T03:00:00Z
458,@transferready_ny,Transfer Ready - New York,twitter,43508,0.114,93.3,Transfer Success,New York,New York,US,0,2026-03-10T16:00:00Z
459,@commuterconnect_bos,Commuter Connect - Boston,instagram,28854,0.054,74.3,Student Engagement,Boston,Massachusetts,US,0,2025-12-26T15:00:00Z
460,@studentvoicehub_sf,Student Voice Hub - San Francisco,twitter,11001,0.076,84.0,Student Success,San Francisco,California,US,0,2026-03-16T15:00:00Z
461,@peermentorcollective_hou,Peer Mentor Collective - Houston,threads,39972,0.033,71.6,Peer Mentoring,Houston,Texas,US,0,2025-12-22T19:00:00Z
