forecast_id,product_id,region,forecast_date,predicted_demand,confidence_low,confidence_high,social_factor,model_version,explanation,created_at
169,24,Florida Family Watch Zone,2026-05-24,259,202,321,1.17,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Sports Docuseries Season Access Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
170,24,Pacific Northwest Creator Cluster,2026-05-25,269,210,333,1.2,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Sports Docuseries Season Access Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
171,24,Mountain West Live Event Operations Zone,2026-05-26,279,218,346,1.23,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Sports Docuseries Season Access Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
172,24,Texas Subscriber Monetization Arc,2026-05-27,242,188,299,1.05,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Sports Docuseries Season Access Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
173,24,Midwest Sports Replay Cluster,2026-05-28,252,196,312,1.08,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Sports Docuseries Season Access Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
174,24,Southeast Premiere Belt,2026-05-29,262,204,325,1.11,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Sports Docuseries Season Access Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
175,24,Las Vegas Live Event Market,2026-05-30,272,213,338,1.14,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Sports Docuseries Season Access Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
176,24,Boston Premium Original Market,2026-05-31,283,221,351,1.17,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Sports Docuseries Season Access Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
177,24,Washington Trust and Safety Region,2026-06-01,294,229,365,1.2,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Sports Docuseries Season Access Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
178,24,Nashville Music Livestream Region,2026-06-02,305,238,378,1.23,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Sports Docuseries Season Access Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
179,24,San Diego Streaming Launch Market,2026-06-03,264,206,327,1.05,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Sports Docuseries Season Access Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
180,24,Honolulu International Drama Market,2026-06-04,274,214,340,1.08,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Sports Docuseries Season Access Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
181,25,Texas Subscriber Monetization Arc,2026-05-06,213,166,265,1.16,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Audience Rewards Calendar"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
182,25,Midwest Sports Replay Cluster,2026-05-07,224,175,277,1.19,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Audience Rewards Calendar"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
183,25,Southeast Premiere Belt,2026-05-08,234,183,290,1.22,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Audience Rewards Calendar"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
184,25,Las Vegas Live Event Market,2026-05-09,245,191,304,1.25,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Audience Rewards Calendar"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
185,25,Boston Premium Original Market,2026-05-10,256,200,317,1.28,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Audience Rewards Calendar"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
186,25,Washington Trust and Safety Region,2026-05-11,267,208,331,1.31,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Audience Rewards Calendar"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
187,25,Nashville Music Livestream Region,2026-05-12,279,217,346,1.34,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Audience Rewards Calendar"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
188,25,San Diego Streaming Launch Market,2026-05-13,246,192,305,1.16,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Audience Rewards Calendar"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
189,25,Honolulu International Drama Market,2026-05-14,257,200,319,1.19,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Audience Rewards Calendar"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
190,25,Charlotte Matchday Belt,2026-05-15,268,209,333,1.22,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Audience Rewards Calendar"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
191,25,Portland Indie Festival Market,2026-05-16,280,218,347,1.25,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Audience Rewards Calendar"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
192,25,Philadelphia Documentary Forum Market,2026-05-17,292,228,362,1.28,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Audience Rewards Calendar"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
193,25,Phoenix FAST Channel Region,2026-05-18,304,237,377,1.31,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Audience Rewards Calendar"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
194,25,Tampa Subscriber Winback Market,2026-05-19,316,247,392,1.34,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Audience Rewards Calendar"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
195,25,Northeast Streaming Corridor,2026-05-20,278,217,345,1.16,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Audience Rewards Calendar"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
196,25,Southern Sports Rights Belt,2026-05-21,290,226,360,1.19,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Audience Rewards Calendar"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
197,25,West Coast Streaming Launch Belt,2026-05-22,303,236,375,1.22,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Audience Rewards Calendar"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
198,25,Florida Family Watch Zone,2026-05-23,315,246,391,1.25,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Audience Rewards Calendar"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
199,25,Pacific Northwest Creator Cluster,2026-05-24,328,256,406,1.28,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Audience Rewards Calendar"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
200,25,Mountain West Live Event Operations Zone,2026-05-25,341,266,422,1.31,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Audience Rewards Calendar"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
201,25,Texas Subscriber Monetization Arc,2026-05-26,354,276,439,1.34,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Audience Rewards Calendar"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
202,25,Midwest Sports Replay Cluster,2026-05-27,311,242,385,1.16,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Audience Rewards Calendar"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
203,25,Southeast Premiere Belt,2026-05-28,324,252,401,1.19,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Audience Rewards Calendar"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
204,25,Las Vegas Live Event Market,2026-05-29,337,263,418,1.22,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Audience Rewards Calendar"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
205,25,Boston Premium Original Market,2026-05-30,350,273,434,1.25,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Audience Rewards Calendar"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
206,25,Washington Trust and Safety Region,2026-05-31,364,284,451,1.28,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Audience Rewards Calendar"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
207,25,Nashville Music Livestream Region,2026-06-01,377,294,468,1.31,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Audience Rewards Calendar"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
208,25,San Diego Streaming Launch Market,2026-06-02,391,305,485,1.34,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Audience Rewards Calendar"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
209,25,Honolulu International Drama Market,2026-06-03,343,268,426,1.16,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Audience Rewards Calendar"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
210,25,Charlotte Matchday Belt,2026-06-04,357,278,443,1.19,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Audience Rewards Calendar"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
211,26,Midwest Sports Replay Cluster,2026-05-06,255,199,317,1.27,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Subscriber Churn Winback Offer"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
212,26,Southeast Premiere Belt,2026-05-07,268,209,332,1.3,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Subscriber Churn Winback Offer"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
213,26,Las Vegas Live Event Market,2026-05-08,281,219,348,1.33,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Subscriber Churn Winback Offer"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
214,26,Boston Premium Original Market,2026-05-09,294,229,364,1.36,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Subscriber Churn Winback Offer"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
215,26,Washington Trust and Safety Region,2026-05-10,307,240,381,1.39,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Subscriber Churn Winback Offer"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
216,26,Nashville Music Livestream Region,2026-05-11,321,250,398,1.42,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Subscriber Churn Winback Offer"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
217,26,San Diego Streaming Launch Market,2026-05-12,335,261,415,1.45,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Subscriber Churn Winback Offer"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
218,26,Honolulu International Drama Market,2026-05-13,300,234,372,1.27,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Subscriber Churn Winback Offer"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
219,26,Charlotte Matchday Belt,2026-05-14,313,244,388,1.3,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Subscriber Churn Winback Offer"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
220,26,Portland Indie Festival Market,2026-05-15,327,255,406,1.33,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Subscriber Churn Winback Offer"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
221,26,Philadelphia Documentary Forum Market,2026-05-16,341,266,423,1.36,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Subscriber Churn Winback Offer"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
222,26,Phoenix FAST Channel Region,2026-05-17,356,278,441,1.39,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Subscriber Churn Winback Offer"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
223,26,Tampa Subscriber Winback Market,2026-05-18,371,289,460,1.42,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Subscriber Churn Winback Offer"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
224,26,Northeast Streaming Corridor,2026-05-19,386,301,478,1.45,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Subscriber Churn Winback Offer"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
225,26,Southern Sports Rights Belt,2026-05-20,344,268,427,1.27,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Subscriber Churn Winback Offer"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
226,26,West Coast Streaming Launch Belt,2026-05-21,359,280,445,1.3,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Subscriber Churn Winback Offer"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
227,26,Florida Family Watch Zone,2026-05-22,374,292,463,1.33,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Subscriber Churn Winback Offer"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
228,26,Pacific Northwest Creator Cluster,2026-05-23,389,303,482,1.36,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Subscriber Churn Winback Offer"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
229,26,Mountain West Live Event Operations Zone,2026-05-24,404,316,502,1.39,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Subscriber Churn Winback Offer"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
230,26,Texas Subscriber Monetization Arc,2026-05-25,420,328,521,1.42,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Subscriber Churn Winback Offer"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
231,26,Midwest Sports Replay Cluster,2026-05-26,436,340,541,1.45,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Subscriber Churn Winback Offer"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
232,26,Southeast Premiere Belt,2026-05-27,389,303,482,1.27,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Subscriber Churn Winback Offer"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
233,26,Las Vegas Live Event Market,2026-05-28,404,315,501,1.3,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Subscriber Churn Winback Offer"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
234,26,Boston Premium Original Market,2026-05-29,420,328,521,1.33,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Subscriber Churn Winback Offer"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
235,26,Washington Trust and Safety Region,2026-05-30,437,341,541,1.36,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Subscriber Churn Winback Offer"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
236,26,Nashville Music Livestream Region,2026-05-31,453,353,562,1.39,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Subscriber Churn Winback Offer"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
237,26,San Diego Streaming Launch Market,2026-06-01,470,367,583,1.42,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Subscriber Churn Winback Offer"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
238,26,Honolulu International Drama Market,2026-06-02,487,380,604,1.45,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Subscriber Churn Winback Offer"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
239,26,Charlotte Matchday Belt,2026-06-03,433,338,537,1.27,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Subscriber Churn Winback Offer"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
240,26,Portland Indie Festival Market,2026-06-04,450,351,558,1.3,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Subscriber Churn Winback Offer"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
241,27,Southeast Premiere Belt,2026-05-06,301,235,373,1.38,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""Premium Storefront Creator Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
242,27,Las Vegas Live Event Market,2026-05-07,310,242,385,1.41,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""Premium Storefront Creator Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
243,27,Boston Premium Original Market,2026-05-08,320,249,396,1.44,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""Premium Storefront Creator Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
244,27,Washington Trust and Safety Region,2026-05-09,329,257,408,1.47,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""Premium Storefront Creator Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
245,27,Nashville Music Livestream Region,2026-05-10,339,264,420,1.5,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""Premium Storefront Creator Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
246,27,San Diego Streaming Launch Market,2026-05-11,349,272,433,1.53,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""Premium Storefront Creator Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
247,27,Honolulu International Drama Market,2026-05-12,359,280,445,1.56,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""Premium Storefront Creator Bundle"",""confidence"":""very_high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
248,27,Charlotte Matchday Belt,2026-05-13,320,250,397,1.38,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""Premium Storefront Creator Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
