VENDOR_SK,SOURCE_SYSTEM,SOURCE_VENDOR_ID,VENDOR_NAME,REGION,RATING,ONBOARDING_DATE,INSERT_DT,UPDATE_DT
352,Oracle Fusion,352,Vendor 352,NA,4.6,2025-06-21T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
353,Oracle Fusion,353,Vendor 353,EMEA,4.5,2022-01-06T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
354,Oracle Fusion,354,Vendor 354,NA,4.2,2021-09-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
355,Oracle Fusion,355,Vendor 355,APAC,4.3,2021-03-23T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
356,Oracle Fusion,356,Vendor 356,NA,3.6,2023-04-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
357,Oracle Fusion,357,Vendor 357,NA,3.1,2022-02-10T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
358,Oracle Fusion,358,Vendor 358,APAC,3.3,2022-07-29T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
359,Oracle Fusion,359,Vendor 359,NA,3.7,2025-03-14T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
360,Oracle Fusion,360,Vendor 360,APAC,4.3,2022-07-20T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
361,Oracle Fusion,361,Vendor 361,NA,4.8,2024-11-14T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
362,Oracle Fusion,362,Vendor 362,APAC,4.1,2023-10-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
363,Oracle Fusion,363,Vendor 363,NA,4.6,2024-05-06T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
364,Oracle Fusion,364,Vendor 364,NA,4.3,2022-09-18T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
365,Oracle Fusion,365,Vendor 365,APAC,4.5,2021-01-18T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
366,Oracle Fusion,366,Vendor 366,NA,3.8,2024-03-18T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
367,Oracle Fusion,367,Vendor 367,APAC,3.9,2025-04-14T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
368,Oracle Fusion,368,Vendor 368,EMEA,3.2,2021-09-13T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
369,Oracle Fusion,369,Vendor 369,EMEA,4.4,2022-09-21T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
370,Oracle Fusion,370,Vendor 370,LATAM,5,2025-05-17T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
371,Oracle Fusion,371,Vendor 371,NA,4.3,2024-12-30T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
372,Oracle Fusion,372,Vendor 372,EMEA,4.4,2024-07-19T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
373,Oracle Fusion,373,Vendor 373,LATAM,2.9,2022-03-15T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
374,Oracle Fusion,374,Vendor 374,LATAM,3.5,2022-09-23T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
375,Oracle Fusion,375,Vendor 375,EMEA,3.7,2021-04-20T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
376,Oracle Fusion,376,Vendor 376,EMEA,4.7,2025-11-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
377,Oracle Fusion,377,Vendor 377,APAC,3.7,2024-11-18T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
378,Oracle Fusion,378,Vendor 378,APAC,4.7,2024-05-12T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
379,Oracle Fusion,379,Vendor 379,EMEA,4.6,2022-07-16T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
380,Oracle Fusion,380,Vendor 380,APAC,3.3,2023-05-20T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
381,Oracle Fusion,381,Vendor 381,NA,3,2025-01-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
382,Oracle Fusion,382,Vendor 382,EMEA,3.9,2023-01-14T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
383,Oracle Fusion,383,Vendor 383,NA,4.9,2024-08-10T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
384,Oracle Fusion,384,Vendor 384,APAC,4.3,2021-04-05T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
385,Oracle Fusion,385,Vendor 385,NA,3.3,2023-05-30T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
386,Oracle Fusion,386,Vendor 386,NA,4.4,2023-04-29T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
387,Oracle Fusion,387,Vendor 387,APAC,3.2,2023-07-18T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
388,Oracle Fusion,388,Vendor 388,EMEA,4.5,2025-05-24T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
389,Oracle Fusion,389,Vendor 389,APAC,3.3,2022-11-22T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
390,Oracle Fusion,390,Vendor 390,NA,3.3,2022-07-16T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
391,Oracle Fusion,391,Vendor 391,EMEA,4,2023-08-06T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
392,Oracle Fusion,392,Vendor 392,NA,3.7,2021-12-20T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
393,Oracle Fusion,393,Vendor 393,LATAM,4.3,2023-08-27T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
394,Oracle Fusion,394,Vendor 394,NA,4.3,2024-06-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
395,Oracle Fusion,395,Vendor 395,NA,4.2,2025-03-26T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
396,Oracle Fusion,396,Vendor 396,NA,4,2023-07-05T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
397,Oracle Fusion,397,Vendor 397,NA,4,2021-12-05T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
398,Oracle Fusion,398,Vendor 398,NA,3.1,2022-11-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
399,Oracle Fusion,399,Vendor 399,NA,4.3,2024-01-15T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
400,Oracle Fusion,400,Vendor 400,NA,4.5,2023-03-03T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
401,Oracle Fusion,401,Vendor 401,EMEA,4.6,2021-02-06T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
402,Oracle Fusion,402,Vendor 402,APAC,3.8,2024-01-29T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
403,Oracle Fusion,403,Vendor 403,NA,3.7,2023-06-28T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
404,Oracle Fusion,404,Vendor 404,APAC,4.1,2021-09-12T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
405,Oracle Fusion,405,Vendor 405,LATAM,3.5,2022-03-27T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
406,Oracle Fusion,406,Vendor 406,LATAM,2.9,2021-01-29T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
407,Oracle Fusion,407,Vendor 407,NA,4.9,2021-03-22T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
408,Oracle Fusion,408,Vendor 408,EMEA,4.1,2024-09-22T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
409,Oracle Fusion,409,Vendor 409,NA,4.1,2021-09-17T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
410,Oracle Fusion,410,Vendor 410,NA,3.9,2025-11-01T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
411,Oracle Fusion,411,Vendor 411,NA,4,2023-01-18T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
412,Oracle Fusion,412,Vendor 412,LATAM,4.7,2025-05-20T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
413,Oracle Fusion,413,Vendor 413,EMEA,3.5,2024-08-17T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
414,Oracle Fusion,414,Vendor 414,NA,3.1,2025-03-22T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
415,Oracle Fusion,415,Vendor 415,APAC,3.2,2021-08-31T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
416,Oracle Fusion,416,Vendor 416,NA,3.5,2025-11-27T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
417,Oracle Fusion,417,Vendor 417,NA,4.6,2021-04-11T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
418,Oracle Fusion,418,Vendor 418,NA,3.1,2025-12-01T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
419,Oracle Fusion,419,Vendor 419,NA,4.2,2021-02-03T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
420,Oracle Fusion,420,Vendor 420,APAC,4.9,2021-01-15T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
421,Oracle Fusion,421,Vendor 421,EMEA,3.9,2022-01-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
422,Oracle Fusion,422,Vendor 422,NA,4.8,2023-06-22T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
423,Oracle Fusion,423,Vendor 423,NA,4.7,2021-07-30T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
424,Oracle Fusion,424,Vendor 424,NA,4.1,2021-07-24T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
425,Oracle Fusion,425,Vendor 425,EMEA,3.9,2021-03-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
426,Oracle Fusion,426,Vendor 426,APAC,4.8,2023-12-16T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
427,Oracle Fusion,427,Vendor 427,NA,3.2,2021-12-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
428,Oracle Fusion,428,Vendor 428,NA,3,2023-02-05T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
429,Oracle Fusion,429,Vendor 429,NA,3.8,2025-06-20T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
430,Oracle Fusion,430,Vendor 430,NA,4.1,2021-05-30T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
431,Oracle Fusion,431,Vendor 431,EMEA,2.9,2022-03-28T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
432,Oracle Fusion,432,Vendor 432,NA,4.8,2022-09-14T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
433,Oracle Fusion,433,Vendor 433,EMEA,2.9,2022-01-11T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
434,Oracle Fusion,434,Vendor 434,EMEA,3.3,2025-01-04T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
435,Oracle Fusion,435,Vendor 435,EMEA,3.9,2025-02-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
436,Oracle Fusion,436,Vendor 436,NA,3.4,2021-10-13T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
437,Oracle Fusion,437,Vendor 437,APAC,4.6,2025-07-09T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
438,Oracle Fusion,438,Vendor 438,NA,4.1,2025-07-15T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
439,Oracle Fusion,439,Vendor 439,NA,4,2025-05-17T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
440,Oracle Fusion,440,Vendor 440,EMEA,4.1,2021-07-12T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
441,Oracle Fusion,441,Vendor 441,NA,3.1,2022-12-19T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
442,Oracle Fusion,442,Vendor 442,LATAM,4.2,2022-04-11T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
443,Oracle Fusion,443,Vendor 443,APAC,4.5,2021-10-19T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
444,Oracle Fusion,444,Vendor 444,NA,3.9,2021-07-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
445,Oracle Fusion,445,Vendor 445,NA,3.3,2024-03-31T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
446,Oracle Fusion,446,Vendor 446,EMEA,3.3,2023-09-20T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
447,Oracle Fusion,447,Vendor 447,NA,3.8,2024-02-24T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
448,Oracle Fusion,448,Vendor 448,EMEA,3.7,2021-10-23T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
449,Oracle Fusion,449,Vendor 449,LATAM,4.7,2022-08-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
450,Oracle Fusion,450,Vendor 450,EMEA,2.9,2025-05-17T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
451,Oracle Fusion,451,Vendor 451,EMEA,4,2022-02-16T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
452,Oracle Fusion,452,Vendor 452,EMEA,3.8,2024-01-28T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
453,Oracle Fusion,453,Vendor 453,NA,3.4,2021-02-07T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
454,Oracle Fusion,454,Vendor 454,NA,3.1,2022-04-03T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
455,Oracle Fusion,455,Vendor 455,NA,3.9,2022-12-18T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
456,Oracle Fusion,456,Vendor 456,APAC,2.8,2022-04-09T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
457,Oracle Fusion,457,Vendor 457,LATAM,4.9,2025-02-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
458,Oracle Fusion,458,Vendor 458,APAC,3.4,2025-04-07T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
459,Oracle Fusion,459,Vendor 459,NA,2.9,2023-10-09T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
460,Oracle Fusion,460,Vendor 460,APAC,3,2023-01-14T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
461,Oracle Fusion,461,Vendor 461,EMEA,4.4,2024-10-30T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
462,Oracle Fusion,462,Vendor 462,APAC,4.8,2023-10-05T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
463,Oracle Fusion,463,Vendor 463,LATAM,3.7,2024-03-23T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
464,Oracle Fusion,464,Vendor 464,EMEA,4.5,2022-12-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
465,Oracle Fusion,465,Vendor 465,NA,4.8,2022-10-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
466,Oracle Fusion,466,Vendor 466,NA,2.8,2021-11-24T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
467,Oracle Fusion,467,Vendor 467,NA,4.4,2025-01-28T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
468,Oracle Fusion,468,Vendor 468,EMEA,4.7,2025-10-29T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
469,Oracle Fusion,469,Vendor 469,NA,3.8,2025-12-18T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
470,Oracle Fusion,470,Vendor 470,NA,4.2,2023-02-11T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
471,Oracle Fusion,471,Vendor 471,NA,4,2023-02-03T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
472,Oracle Fusion,472,Vendor 472,EMEA,3.8,2022-08-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
473,Oracle Fusion,473,Vendor 473,APAC,3.8,2023-08-15T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
474,Oracle Fusion,474,Vendor 474,NA,4.5,2024-04-23T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
475,Oracle Fusion,475,Vendor 475,EMEA,3.7,2025-12-24T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
476,Oracle Fusion,476,Vendor 476,EMEA,3.3,2021-02-04T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
477,Oracle Fusion,477,Vendor 477,APAC,4,2025-04-20T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
478,Oracle Fusion,478,Vendor 478,APAC,5,2025-08-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
479,Oracle Fusion,479,Vendor 479,NA,3.8,2023-01-01T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
480,Oracle Fusion,480,Vendor 480,NA,4.4,2021-09-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
481,Oracle Fusion,481,Vendor 481,APAC,4.1,2021-09-04T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
482,Oracle Fusion,482,Vendor 482,NA,4.5,2022-10-19T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
483,Oracle Fusion,483,Vendor 483,EMEA,3.3,2025-12-06T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
484,Oracle Fusion,484,Vendor 484,NA,3.6,2025-11-27T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
485,Oracle Fusion,485,Vendor 485,NA,3.2,2025-04-05T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
486,Oracle Fusion,486,Vendor 486,NA,4.2,2025-07-22T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
487,Oracle Fusion,487,Vendor 487,NA,3.5,2022-04-20T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
488,Oracle Fusion,488,Vendor 488,APAC,4.7,2024-01-30T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
489,Oracle Fusion,489,Vendor 489,LATAM,4.6,2023-08-27T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
490,Oracle Fusion,490,Vendor 490,APAC,3.7,2025-04-29T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
491,Oracle Fusion,491,Vendor 491,EMEA,3.9,2023-08-10T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
492,Oracle Fusion,492,Vendor 492,NA,3.5,2025-07-13T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
493,Oracle Fusion,493,Vendor 493,NA,3,2025-06-28T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
494,Oracle Fusion,494,Vendor 494,APAC,3.6,2025-01-15T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
495,Oracle Fusion,495,Vendor 495,APAC,3.7,2023-10-04T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
496,Oracle Fusion,496,Vendor 496,LATAM,3.1,2022-08-04T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
497,Oracle Fusion,497,Vendor 497,NA,3,2024-04-30T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
498,Oracle Fusion,498,Vendor 498,NA,4.4,2022-02-01T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
499,Oracle Fusion,499,Vendor 499,NA,4.9,2023-05-18T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
500,Oracle Fusion,500,Vendor 500,APAC,4,2022-03-01T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
501,Oracle Fusion,501,Vendor 501,APAC,4.5,2021-01-26T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
502,Oracle Fusion,502,Vendor 502,NA,4.8,2023-11-28T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
503,Oracle Fusion,503,Vendor 503,NA,3,2021-05-31T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
504,Oracle Fusion,504,Vendor 504,APAC,5,2023-09-29T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
505,Oracle Fusion,505,Vendor 505,EMEA,4.2,2025-12-18T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
506,Oracle Fusion,506,Vendor 506,APAC,4.5,2024-07-05T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
507,Oracle Fusion,507,Vendor 507,LATAM,4.3,2022-02-03T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
508,Oracle Fusion,508,Vendor 508,LATAM,5,2021-12-27T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
509,Oracle Fusion,509,Vendor 509,EMEA,4.4,2024-11-11T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
510,Oracle Fusion,510,Vendor 510,EMEA,3.7,2023-06-07T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
511,Oracle Fusion,511,Vendor 511,LATAM,4.8,2021-09-30T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
512,Oracle Fusion,512,Vendor 512,APAC,3.4,2024-10-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
513,Oracle Fusion,513,Vendor 513,NA,2.8,2022-08-30T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
514,Oracle Fusion,514,Vendor 514,EMEA,2.8,2025-04-21T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
515,Oracle Fusion,515,Vendor 515,APAC,4.4,2025-06-03T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
516,Oracle Fusion,516,Vendor 516,NA,3.6,2022-04-07T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
517,Oracle Fusion,517,Vendor 517,NA,4.7,2024-10-21T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
518,Oracle Fusion,518,Vendor 518,NA,3.5,2021-07-17T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
519,Oracle Fusion,519,Vendor 519,EMEA,4.3,2024-12-06T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
520,Oracle Fusion,520,Vendor 520,LATAM,3.7,2021-12-28T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
521,Oracle Fusion,521,Vendor 521,NA,4,2022-09-30T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
522,Oracle Fusion,522,Vendor 522,NA,4.8,2025-03-23T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
523,Oracle Fusion,523,Vendor 523,NA,4.9,2022-06-06T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
524,Oracle Fusion,524,Vendor 524,NA,3,2021-03-09T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
525,Oracle Fusion,525,Vendor 525,NA,3.5,2022-09-01T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
526,Oracle Fusion,526,Vendor 526,NA,5,2022-06-19T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
527,Oracle Fusion,527,Vendor 527,APAC,3.2,2025-02-11T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
528,Oracle Fusion,528,Vendor 528,NA,4,2021-04-05T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
