OPPORTUNITY_SK,OPPORTUNITY_ID,PARTNER_CUSTOMER_SK,STAGE_SK,CREATED_DATE_KEY,EXPECTED_CLOSE_DATE_KEY,AMOUNT_AMT,PROBABILITY_PCT,REGION,IS_CLOSED_FLAG,IS_WON_FLAG,SRC_SYSTEM,CREATED_TS,UPDATED_TS
976,OPP-4128,2034,1,,20260827,1809000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
977,OPP-4130,2015,1,,20260816,886000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
978,OPP-4131,2029,4,,20260427,1155000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
979,OPP-4132,2046,3,,20260818,1612000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
980,OPP-4133,2020,6,,20260118,552000,,NA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
981,OPP-4134,2057,5,,20260225,108000,,NA,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
982,OPP-4136,2014,4,,20260318,1043000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
983,OPP-4137,2047,1,,20260610,1870000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
984,OPP-4138,2065,1,,20261009,1565000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
985,OPP-4139,2047,3,,20260514,1330000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
986,OPP-4140,2026,2,,20260428,1742000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
987,OPP-4142,2011,2,,20261110,355000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
988,OPP-4143,2081,2,,20260925,743000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
989,OPP-4144,2097,5,,20251006,1547000,,EMEA,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
990,OPP-4145,2055,3,,20260621,287000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
991,OPP-4147,2019,5,,20250905,911000,,APAC,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
992,OPP-4148,2009,6,,20260108,1937000,,NA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
993,OPP-4149,2099,1,,20260805,827000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
994,OPP-4150,2098,1,,20260328,810000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
995,OPP-4151,2092,1,,20260326,1298000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
996,OPP-4152,2088,4,,20260927,828000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
997,OPP-4153,2045,5,,20251117,1867000,,APAC,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
998,OPP-4154,2019,1,,20261122,1255000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1328,OPP-4540,2069,2,,20260713,260000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1329,OPP-4541,2082,1,,20260330,679000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1330,OPP-4542,2035,1,,20260814,1598000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1331,OPP-4543,2013,1,,20260715,25000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1332,OPP-4545,2040,1,,20261121,1496000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1333,OPP-4546,2045,4,,20260414,1088000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1334,OPP-4547,2078,5,,20260117,560000,,APAC,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1335,OPP-4548,2097,1,,20260523,656000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1336,OPP-4550,2017,5,,20251229,1218000,,LATAM,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1337,OPP-4551,2020,2,,20261114,1465000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1338,OPP-4552,2073,4,,20260509,780000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1339,OPP-4553,2093,6,,20250911,1885000,,APAC,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1340,OPP-4554,2078,4,,20260702,1393000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1341,OPP-4557,2012,3,,20260731,1306000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1342,OPP-4558,2012,2,,20260804,1736000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1343,OPP-4559,2031,4,,20260405,1499000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1344,OPP-4560,2096,1,,20260326,178000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1345,OPP-4561,2055,2,,20260302,1975000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1346,OPP-4562,2066,5,,20251229,1024000,,EMEA,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1347,OPP-4563,2079,5,,20251210,33000,,NA,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1348,OPP-4564,2069,1,,20260930,1443000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1349,OPP-4565,2085,6,,20251030,1518000,,APAC,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1350,OPP-4566,2022,3,,20261012,1980000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
999,OPP-4155,2027,5,,20251221,1323000,,LATAM,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1000,OPP-4156,2084,3,,20260820,1822000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1001,OPP-4158,2093,3,,20260912,1490000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1002,OPP-4159,2037,6,,20260109,1112000,,EMEA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1003,OPP-4160,2040,2,,20261113,1135000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1004,OPP-4161,2004,3,,20260517,52000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1005,OPP-4162,2100,3,,20260628,1709000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1006,OPP-4163,2094,2,,20261110,231000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1007,OPP-4164,2065,1,,20260707,1289000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1008,OPP-4166,2095,1,,20260727,1177000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1009,OPP-4167,2096,1,,20260817,488000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1010,OPP-4168,2037,3,,20260823,617000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1011,OPP-4169,2095,5,,20251203,1069000,,EMEA,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1012,OPP-4170,2075,2,,20260811,1062000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1013,OPP-4171,2019,1,,20261015,205000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1014,OPP-4172,2012,5,,20251212,172000,,LATAM,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1015,OPP-4173,2028,1,,20260502,980000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1016,OPP-4176,2063,4,,20261008,1416000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1017,OPP-4177,2065,6,,20251009,300000,,LATAM,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1018,OPP-4178,2091,1,,20261017,269000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1019,OPP-4179,2061,3,,20260613,937000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1020,OPP-4180,2016,1,,20260902,1892000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1021,OPP-4181,2048,4,,20260422,252000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1022,OPP-4182,2020,3,,20260317,1075000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1023,OPP-4183,2039,1,,20260731,771000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1024,OPP-4184,2019,2,,20260311,1625000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1025,OPP-4185,2040,1,,20260321,1923000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1026,OPP-4186,2095,2,,20260529,1682000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1027,OPP-4187,2045,3,,20260428,1126000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1028,OPP-4188,2074,1,,20260926,990000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1029,OPP-4189,2049,2,,20260816,1605000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1030,OPP-4190,2082,3,,20260506,1038000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1031,OPP-4192,2030,2,,20260922,798000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1032,OPP-4195,2099,5,,20260122,1295000,,NA,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1033,OPP-4196,2016,5,,20260119,1326000,,APAC,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1034,OPP-4197,2080,4,,20260603,1961000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1035,OPP-4198,2097,3,,20261119,392000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1036,OPP-4199,2069,3,,20260427,1353000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1037,OPP-4200,2027,1,,20260715,1616000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1038,OPP-4201,2069,2,,20260409,1657000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1039,OPP-4202,2006,4,,20260918,1211000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1040,OPP-4203,2024,3,,20260818,900000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1041,OPP-4205,2070,2,,20260424,208000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1042,OPP-4206,2033,1,,20260509,379000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1043,OPP-4207,2053,6,,20251007,633000,,NA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1044,OPP-4208,2042,5,,20250913,1263000,,EMEA,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1351,OPP-4567,2047,5,,20251012,158000,,EMEA,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1352,OPP-4568,2064,1,,20260323,870000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1353,OPP-4570,2039,2,,20260426,599000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1354,OPP-4571,2001,3,,20260710,441000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1355,OPP-4572,2040,6,,20251023,1895000,,LATAM,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1356,OPP-4573,2080,4,,20261020,1832000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1357,OPP-4574,2079,3,,20260826,17000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1358,OPP-4576,2046,1,,20260531,828000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1359,OPP-4577,2026,1,,20261003,1012000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1360,OPP-4578,2063,1,,20260923,258000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1361,OPP-4579,2061,1,,20260703,468000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1362,OPP-4581,2085,1,,20260421,903000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1363,OPP-4584,2006,2,,20260602,588000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1364,OPP-4585,2043,1,,20260928,1528000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1365,OPP-4586,2062,1,,20260606,1947000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1366,OPP-4587,2063,5,,20250928,867000,,APAC,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1367,OPP-4588,2097,3,,20260501,670000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1368,OPP-4589,2095,6,,20260104,1491000,,LATAM,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1788,OPP-5092,2066,1,,20260610,1135000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1789,OPP-5093,2006,6,,20250905,1230000,,EMEA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1790,OPP-5094,2004,3,,20260228,1005000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1791,OPP-5097,2056,2,,20260427,915000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1792,OPP-5098,2018,3,,20260410,1775000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1045,OPP-4209,2050,1,,20260326,615000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1046,OPP-4210,2042,1,,20260508,850000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1047,OPP-4211,2026,2,,20260427,111000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1048,OPP-4212,2097,2,,20261104,1046000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1049,OPP-4213,2008,3,,20260424,556000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1050,OPP-4214,2062,2,,20260921,139000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1051,OPP-4215,2003,1,,20260624,1876000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1052,OPP-4216,2072,2,,20260701,1567000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1053,OPP-4217,2053,4,,20260730,1168000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1054,OPP-4220,2060,3,,20260318,7000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1055,OPP-4221,2008,4,,20260521,6000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1474,OPP-4716,2088,1,,20260518,315000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1475,OPP-4718,2092,2,,20260508,1579000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1476,OPP-4719,2017,1,,20261012,1613000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1477,OPP-4720,2056,2,,20260828,1281000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1478,OPP-4721,2079,1,,20260627,432000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1479,OPP-4722,2081,4,,20260514,1166000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1480,OPP-4723,2099,3,,20260304,297000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1481,OPP-4724,2059,2,,20261107,197000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1482,OPP-4725,2009,2,,20260726,335000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1483,OPP-4726,2010,2,,20260824,187000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1484,OPP-4727,2033,1,,20260707,974000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1485,OPP-4728,2018,6,,20260211,1897000,,LATAM,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1793,OPP-5099,2011,2,,20260825,1650000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1794,OPP-5100,2021,6,,20250917,674000,,EMEA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1795,OPP-5101,2081,3,,20260716,933000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1796,OPP-5102,2041,6,,20260225,1413000,,NA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1797,OPP-5103,2091,1,,20260417,1914000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1798,OPP-5104,2072,3,,20260602,1728000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1799,OPP-5105,2018,4,,20260301,508000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1800,OPP-5106,2026,4,,20260617,1384000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1801,OPP-5107,2024,2,,20260513,997000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1802,OPP-5108,2026,6,,20251109,274000,,LATAM,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1803,OPP-5109,2093,4,,20261116,1760000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1804,OPP-5110,2009,6,,20250829,894000,,EMEA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1805,OPP-5111,2054,3,,20260527,84000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1806,OPP-5112,2081,5,,20260202,783000,,APAC,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1807,OPP-5113,2068,3,,20260822,996000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1808,OPP-5114,2030,4,,20260728,1726000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1809,OPP-5115,2081,2,,20261102,1636000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1810,OPP-5117,2058,2,,20260722,864000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1811,OPP-5118,2023,2,,20260930,242000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1812,OPP-5121,2038,4,,20260625,64000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1813,OPP-5122,2072,2,,20260922,129000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1814,OPP-5123,2041,6,,20251103,1387000,,APAC,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1815,OPP-5125,2094,2,,20260712,999000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1486,OPP-4729,2037,1,,20260317,749000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1487,OPP-4731,2088,3,,20260904,175000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1488,OPP-4733,2072,1,,20260630,1438000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1489,OPP-4734,2049,1,,20260419,600000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1490,OPP-4735,2050,1,,20260403,461000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1491,OPP-4737,2024,4,,20260421,180000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1492,OPP-4738,2056,6,,20251208,1578000,,NA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1493,OPP-4739,2041,2,,20260812,137000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1494,OPP-4740,2095,2,,20260613,1443000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1495,OPP-4741,2005,3,,20260717,935000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1496,OPP-4742,2082,3,,20261023,303000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1497,OPP-4743,2100,2,,20260313,1236000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1498,OPP-4745,2003,3,,20260324,438000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1499,OPP-4746,2082,6,,20251106,521000,,LATAM,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1500,OPP-4747,2036,1,,20260508,146000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1501,OPP-4750,2055,2,,20260324,194000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1502,OPP-4751,2045,2,,20260520,411000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1503,OPP-4753,2089,1,,20260825,1874000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1504,OPP-4754,2077,3,,20260302,1153000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1505,OPP-4755,2086,2,,20260510,668000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1506,OPP-4756,2059,6,,20250901,313000,,APAC,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1507,OPP-4757,2087,1,,20260806,237000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1508,OPP-4760,2025,1,,20260616,1532000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1816,OPP-5126,2058,2,,20260320,636000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1817,OPP-5128,2043,6,,20260202,1255000,,NA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1818,OPP-5129,2049,1,,20260307,1648000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1819,OPP-5130,2099,1,,20260824,1575000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1820,OPP-5131,2027,3,,20260322,1067000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1821,OPP-5135,2003,6,,20250901,78000,,EMEA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1822,OPP-5136,2063,6,,20260104,819000,,NA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1823,OPP-5137,2004,1,,20260719,622000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1824,OPP-5138,2096,2,,20260314,562000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1825,OPP-5139,2095,1,,20260918,273000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1826,OPP-5140,2065,2,,20260405,156000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1827,OPP-5141,2096,5,,20250903,35000,,LATAM,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1828,OPP-5142,2076,3,,20260414,1512000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1829,OPP-5145,2084,2,,20260710,1990000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1830,OPP-5146,2055,3,,20260905,601000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1831,OPP-5147,2036,1,,20260921,1153000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1832,OPP-5148,2049,3,,20261111,505000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1833,OPP-5149,2048,1,,20260914,1953000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1834,OPP-5150,2074,6,,20251222,463000,,NA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1835,OPP-5151,2048,1,,20260623,920000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1836,OPP-5152,2019,3,,20260803,685000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1837,OPP-5153,2022,4,,20260414,1153000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1838,OPP-5154,2019,2,,20260702,176000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1509,OPP-4762,2047,2,,20260304,763000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1510,OPP-4763,2016,1,,20260801,1033000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1511,OPP-4764,2053,5,,20260211,938000,,LATAM,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1512,OPP-4768,2037,4,,20261006,786000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1513,OPP-4769,2080,4,,20260720,1442000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1514,OPP-4770,2084,1,,20260419,188000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1515,OPP-4771,2096,1,,20260419,1021000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1516,OPP-4772,2065,6,,20260207,914000,,NA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1517,OPP-4773,2054,3,,20260723,1749000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1518,OPP-4774,2049,2,,20261015,1134000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1519,OPP-4775,2016,1,,20261023,1951000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1520,OPP-4776,2083,2,,20260924,1864000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1521,OPP-4777,2048,5,,20250830,1929000,,LATAM,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1522,OPP-4778,2085,2,,20260712,1806000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1523,OPP-4779,2031,2,,20260925,1383000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1524,OPP-4780,2004,1,,20260313,36000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1525,OPP-4781,2095,1,,20261117,1684000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1526,OPP-4782,2074,4,,20260815,354000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1527,OPP-4784,2074,4,,20260323,1646000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1528,OPP-4787,2016,2,,20260430,1037000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1529,OPP-4788,2071,4,,20260708,1719000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1530,OPP-4789,2012,1,,20260609,195000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1531,OPP-4790,2099,1,,20260302,1292000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1839,OPP-5156,2064,6,,20250913,1576000,,EMEA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
