B2B_FACT_ID,PARTNER_ID,CONTRACT_ID,OPPORTUNITY_ID,REGION,MARKET_SEGMENT,ACTIVE_FROM,EXPIRES_ON,ANNUAL_CONTRACT_VALUE,PIPELINE_AMOUNT,PIPELINE_STAGE,IS_ACTIVE
4027,1472,C-204022,,,MID,2025-02-24T00:00:00Z,2025-10-02T00:00:00Z,4441245.83,,,0
4028,662,C-204023,,,ENT,2025-07-02T00:00:00Z,2025-12-31T00:00:00Z,2152988.9,,,0
4029,3208,C-204024,,,ENT,2024-08-14T00:00:00Z,2025-08-27T00:00:00Z,4300073.76,,,0
4030,3125,C-204025,,,MID,2025-01-27T00:00:00Z,2025-12-31T00:00:00Z,3863258.3,,,0
4031,3384,C-204026,,,ENT,2023-03-15T00:00:00Z,2025-03-17T00:00:00Z,4826971.63,,,0
4032,1514,C-204027,,,SMB,2023-06-25T00:00:00Z,2025-01-17T00:00:00Z,1140552.06,,,0
4033,2322,C-204028,,,MID,2023-04-12T00:00:00Z,2024-11-12T00:00:00Z,1585025.37,,,0
4034,4888,C-204029,,,MID,2023-06-24T00:00:00Z,2024-10-23T00:00:00Z,354537.31,,,0
4035,1718,C-204030,,,SMB,2022-07-27T00:00:00Z,2024-05-25T00:00:00Z,3963669.59,,,0
4036,3043,C-204031,,,SMB,2025-03-13T00:00:00Z,2025-12-31T00:00:00Z,3643081.54,,,0
4037,4151,C-204032,,,SMB,2021-10-03T00:00:00Z,2023-09-04T00:00:00Z,3372986.46,,,0
4038,1144,C-204033,,,SMB,2024-08-11T00:00:00Z,2025-12-31T00:00:00Z,476484.43,,,0
4039,207,C-204034,,,ENT,2024-04-24T00:00:00Z,2025-12-31T00:00:00Z,4219456.27,,,0
4040,4927,C-204035,,,MID,2024-06-06T00:00:00Z,2025-12-31T00:00:00Z,861020.56,,,0
4041,4442,C-204036,,,SMB,2025-07-27T00:00:00Z,2025-12-31T00:00:00Z,1340279.37,,,0
4042,2142,C-204037,,,SMB,2022-05-20T00:00:00Z,2023-12-02T00:00:00Z,4184848.46,,,0
4043,1334,C-204038,,,SMB,2024-06-21T00:00:00Z,2025-07-24T00:00:00Z,2572726.39,,,0
4044,352,C-204039,,,SMB,2024-07-01T00:00:00Z,2025-12-24T00:00:00Z,1802955.3,,,0
4045,2251,C-204040,,,SMB,2021-03-24T00:00:00Z,2022-12-13T00:00:00Z,3605751.96,,,0
4046,2079,C-204041,,,SMB,2023-04-12T00:00:00Z,2025-12-31T00:00:00Z,2743923.82,,,0
4047,4461,C-204042,,,MID,2024-01-22T00:00:00Z,2025-08-07T00:00:00Z,4848035.61,,,0
4048,1160,C-204043,,,ENT,2025-04-15T00:00:00Z,2025-12-31T00:00:00Z,3795974.48,,,0
4049,2438,C-204044,,,ENT,2021-05-16T00:00:00Z,2021-12-16T00:00:00Z,1963980.35,,,0
4050,3132,C-204045,,,SMB,2024-09-27T00:00:00Z,2025-12-31T00:00:00Z,1036729.55,,,0
4051,4484,C-204046,,,ENT,2023-06-29T00:00:00Z,2025-10-27T00:00:00Z,4878406.84,,,0
4052,1186,C-204047,,,MID,2025-10-04T00:00:00Z,2025-12-31T00:00:00Z,4126453.59,,,0
4053,4244,C-204048,,,ENT,2021-05-09T00:00:00Z,2022-03-10T00:00:00Z,3599302.57,,,0
4054,4655,C-204049,,,SMB,2022-08-27T00:00:00Z,2024-02-15T00:00:00Z,1242914.23,,,0
4055,1544,C-204050,,,SMB,2022-05-09T00:00:00Z,2024-02-11T00:00:00Z,1016169.35,,,0
4056,71,C-204051,,,MID,2023-05-28T00:00:00Z,2024-07-11T00:00:00Z,2491162.32,,,0
4057,1407,C-204052,,,SMB,2022-11-14T00:00:00Z,2024-10-18T00:00:00Z,4466583.01,,,0
4058,4962,C-204053,,,MID,2024-05-17T00:00:00Z,2025-12-31T00:00:00Z,3944293.34,,,0
4059,2143,C-204054,,,MID,2025-02-16T00:00:00Z,2025-12-31T00:00:00Z,460003.07,,,0
4060,631,C-204055,,,ENT,2024-06-23T00:00:00Z,2025-12-31T00:00:00Z,4683963.51,,,0
4061,1370,C-204056,,,ENT,2025-10-21T00:00:00Z,2025-12-31T00:00:00Z,3566912.9,,,0
4062,3768,C-204057,,,MID,2024-03-16T00:00:00Z,2024-11-21T00:00:00Z,2221528.1,,,0
4063,3762,C-204058,,,SMB,2024-10-05T00:00:00Z,2025-12-01T00:00:00Z,2616219.79,,,0
4064,2835,C-204059,,,SMB,2021-08-02T00:00:00Z,2022-05-04T00:00:00Z,2280356.06,,,0
4065,3168,C-204060,,,MID,2024-11-09T00:00:00Z,2025-12-31T00:00:00Z,3123925.14,,,0
4066,814,C-204061,,,MID,2023-03-27T00:00:00Z,2025-10-15T00:00:00Z,4001683.92,,,0
4067,1668,C-204062,,,SMB,2023-10-23T00:00:00Z,2024-11-29T00:00:00Z,4533462.42,,,0
4068,3233,C-204063,,,SMB,2022-07-21T00:00:00Z,2025-02-25T00:00:00Z,1641008.89,,,0
4069,3714,C-204064,,,SMB,2025-08-08T00:00:00Z,2025-12-31T00:00:00Z,2682964.8,,,0
4070,2782,C-204065,,,PUBLIC,2025-06-23T00:00:00Z,2025-12-31T00:00:00Z,1844407.51,,,0
4071,3886,C-204066,,,SMB,2021-06-07T00:00:00Z,2023-04-22T00:00:00Z,3921019.57,,,0
4072,2889,C-204067,,,MID,2022-09-16T00:00:00Z,2025-06-24T00:00:00Z,2835687.3,,,0
4073,4598,C-204068,,,SMB,2024-06-13T00:00:00Z,2025-07-28T00:00:00Z,3752221.46,,,0
4074,747,C-204069,,,PUBLIC,2023-01-01T00:00:00Z,2024-03-24T00:00:00Z,4302332.53,,,0
4075,4057,C-204070,,,SMB,2022-03-07T00:00:00Z,2024-09-30T00:00:00Z,2014360.11,,,0
4076,4902,C-204071,,,MID,2025-07-23T00:00:00Z,2025-12-31T00:00:00Z,1490312.33,,,0
4077,549,C-204072,,,SMB,2022-02-20T00:00:00Z,2022-12-30T00:00:00Z,4088247.5,,,0
4078,4353,C-204073,,,SMB,2023-06-02T00:00:00Z,2024-06-18T00:00:00Z,2304364.98,,,0
4079,1727,C-204074,,,MID,2025-05-11T00:00:00Z,2025-12-28T00:00:00Z,1865999.16,,,0
4080,4814,C-204075,,,SMB,2022-12-28T00:00:00Z,2025-07-18T00:00:00Z,2583148.32,,,0
4081,4889,C-204076,,,SMB,2023-01-11T00:00:00Z,2025-06-19T00:00:00Z,1158800.38,,,0
4082,2517,C-204077,,,SMB,2023-02-28T00:00:00Z,2024-04-22T00:00:00Z,2101134.06,,,0
4083,3376,C-204078,,,MID,2021-08-03T00:00:00Z,2022-07-23T00:00:00Z,4053150.53,,,0
4084,2722,C-204079,,,SMB,2022-07-28T00:00:00Z,2024-12-29T00:00:00Z,4396653.23,,,0
4085,1342,C-204080,,,SMB,2021-06-18T00:00:00Z,2022-02-12T00:00:00Z,1163734.27,,,0
4086,4205,C-204081,,,SMB,2025-03-16T00:00:00Z,2025-12-31T00:00:00Z,1531099.42,,,0
4087,4867,C-204082,,,SMB,2024-05-22T00:00:00Z,2025-12-31T00:00:00Z,2509551.06,,,0
4088,420,C-204083,,,SMB,2022-06-24T00:00:00Z,2025-05-15T00:00:00Z,1142496.24,,,0
4089,45,C-204084,,,MID,2024-11-23T00:00:00Z,2025-12-31T00:00:00Z,3494675.12,,,0
4090,4369,C-204085,,,SMB,2025-09-17T00:00:00Z,2025-12-31T00:00:00Z,4823009.4,,,0
4091,3259,C-204086,,,SMB,2025-10-30T00:00:00Z,2025-12-31T00:00:00Z,3285333.93,,,0
4092,503,C-204087,,,SMB,2024-12-22T00:00:00Z,2025-12-31T00:00:00Z,1765585.95,,,0
4093,2400,C-204088,,,PUBLIC,2021-08-12T00:00:00Z,2023-07-04T00:00:00Z,4580454.58,,,0
4094,1404,C-204089,,,MID,2024-04-21T00:00:00Z,2025-12-31T00:00:00Z,4409424.59,,,0
4095,735,C-204090,,,SMB,2025-08-23T00:00:00Z,2025-12-31T00:00:00Z,2367027.95,,,0
4096,342,C-204091,,,SMB,2022-10-07T00:00:00Z,2023-11-12T00:00:00Z,233654.66,,,0
4097,4237,C-204092,,,SMB,2025-06-10T00:00:00Z,2025-12-31T00:00:00Z,3781973.39,,,0
4098,2244,C-204093,,,SMB,2023-04-30T00:00:00Z,2024-05-28T00:00:00Z,809613.88,,,0
4099,1179,C-204094,,,SMB,2021-10-13T00:00:00Z,2023-04-28T00:00:00Z,2187718.14,,,0
4100,4946,C-204095,,,SMB,2023-01-01T00:00:00Z,2023-10-30T00:00:00Z,1073345.44,,,0
4101,4878,C-204096,,,MID,2021-01-12T00:00:00Z,2021-07-29T00:00:00Z,3965784.57,,,0
4102,1872,C-204097,,,MID,2025-04-18T00:00:00Z,2025-11-24T00:00:00Z,2774996.17,,,0
4103,301,C-204098,,,PUBLIC,2021-12-17T00:00:00Z,2024-10-28T00:00:00Z,1893323.59,,,0
4104,2028,C-204099,,,MID,2024-06-12T00:00:00Z,2025-12-31T00:00:00Z,3452229.65,,,0
4105,3436,C-204100,,,MID,2025-05-02T00:00:00Z,2025-12-31T00:00:00Z,4196321.75,,,0
4106,136,C-204101,,,SMB,2022-08-22T00:00:00Z,2024-03-24T00:00:00Z,2263582.27,,,0
4107,4404,C-204102,,,MID,2022-10-03T00:00:00Z,2024-06-01T00:00:00Z,2914602.49,,,0
4108,3310,C-204103,,,ENT,2025-07-16T00:00:00Z,2025-12-31T00:00:00Z,487565.01,,,0
4109,2232,C-204104,,,MID,2025-04-13T00:00:00Z,2025-10-29T00:00:00Z,4402650.13,,,0
4110,69,C-204105,,,ENT,2023-06-20T00:00:00Z,2025-06-29T00:00:00Z,4188702.98,,,0
4111,1584,C-204106,,,SMB,2022-10-05T00:00:00Z,2025-04-30T00:00:00Z,4670566.08,,,0
4112,3547,C-204107,,,PUBLIC,2023-03-25T00:00:00Z,2025-12-31T00:00:00Z,2178523.32,,,0
4113,3018,C-204108,,,SMB,2025-09-05T00:00:00Z,2025-12-31T00:00:00Z,60458.12,,,0
4114,1790,C-204109,,,SMB,2024-11-14T00:00:00Z,2025-07-25T00:00:00Z,1988639.89,,,0
4115,2113,C-204110,,,SMB,2024-11-18T00:00:00Z,2025-08-01T00:00:00Z,4609984.01,,,0
4116,1112,C-204111,,,SMB,2021-10-12T00:00:00Z,2022-10-21T00:00:00Z,1964927.46,,,0
4117,904,C-204112,,,PUBLIC,2023-02-04T00:00:00Z,2025-06-29T00:00:00Z,555906.12,,,0
4118,1051,C-204113,,,MID,2021-08-22T00:00:00Z,2024-03-15T00:00:00Z,1033659.79,,,0
4119,2438,C-204114,,,ENT,2023-08-09T00:00:00Z,2024-06-04T00:00:00Z,1510592,,,0
4120,1989,C-204115,,,SMB,2023-10-04T00:00:00Z,2025-06-22T00:00:00Z,4636548.81,,,0
4121,2985,C-204116,,,MID,2021-02-13T00:00:00Z,2023-03-23T00:00:00Z,2413346.92,,,0
4122,2146,C-204117,,,SMB,2022-03-30T00:00:00Z,2024-02-08T00:00:00Z,3483606.41,,,0
4123,921,C-204118,,,MID,2022-01-14T00:00:00Z,2023-05-13T00:00:00Z,644803.43,,,0
4124,839,C-204119,,,SMB,2024-08-04T00:00:00Z,2025-10-04T00:00:00Z,3128549.9,,,0
4125,1766,C-204120,,,SMB,2021-10-28T00:00:00Z,2022-12-27T00:00:00Z,2890535.71,,,0
4126,428,C-204121,,,MID,2022-03-18T00:00:00Z,2024-10-10T00:00:00Z,183569.02,,,0
4127,1490,C-204122,,,SMB,2024-09-23T00:00:00Z,2025-12-31T00:00:00Z,1844843.14,,,0
4128,3433,C-204123,,,SMB,2022-09-13T00:00:00Z,2025-03-20T00:00:00Z,2449790.07,,,0
4129,460,C-204124,,,MID,2024-01-05T00:00:00Z,2025-11-22T00:00:00Z,1451911.62,,,0
4130,2676,C-204125,,,ENT,2025-11-24T00:00:00Z,2025-12-31T00:00:00Z,2413307.09,,,0
4131,3703,C-204126,,,SMB,2021-06-09T00:00:00Z,2022-11-08T00:00:00Z,4639389.11,,,0
4132,1681,C-204127,,,SMB,2022-08-22T00:00:00Z,2023-03-14T00:00:00Z,4148175.68,,,0
4133,2422,C-204128,,,SMB,2024-02-19T00:00:00Z,2025-12-31T00:00:00Z,677517.54,,,0
4134,1809,C-204129,,,SMB,2023-01-23T00:00:00Z,2025-12-26T00:00:00Z,512839.36,,,0
4135,4875,C-204130,,,MID,2023-10-11T00:00:00Z,2025-12-31T00:00:00Z,4570812.16,,,0
4136,2576,C-204131,,,SMB,2024-12-15T00:00:00Z,2025-09-26T00:00:00Z,4484291.92,,,0
4137,1182,C-204132,,,SMB,2025-02-19T00:00:00Z,2025-12-31T00:00:00Z,630931.13,,,0
4138,3371,C-204133,,,MID,2023-05-17T00:00:00Z,2025-12-31T00:00:00Z,4605755.9,,,0
4139,4378,C-204134,,,MID,2022-05-07T00:00:00Z,2023-07-31T00:00:00Z,1055234.26,,,0
4140,4786,C-204135,,,SMB,2021-02-12T00:00:00Z,2021-09-30T00:00:00Z,395401.56,,,0
4141,2887,C-204136,,,MID,2021-06-19T00:00:00Z,2023-12-18T00:00:00Z,1908179.31,,,0
4142,1577,C-204137,,,SMB,2021-11-11T00:00:00Z,2023-09-03T00:00:00Z,2846076.08,,,0
4143,3431,C-204138,,,SMB,2022-02-17T00:00:00Z,2024-09-10T00:00:00Z,1843268.3,,,0
4144,357,C-204139,,,MID,2024-02-03T00:00:00Z,2025-12-31T00:00:00Z,2675957.82,,,0
4145,728,C-204140,,,SMB,2025-01-09T00:00:00Z,2025-12-31T00:00:00Z,514993.85,,,0
4146,3239,C-204141,,,SMB,2023-03-04T00:00:00Z,2023-11-21T00:00:00Z,342869.22,,,0
4147,4708,C-204142,,,MID,2025-09-11T00:00:00Z,2025-12-31T00:00:00Z,611365.26,,,0
4148,421,C-204143,,,SMB,2023-11-27T00:00:00Z,2025-12-31T00:00:00Z,4038609.44,,,0
4149,3586,C-204144,,,SMB,2023-04-16T00:00:00Z,2024-04-06T00:00:00Z,4374143.52,,,0
4150,869,C-204145,,,PUBLIC,2023-02-12T00:00:00Z,2025-10-15T00:00:00Z,4405953.39,,,0
4151,946,C-204146,,,SMB,2023-11-11T00:00:00Z,2025-12-20T00:00:00Z,4726792.21,,,0
4152,2482,C-204147,,,PUBLIC,2022-11-20T00:00:00Z,2023-12-25T00:00:00Z,3054305.78,,,0
4153,1449,C-204148,,,SMB,2022-08-28T00:00:00Z,2023-05-08T00:00:00Z,2565602.18,,,0
4154,916,C-204149,,,ENT,2021-05-05T00:00:00Z,2022-02-27T00:00:00Z,420250.71,,,0
4155,2145,C-204150,,,SMB,2025-04-30T00:00:00Z,2025-12-31T00:00:00Z,3995650.63,,,0
4156,214,C-204151,,,SMB,2023-08-31T00:00:00Z,2025-11-06T00:00:00Z,4670043.26,,,0
4157,4660,C-204152,,,ENT,2023-08-16T00:00:00Z,2025-08-24T00:00:00Z,2155471.44,,,0
4158,2894,C-204153,,,MID,2023-04-21T00:00:00Z,2025-07-03T00:00:00Z,26011.53,,,0
4159,4569,C-204154,,,SMB,2025-12-19T00:00:00Z,2025-12-31T00:00:00Z,84361.4,,,0
4160,2133,C-204155,,,ENT,2021-04-05T00:00:00Z,2021-10-16T00:00:00Z,2869705.93,,,0
4161,250,C-204156,,,SMB,2024-04-06T00:00:00Z,2024-11-16T00:00:00Z,1530284.38,,,0
4162,1817,C-204157,,,PUBLIC,2023-09-27T00:00:00Z,2024-12-16T00:00:00Z,4683895.66,,,0
4163,4080,C-204158,,,MID,2022-05-18T00:00:00Z,2024-12-23T00:00:00Z,202223.39,,,0
4164,4214,C-204159,,,ENT,2023-03-18T00:00:00Z,2025-04-10T00:00:00Z,3947626.7,,,0
4165,2552,C-204160,,,ENT,2025-04-08T00:00:00Z,2025-12-31T00:00:00Z,4755187.48,,,0
4166,2016,C-204161,,,SMB,2022-03-14T00:00:00Z,2024-01-01T00:00:00Z,3565957.84,,,0
4167,3882,C-204162,,,ENT,2023-12-29T00:00:00Z,2024-08-24T00:00:00Z,342079.95,,,0
4168,3094,C-204163,,,SMB,2022-05-14T00:00:00Z,2024-07-12T00:00:00Z,2506848.86,,,0
4169,4127,C-204164,,,SMB,2024-01-05T00:00:00Z,2024-10-05T00:00:00Z,703874.25,,,0
4170,1022,C-204165,,,SMB,2023-03-05T00:00:00Z,2025-08-06T00:00:00Z,4056735.56,,,0
4171,2274,C-204166,,,MID,2021-06-02T00:00:00Z,2024-03-19T00:00:00Z,4439765.69,,,0
4172,3244,C-204167,,,MID,2025-02-27T00:00:00Z,2025-12-31T00:00:00Z,2535196.93,,,0
4173,3682,C-204168,,,ENT,2021-08-26T00:00:00Z,2023-08-22T00:00:00Z,3094822.15,,,0
4174,3216,C-204169,,,SMB,2021-12-29T00:00:00Z,2024-05-21T00:00:00Z,1261451.33,,,0
4175,2361,C-204170,,,SMB,2024-11-13T00:00:00Z,2025-12-31T00:00:00Z,3455121.59,,,0
4176,3585,C-204171,,,PUBLIC,2022-08-13T00:00:00Z,2024-10-04T00:00:00Z,823184.36,,,0
4177,3344,C-204172,,,SMB,2022-09-14T00:00:00Z,2025-04-21T00:00:00Z,2636786.89,,,0
4178,2643,C-204173,,,PUBLIC,2022-01-06T00:00:00Z,2023-05-15T00:00:00Z,3756055.75,,,0
4179,1028,C-204174,,,SMB,2023-12-05T00:00:00Z,2025-12-31T00:00:00Z,876978.37,,,0
4180,213,C-204175,,,SMB,2021-09-21T00:00:00Z,2023-09-11T00:00:00Z,1776866.56,,,0
4181,3098,C-204176,,,SMB,2021-07-18T00:00:00Z,2023-05-22T00:00:00Z,3620098.33,,,0
4182,3867,C-204177,,,MID,2023-05-09T00:00:00Z,2023-12-21T00:00:00Z,740132.86,,,0
4183,504,C-204178,,,SMB,2021-08-14T00:00:00Z,2022-05-10T00:00:00Z,4449988.65,,,0
4184,1602,C-204179,,,SMB,2022-10-02T00:00:00Z,2024-01-02T00:00:00Z,4636331.47,,,0
4185,3767,C-204180,,,MID,2024-09-30T00:00:00Z,2025-12-31T00:00:00Z,1192400.81,,,0
4186,479,C-204181,,,ENT,2024-04-03T00:00:00Z,2025-12-31T00:00:00Z,4509816.96,,,0
4187,3855,C-204182,,,SMB,2021-04-12T00:00:00Z,2023-02-14T00:00:00Z,1176335.25,,,0
4188,2388,C-204183,,,PUBLIC,2024-12-27T00:00:00Z,2025-12-31T00:00:00Z,3468491.64,,,0
4189,4637,C-204184,,,SMB,2021-01-06T00:00:00Z,2022-03-08T00:00:00Z,2259107.3,,,0
4190,145,C-204185,,,PUBLIC,2023-08-24T00:00:00Z,2025-12-31T00:00:00Z,615605.66,,,0
4191,1001,C-204186,,,SMB,2023-01-30T00:00:00Z,2025-11-19T00:00:00Z,4424134.45,,,0
4192,4453,C-204187,,,SMB,2023-10-08T00:00:00Z,2025-12-31T00:00:00Z,4282802.79,,,0
4193,3706,C-204188,,,MID,2024-01-22T00:00:00Z,2024-07-30T00:00:00Z,4389728.83,,,0
4194,1276,C-204189,,,SMB,2024-11-01T00:00:00Z,2025-12-31T00:00:00Z,2352233.98,,,0
4195,876,C-204190,,,MID,2024-05-11T00:00:00Z,2025-12-31T00:00:00Z,396913.34,,,0
4196,4781,C-204191,,,SMB,2024-05-22T00:00:00Z,2025-12-31T00:00:00Z,1759692.22,,,0
4197,724,C-204192,,,ENT,2023-04-28T00:00:00Z,2025-12-31T00:00:00Z,1985298.88,,,0
4198,3743,C-204193,,,SMB,2025-11-10T00:00:00Z,2025-12-31T00:00:00Z,873180.85,,,0
4199,1099,C-204194,,,PUBLIC,2025-07-13T00:00:00Z,2025-12-31T00:00:00Z,532510.86,,,0
4200,2833,C-204195,,,MID,2021-06-25T00:00:00Z,2022-04-08T00:00:00Z,1441997.92,,,0
4201,3049,C-204196,,,MID,2022-03-21T00:00:00Z,2023-02-17T00:00:00Z,4193281.72,,,0
4202,3641,C-204197,,,ENT,2021-09-14T00:00:00Z,2023-10-17T00:00:00Z,3520662.39,,,0
4203,3060,C-204198,,,PUBLIC,2021-10-14T00:00:00Z,2022-09-18T00:00:00Z,1555752.78,,,0
4204,763,C-204199,,,SMB,2021-12-16T00:00:00Z,2023-11-04T00:00:00Z,164624.26,,,0
4205,2796,C-204200,,,MID,2023-11-18T00:00:00Z,2025-12-31T00:00:00Z,2851080.52,,,0
4206,2623,C-204201,,,SMB,2024-07-21T00:00:00Z,2025-12-31T00:00:00Z,1577682.3,,,0
4207,2763,C-204202,,,SMB,2021-04-25T00:00:00Z,2024-01-31T00:00:00Z,4620096.47,,,0
4208,3317,C-204203,,,ENT,2024-05-01T00:00:00Z,2025-04-18T00:00:00Z,3438965.76,,,0
4209,1564,C-204204,,,ENT,2023-06-26T00:00:00Z,2025-07-03T00:00:00Z,2135310.73,,,0
4210,4305,C-204205,,,SMB,2022-04-03T00:00:00Z,2023-06-26T00:00:00Z,1374716.08,,,0
4211,2351,C-204206,,,SMB,2021-02-07T00:00:00Z,2022-08-28T00:00:00Z,4486703.74,,,0
4212,438,C-204207,,,SMB,2024-06-27T00:00:00Z,2025-12-31T00:00:00Z,4644632.56,,,0
4213,2465,C-204208,,,SMB,2021-04-17T00:00:00Z,2022-08-11T00:00:00Z,1102049.07,,,0
4214,2609,C-204209,,,ENT,2023-06-26T00:00:00Z,2024-04-03T00:00:00Z,1774907.37,,,0
4215,4252,C-204210,,,MID,2023-05-11T00:00:00Z,2024-05-30T00:00:00Z,2755187.71,,,0
4216,3791,C-204211,,,ENT,2023-03-24T00:00:00Z,2024-07-14T00:00:00Z,4542427.06,,,0
4217,3558,C-204212,,,SMB,2023-06-12T00:00:00Z,2025-02-21T00:00:00Z,3549861.81,,,0
4218,4217,C-204213,,,ENT,2025-04-18T00:00:00Z,2025-11-28T00:00:00Z,871161.87,,,0
4219,4298,C-204214,,,SMB,2025-03-20T00:00:00Z,2025-12-31T00:00:00Z,4765529.79,,,0
4220,3880,C-204215,,,MID,2025-06-07T00:00:00Z,2025-12-31T00:00:00Z,481294.34,,,0
4221,558,C-204216,,,MID,2021-02-08T00:00:00Z,2022-07-01T00:00:00Z,736632.48,,,0
4222,16,C-204217,,,SMB,2022-05-04T00:00:00Z,2024-09-19T00:00:00Z,1493725.66,,,0
4223,1617,C-204218,,,MID,2024-04-17T00:00:00Z,2025-10-22T00:00:00Z,945046.89,,,0
4224,4592,C-204219,,,SMB,2024-04-27T00:00:00Z,2025-12-31T00:00:00Z,2167578.48,,,0
4225,2816,C-204220,,,MID,2024-12-04T00:00:00Z,2025-12-31T00:00:00Z,4187225.14,,,0
4226,3250,C-204221,,,SMB,2021-11-28T00:00:00Z,2023-04-30T00:00:00Z,4110979.85,,,0
4227,275,C-204222,,,ENT,2025-07-08T00:00:00Z,2025-12-31T00:00:00Z,4371241.97,,,0
4228,2070,C-204223,,,SMB,2022-08-23T00:00:00Z,2025-01-31T00:00:00Z,2572006.57,,,0
4229,987,C-204224,,,PUBLIC,2023-10-29T00:00:00Z,2024-09-02T00:00:00Z,1955303.46,,,0
4230,4483,C-204225,,,MID,2024-12-02T00:00:00Z,2025-09-23T00:00:00Z,2699358.5,,,0
4231,3896,C-204226,,,MID,2022-05-24T00:00:00Z,2024-06-09T00:00:00Z,348223.65,,,0
4232,1353,C-204227,,,SMB,2022-09-02T00:00:00Z,2024-01-05T00:00:00Z,2569806.17,,,0
4233,3309,C-204228,,,MID,2023-03-10T00:00:00Z,2024-01-30T00:00:00Z,1714124.01,,,0
4234,4387,C-204229,,,MID,2023-09-04T00:00:00Z,2025-03-02T00:00:00Z,3999468.12,,,0
4235,4761,C-204230,,,MID,2025-06-16T00:00:00Z,2025-12-31T00:00:00Z,2825765.47,,,0
4236,1787,C-204231,,,ENT,2025-09-19T00:00:00Z,2025-12-31T00:00:00Z,2433866.18,,,0
4237,1213,C-204232,,,SMB,2025-01-12T00:00:00Z,2025-12-31T00:00:00Z,4239433.25,,,0
4238,3348,C-204233,,,MID,2023-04-02T00:00:00Z,2025-09-17T00:00:00Z,559001.18,,,0
4239,1839,C-204234,,,MID,2025-10-13T00:00:00Z,2025-12-31T00:00:00Z,3980978.86,,,0
4240,4506,C-204235,,,MID,2024-10-12T00:00:00Z,2025-12-31T00:00:00Z,2903870.01,,,0
4241,4723,C-204236,,,SMB,2023-05-06T00:00:00Z,2025-08-23T00:00:00Z,3709169.98,,,0
4242,2561,C-204237,,,PUBLIC,2024-09-23T00:00:00Z,2025-12-31T00:00:00Z,3102403.25,,,0
4243,1406,C-204238,,,SMB,2021-06-04T00:00:00Z,2022-12-04T00:00:00Z,4698930.68,,,0
4244,3185,C-204239,,,MID,2025-01-12T00:00:00Z,2025-12-31T00:00:00Z,4082019.11,,,0
4245,4327,C-204240,,,SMB,2024-11-23T00:00:00Z,2025-06-04T00:00:00Z,864235.34,,,0
4246,1191,C-204241,,,SMB,2025-05-14T00:00:00Z,2025-12-31T00:00:00Z,3694783.14,,,0
4247,1421,C-204242,,,SMB,2022-11-11T00:00:00Z,2023-11-21T00:00:00Z,2954642.17,,,0
4248,1973,C-204243,,,MID,2024-09-17T00:00:00Z,2025-12-31T00:00:00Z,2252183.73,,,0
4249,1076,C-204244,,,ENT,2021-07-16T00:00:00Z,2024-05-16T00:00:00Z,3822678.2,,,0
4250,2068,C-204245,,,ENT,2023-02-06T00:00:00Z,2024-03-27T00:00:00Z,4422199.16,,,0
4251,3611,C-204246,,,SMB,2024-12-24T00:00:00Z,2025-12-31T00:00:00Z,50719.44,,,0
4252,1148,C-204247,,,SMB,2023-06-15T00:00:00Z,2025-02-27T00:00:00Z,2391504.76,,,0
4253,3274,C-204248,,,SMB,2023-05-26T00:00:00Z,2025-10-16T00:00:00Z,453133.13,,,0
4254,4290,C-204249,,,MID,2025-11-26T00:00:00Z,2025-12-31T00:00:00Z,3097254.13,,,0
4255,1084,C-204250,,,SMB,2024-03-31T00:00:00Z,2025-08-08T00:00:00Z,2483682.02,,,0
4256,697,C-204251,,,ENT,2021-02-25T00:00:00Z,2021-12-20T00:00:00Z,1300464.99,,,0
4257,1947,C-204252,,,ENT,2023-05-20T00:00:00Z,2024-11-11T00:00:00Z,2439011.32,,,0
4258,4011,C-204253,,,SMB,2021-03-11T00:00:00Z,2023-08-19T00:00:00Z,2107313.7,,,0
4259,343,C-204254,,,SMB,2022-04-02T00:00:00Z,2024-04-07T00:00:00Z,2870774.6,,,0
4260,2283,C-204255,,,ENT,2024-11-08T00:00:00Z,2025-12-31T00:00:00Z,2722076.28,,,0
4261,3030,C-204256,,,SMB,2024-03-22T00:00:00Z,2024-10-13T00:00:00Z,816322.49,,,0
4262,858,C-204257,,,ENT,2024-03-02T00:00:00Z,2025-11-10T00:00:00Z,1685959.58,,,0
4263,2980,C-204258,,,ENT,2021-04-17T00:00:00Z,2022-05-03T00:00:00Z,352831.39,,,0
4264,4874,C-204259,,,SMB,2021-10-27T00:00:00Z,2022-08-07T00:00:00Z,4855821.08,,,0
4265,56,C-204260,,,SMB,2022-01-30T00:00:00Z,2024-03-17T00:00:00Z,796466.82,,,0
4266,2371,C-204261,,,SMB,2023-04-30T00:00:00Z,2024-07-14T00:00:00Z,1189765.92,,,0
4267,4852,C-204262,,,MID,2023-05-11T00:00:00Z,2024-01-07T00:00:00Z,4215360.98,,,0
4268,4513,C-204263,,,SMB,2025-07-07T00:00:00Z,2025-12-31T00:00:00Z,4423673.52,,,0
4269,4737,C-204264,,,SMB,2022-09-21T00:00:00Z,2025-09-19T00:00:00Z,879635.56,,,0
4270,986,C-204265,,,SMB,2024-11-16T00:00:00Z,2025-12-31T00:00:00Z,4260411.52,,,0
4271,4904,C-204266,,,SMB,2021-01-28T00:00:00Z,2021-10-10T00:00:00Z,2231354.87,,,0
